Contexte gauche,Chaîne,Transcription,Contexte droit
"stomer.'' @Vell, you",’,',ll find our svell ra
" come along, and don",’,',t let's bo frighteni
"along, and don't let",’,',s bo frightenin' our
 let's bo frightenin,’,', ourselves vith ould
lves vith ould vimen,’,',s tales.'' With tlis
ct upon the beholler,’,',s imagination. There
 IT@o Fighting Cocks,’,', has made me feel dr
nion whispered--t He,’,',s here I'' TIE RDD O
. @He seems a-valkin,’,'," in his sleep,'' mnt"
red the Sandman. @He,’,',s a-speakin' to some
man. @He's a-speakin,’,', to some von unwisib
red the other. ' Let,’,',s hear wot] he's a-s
' Let's hear wot] he,’,',"s a-sayin','' @Why h"
the Sandman. e Vot d,’,',ye think he sees 2''
" the plank. @See, he",’,',s a-goin' through th
"k. @See, he's a-goin",’,'," through that door,'"
oller him.'' e I don,’,',"t half like it,'' re"
shall see summast as,’,',ll take aray our sen
ried the Tinker; 'it,’,',s only a aleepy-@alk
ed the Tinker; ``now,’,',s your time t' The o
 dark lanutern; @let,’,',"s take him below, an"
er; '`'but first let,’,',s see wot ho hass go
A reader l-I hopo it,’,',s well lined. Ve@ll 
he darkey slines on ,’,',"em, you see what fam"
aced the wonnded man,’,',s legs over his AUIO
 hanve been murderin,’,', a gentleman. Seize 
 a gentleman. Seize ,’,',"em-seize 'em:' And, "
an. Seize 'em-seize ,’,',"em:' And, as he spok"
I hope his skull ain,’,',t broken.' @It is to
s to be hoped it ain,’,',"t, Mr. Thorneyeroft,"
was certain somethin,’,', dreadful was rnE OL
YAXALL-ROAD. 33 goin,’,', on. It was fortanat
was fortanate I wasn,’,',t gone to bed; and s
happened to be comin,’,', up at the time. But
e time. But we mustn,’,',t stand chatterin' h
tn't stand chatterin,’,', here. Bring the poo
was bronght in. @Do@,’,',t be cryin' ont in t
 in. @Do@'t be cryin,’,'," ont in that way, Pe"
"y-less noise, or you",’,',"ll wakon Miss Ebba, "
"s Ebba, and I wouldn",’,',t have her disturbed
 passed BSaint Giles,’,',"s, on the way to the"
 towards Saint Giles,’,',"s, running the great"
 a tattered watchman,’,',"s great-coat, seated"
 Charles thoe Second,’,',"s breed, popped its "
" @Oh, pretty midllin",’,',",'' replied the Sand"
e@ll see what fortun,’,', has gi@en us.'' So 
sappointment. @@o we,’,',vo had all this tron
s tronble for nuffin,’,',", and nearly got sho"
ken the job.'' e Don,’,',t let's gi@e it up i
e job.'' e Don't let,’,',s gi@e it up in sich
 made on it yet. Let,’,',s look o@er them pap
hem papers.'' @Look ,’,',"em over yourself,'' "
s him. @I@'e done wi,’,',"@'em. Here, lazy-bon"
him. @I@'e done wi'@,’,',"em. Here, lazy-bones"
 bring tso glassos o,’,', rum-and-wuater-stif
tly smoking it. @Wot,’,',"s t@l row, eh 27' @V"
tisfaction; `` there,’,',s secrets contained 
 here pocket-book as,’,',ll be worth a hundre
 better to us. Wo ha,’,',n't had our trouble 
etter to us. Wo ha'n,’,',t had our trouble fo
 at him. @Wot kind o,’,', seecrets are they 2
"they 2'' @Vy, hangi@",’,'," secrets@,'' replied"
egister his crimes i,’,', that way.'' @He did
that way.'' @He didn,’,',t expect the poeket-
he must be a fool. S,’,',pose we wos to make 
a entry of everythin,’,'," we dies, Wot a nico"
 nicoe balanee there,’,',d be agin us ven our
m is a different bus,’,',"ness altog@ther,'' r"
ry mysterious sort o,’,', person. Wot age sho
"o be2'' @Vy, five-an",’,',-twenty at the outsi
e Sandman. e Fi@e-an,’,',-sixty 'ud be nearer
as that.'' e Five-an,’,',-sixty devilsI'' ocr
st be some mistake i,’,', tho reckonin' there
take i' tho reckonin,’,'," there,'' @No, it's "
"in' there,'' @No, it",’,',s all clenr an' reg'
"o, it's all clenr an",’,'," reg'lar,'' rejoined"
's all clenr an' reg,’,',"lar,'' rejoined the "
er; ``and that doesn,’,',t seem to bo the end
d the Sandman; `` it,’,',s impossible they ca
@e@@ he believes in ,’,',"em hisself, and will"
will be glad to buy ,’,',eP ] from us.'' @Tha
P ] from us.'' @That,’,',s a@view o' the case
.'' @That's a@view o,’,', the case worthy of 
 thoe Sandman. e Wot,’,',s the gemman's name 
. e Wot's the gemman,’,',s name 1'' e The nam
hook his head. @That,’,',"s unlucky agin,'' sa"
"d the Sandman. "" Ain",’,',t there no sort o' c
in't there no sort o,’,', clue7' e Nono votiv
"Vy, zounds, then, ve",’,',re jist verc ve star
Sandman. @But it don,’,',t matter. There's no
 don't matter. There,’,',s not much chance o'
's not much chance o,’,', makin' a bargin vit
much chance o' makin,’,', a bargin vith him. 
ith him. The eraek o,’,', tho skull I ga@e hi
him has done lis bus,’,',ness.'' @Nu@Hin' o' 
 bus'ness.'' @Nu@Hin,’,'," o' th@ kind,'' repl"
s'ness.'' @Nu@Hin' o,’,'," th@ kind,'' replied"
"t have,'' @Snrprisin",’,', 1'' replied the Tin
 wot he intenls doin,’,', a hundrel years hen
"rs henco.'' % Oh, he",’,',s a lu-natticl'' exe
unts fcr his wisitin,’,', that @ere ruinet ho
"house, ani a-faneyin",’,', he heerd some one t
"t. That is, if I ain",’,',t cured him.'' t Tm 
"ood case, and if you",’,',"ll let me into it, I"
 you@'o bin a readin,’,'," in his pspers,'' pu"
inger; `` tlo gemman,’,',s evilently half-cra
"f-cracked, if he ain",’,',t erackod altogether
od altogether@-ut @e,’,',s jist the person to
d le also fancies he,’,',s committed a lot o'
's committed a lot o,’,', murders t pnr@sued 
the Tinker. eIhen he,’,',ll be glad to bny th
 the Sandman. @There,’,',s no difficulty in t
me or other.'' @That,’,',"s true,'' repliod th"
andman ; `'and there,’,',s no feur of his kno
o feur of his knowin,’,'," ns, for the werry m"
"the Tinker, '' there",’,',s no branch o' the p
 there's no branch o,’,', the perfession so s
fancier myself@' @It,’,',"s a good business,''"
tion. As I wos sayin,’,',", we gets a high pri"
metimes for restorin,’,'," a fa@ourite, especi"
"e, especially @en @e",’,',va a soft-heartol la
 to deal with. There,’,',s somo vimen as fond
somo vimen as fond o,’,', dogs as o' their ow
as fond o' dogs as o,’,'," their own ehilder, "
nd ven ve gets one o,’,', their precious pets
"ious pets, ve makes ",’,',em ransom it as tho 
"risoners, threatenin",’,', to send first an ea
l you wot happened t,’,',other day. Thera wos
"uble, nnd a friend o",’,', mino culls to say s
"dear, and a friend o",’,', her own alwises her
"s her to wait, sayin",’,', bettcr ----1 44 ADB
iend that if she don,’,',t come down at once 
once the poor animal,’,',s throat @ill be cun
his timo that I sh'n,’,',t repeat the trick; 
e Tinker. @But there,’,',s dog-fanciers in Fr
"ciers in France, ain",’,',t thore 7'' asked th
ed tho Sandman. @Lor,’,'," bless 'ee, yes,'' r"
s as many fanciers i,’,'," Fr@nce as here. Vy,"
 a smartish trade wi,’,', them through them f
eign steamers. There,’,',s scarcely a steamer
as le@ves the port o,’,', London but takes ou
 takes out a cargo o,’,', dogs. Voe sells 'em
 o' dogs. Voe sells ,’,',"em to thc stewards, "
imes to Havre. There,’,',s a Mounseer Coqquil
" dogs, and ve takes ",’,',em to him at a house
market.'' e Then you,’,',re alvays sure o' a 
you're alvays sure o,’,', a ready markot some
"inger, ``cos the law",’,',"s so kind to ns. Vy,"
"ou, a perliceman can",’,',"t detain us, even if"
 even if h@ knows ve,’,',ve as stolen dog in 
"on, and vo s@ears it",’,',s our own; and yet h
 our own; and yet he,’,',d stop you in a minn
 a suspicious-lookin,’,', bundle under your a
"e, fifty pound, or p",’,',raps more. E@en if @
@en if @Tm catched i,’,', the fact I may get 
", or have six months",’,'," imprisonment; vile,"
"e three farlens, you",’,',ll get seven years a
"n, re@lectisely. @It",’,',s tho law 1'' exclai
lly escapes by payin,’,'," the fine, 'cos our "
by each other. Thore,’,',s a reg'lar horganis
other. Thore's a reg,’,',lar horganisation am
"ak replies, a-shakin",’,'," of his vise noddle,"
found. I have nuffin,’,', more to do vith it.
 more to do vith it.,’,', In course the dog i
. e wot d@ye think o,’,', this'' pursued Ging
er. @I wos a@standin,’,', at the corner o' Gr
din' at the corner o,’,', Gray's Inn-lane vit
t the corner o' Gray,’,',s Inn-lane vith some
Inn-lane vith some o,’,', my puals near a coa
ra 46 AUnIoL. dog-an,’,'," a beauty it is, a r"
d Charley-a follerin,’,'," of her. Vell, the m"
"the lady secs me, an",’,', givres me in charge
liceman. But that si,’,',nifies nuffin'. I br
hat si'nifies nuffin,’,',. I brings six vitnc
"ttlo puppy; and, wot",’,',"s more, I brings its"
y goes avay lamentin,’,',. I thon plays the a
"lays the amiable, an",’,', offers to sell it h
"@enty guineas, seein",’,', as how she hsd take
y to it; but she von,’,',t bite. So if I don'
't bite. So if I don,’,',"t sell it next week,"
is to steal a dog wi,’,'," a collar on, for if"
 may get se@en yenr@,’,', transportation for 
ortation for a bit o,’,', leather and a brass
late @orth a shillin,’,',", vile the animal, t"
"a lnndred pound, can",’,',t hurt you. There's 
an't hurt you. There,’,',"s lau againha, la1''"
"r, ``anl crops a dog",’,',"s ears, or pulls out"
; but I@m too fond o,’,', the animal for that
"is skin, as so@o on ",’,',em doos.'' @And you'
'em doos.'' @And you,’,',re nlways sure o' ge
you're nlways sure o,’,'," gettin' a dog, if y"
lways sure o' gettin,’,'," a dog, if you vants"
"if you vants it, I s",’,',pose7'' inquired t@l
ied CGingcr. @No man,’,',s dog is safe. I don
s dog is safe. I don,’,',t care how he@s kept
"re how he@s kept, @e",’,',ro sure to la@e @im 
s gone. Vith a bit o,’,'," li@er, preparel in "
reparel in my partic,’,',"lar vay, I can tame "
"im off his chain, an",’,', bring him arter me 
e@er buy doge k@owin,’,', thecy're stolen 1' 
y doge k@owin' thecy,’,',re stolen 1' inquire
ft my Lord So-and-So,’,',"s, and there 1 seed "
re 1 seed a conple o,’,', the finest pointers
icl anotler couple@.,’,'," Vell, @e understand"
"ands in a minnit, an",’,', in doo time the ide
' @Oh. t@atas how it,’,',s done?'' remarkcd t
" Sanuman. @Yes, thnt",’,',"s the vay,'' replied"
. @Sometimes a party,’,',ll vant a couple o' 
y'll vant a couple o,’,', dogs for the shooti
dogs for the shootin,’,', season; and thon ve
 @ent7' And accordin,’,', as tho answer is gi
"roperty, and stealin",’,', @em a misdemeanour.
eanour. And that won,’,',t occur in my time.'
r in my time.'' @Let,’,',"s hopo not,'' r@join"
 is not so surprisin,’,', as it LLLLLLLLLLLmm
 same opinion. There,’,',s our old deputy her
lired in (Queen Bess,’,',"s time, recollects I"
ts Iing Charles bein,’,', beheaded perfectly 
ers the Great Fire o,’,'," London, as if it on"
"You may larf, but it",’,',"s true,'' replied th"
ct an old man tellin,’,', me that he knew the
imed Ginger. @He don,’,',t look so old now.''
w.'' @That'a the cur,’,',"ousest part of it,''"
 tho Tinker. @H@ don,’,',t like to talk of hi
ss you can get him i,’,', tho humour; but he 
once told me he didn,’,',t know why he lired 
 nnless it were owin,’,', to a potion he'd sw
owin' to a potion he,’,',"d swnllowed, vich hi"
"ess'a days, @ad brew",’,',"d,'' @P@hawI'' excla"
ought you too knowin,’,'," a cove, Tinker, to "
tory as that.'' @Let,’,',s have the old ftell
"ping youth, `' go an",’,', tell Old Parr ve @a
mpany orer a glass o,’,', rum-an'-@ater@@@@@@
er a glass o' rum-an,’,',"-@ater@@@@@@@@,'@' T"
king from Mr. Ginger,’,',"s dogs, shortly afte"
. The littlo old man,’,',s complexion was dul
y the littlo old man,’,',s grotesque appearan
"azy-bones, glasses o",’,'," rum-an'-vater, all "
"s, glasses o' rum-an",’,',"-vater, all round,''"
liated by tho Tinker,’,',"s offering, Old Parr"
"'' he observel, ' ve",’,',ve bin havin' a bit 
"l, ' ve've bin havin",’,', a bit o' a dispute 
e bin havin' a bit o,’,', a dispute vich you 
"for ns.'' @WeIl, let",’,',"s see,'' squeaked th"
"What is it?"" @Vy, it",’,',s relative to yo@r a
wos yo@ born 2'' @It,’,',"s so lo@g ago, I cnn"
"s so lo@g ago, I cnn",’,',"t recollccet,'' retu"
lkily. 4 You must ha,’,', seen some changes i
ilt up again-if that,’,',s anytling. I@@e see
sl Broad Saint Giles,’,',"s, at the time I spe"
"side, and there wasn",’,',t a single habi. tat
d from Saint MIartin,’,',as-lane to Drury-hou
ne 1' @Thoso must ha,’,', been nice times for
ut their noses out o,’,'," joint.'' @True,'' r"
"merry company, I can",’,',t help wishing its w
e city of Queen Bess,’,',s days. Yon shonld h
n-a line of noblemen,’,',s houses@and as to L
r wealthy goldsmiths,’,', shops-but I don't l
ths' shops-but I don,’,',t like to think of @
ecially as there ain,’,',t much chance o' the
 ain't much chance o,’,', the ould city bcin'
' the ould city bcin,’,', rewi@ed.'' t Not mu
om the Tinker. t I s,’,',"pose, my wenerable, "
 yon tell us anytlin,’,', more about him 2' e
@You talk like one o,’,', them smart chaps th
n make me long to la,’,', lived i' those time
 long to la' lived i,’,'," those times,'' 4 If"
r in James the First,’,',s time. Bat the old 
" gone 1'' '""Aceordin",’,', to your owvn showin
 to your owvn showin,’,',", my wenerable Irien"
" Iriend, you must ha",’,', li@ed uppards o' tw
 ha' li@ed uppards o,’,', two @lndred and sev
"manner. @Now, doorin",’,'," all that time, haro"
ignificantly. @I don,’,',t know vether you're
on't know vether you,’,',re a deceirin' of us
er you're a deceirin,’,'," of us or yourself, "
rable; bnt @on thing,’,',s quito clear -you c
quito clear -you can,’,',t havo lived all tha
ed all that time. It,’,',s not in nater'' @Ve
"y well, then-I haron",’,',"t,'' sai1 Ol@ Parr. "
@@@@o@@@ youth. @You,’,',ve seen some picters
 seen some picters o,’,'," Old Lunnun, and tho"
"Old Lunnun, and thoy",’,',vo haanted yon in yo
iquo th@ dog-fancior,’,',s curiosity. e How c
"o long, that you ain",’,',t higher up in the s
 After a few moments,’,'," pansc, Ginger repea"
uestion. eIf you won,’,',t belie@e what I tcl
" what I tcll you, it",’,',s useless to give an
@@@@@@@@@@n@@@ @That,’,',"s hard,'' rejoined t"
erry hard. But how d,’,',ye aceount for li@in
ye aceount for li@in,’,', so long 7'' he adde
"e dwarf. @Ay, but it",’,',"s s cur'ons story, a"
" @Ay, but it's s cur",’,',"ons story, and I van"
ists.'' @Doetor Lamb,’,',s object was actuall
 I supposed at death,’,',"s door, mnrchel down"
ght of the young man,’,',s miraculous recover
 the case with the t,’,',"other,'' whispered t"
"rer, in the coorsa o",’,'," yonr long life, met"
he dwarf; @but I can,’,',t say.'' e Wos it Au
I does know some cur,’,',ous matters as vell 
"you, my old file. Yo",’,',"ll be good evidence,"
ai dubiously. @Tlere,’,',s no hurry.'' e No; 
ith your opinion on ,’,',em.''. The dwarf was
ch hold of the dwarf,’,',s legs; but the latt
"rely, @My eyesl here",’,',s a pretty gol'' cri
if the wenerable ain,’,',t a-takon tho pocket
et-book with him1 It,’,',s my opinion the dev
".'' @D@oil or not, I",’,',ll have him back agi
"of dismay. @Ay, that",’,',s tho questin1'' rei
egin to be of Ginger,’,',"s opinion, that the "
No @on else eonld ha,’,', taken a faney to hi
ught I seed a psir o,’,'," hoofs,'' cried the "
d the waiter; @and I,’,',m quito suro I seed 
suro I seed a pair o,’,', great glitterin' ey
r o' great glitterin,’,'," eyes,'' he ndled, o"
r wilest extent. @It,’,',"s as strango affair,"
"dlord, gravrely. @It",’,',s certain that no on
oms. It was Old Parr,’,',"s business, as yon k"
" yon know, to loeck ",’,',em up carefully for 
" night.'' @Vell, all",’,',"s over @ith him now,"
"h our affair, too, I",’,',m afeerd.'' @Don't s
", I'm afeerd.'' @Don",’,',"t sny die jist yet,'"
nger. @The wenerable,’,',"s gone, to be sure; "
"t behind @im, barrin",’,'," lis top-coat, is th"
", is this here bit o",’,', paper vich lropped 
r vich lropped out o,’,', the pocket-books as
ks as he wos a-takin,’,'," flight, and vich I "
e floor. It msy be o,’,', some nso to us. But
"to us. But come, let",’,',s go down stairs. Th
o down stairs. There,’,',s no good in stayin'
's no good in stayin,’,', here any longer.'' 
to the iron-merchant,’,',"s dwolling, after th"
fresh as the morning,’,',"s self, issued from "
ss of her skin. Ebba,’,',s first caro was to 
ether like fishermen,’,',"s nets, old iron are"
y bell. Near the dog,’,',s kennel was a tool-
ds tho iron-merchant,’,',s d@elling. Ebba the
" said, noticing Ebba",’,',s nneasiness. @What 
"e in tho ` e@il eye,",’,', I should bs sure he
to leave your father,’,',s honse to-day.'' @@
inking of the smiths,’,', hammers upon the an
", Ned, @Tm a-thinkin",’,', our master'll soon 
-thinkin' our master,’,',ll soon have a son-i
 a son-in-law. There,’,',s pretty plain signs
 :He'a a good-lookin,’,', young follor that. 
"se.'' e No, that ain",’,',"t fair,'' replied Jo"
er come to my father,’,',s house t'' @he excl
 AIOL. A few minutes,’,', rapid walking broug
murdered grandfather,’,',"s attendant, Flapdra"
ly striking@' Auriol,’,',"s exelamations, conp"
"m, raising the dwarf",’,',"s head on his knee, "
cord ronnd the dwarf,’,',"s throat. @I have,''"
im the brandy. @That,’,',s a long time. Think
. Think again.'' :It,’,',"s perfeetly true, ne"
nired Anriol. @I don,’,',t know the villain's
n't know the villain,’,',"s namo,'' rejoined t"
"d the dwarf, @bnt he",’,',"s a very tall, dark "
"on may langh, but it",’,',s true@' eried the d
ed the gloom. Auriol,’,',s thoughts were somb
 demon. The stranger,’,',"s hat was off, and h"
; @the iron-merchant,’,',"s daughter, Ebbn. Sh"
. Ir was about two o,’,',"clock, on a charming"
rribly uneasy. Haren,’,',"t you, Ebba1'' I -78"
erchant; ` bnt I can,’,',t say you looke so w
t countcnance. I don,’,',"t exaggerate, when I"
you will behold him.,’,', Without waiting for
"hare met, I hope yo@",’,',ll walk] home and di
 pass tlro@gh Anriol,’,',s frame. @What ails 
"colonnade, when Ebba",’,',s attention was attr
"wever, noticing Ebba",’,',"s admiration, held f"
"reater, miss. It han",’,',t its equil for bean
quil for beanty. Don,’,',"t be afeerd on it, m"
"eerd on it, miss. It",’,',s as gentle as a l@m
nger; `` and she ain,’,',t i' the habit o' fa
; `` and she ain't i,’,', the habit o' fallin
ain't i' the habit o,’,', fallin' i@ love at 
 the habit o' fallin,’,', i@ love at first si
t first sight. I don,’,',"t wonder at it, thou"
"m to like her, I won",’,',t copy the manners o
t copy the manners o,’,', them 'ere fathers a
the manners o' them ,’,',ere fathers as has s
st wallerable part o,’,', ]my stock. TI@@l te
 to tuke ndwnntage o,’,', the likes o' you.''
ntage o' the likes o,’,', you.'' @I hope you 
.'' @I hope you lidn,’,',"t give too much, t@e"
epli@l E@@@. @I lidn,’,',t gi@e @ayf her wall
and if so be you don,’,',t liko her in a nont
 ag@in from you. You,’,',ll alvays find me he
nows Mr. Ginger-that,’,',"s my namc, miss. ITm"
n in the dog-fancyin,’,', line. Ask Mr. Dishe
the great gunmaker o,’,'," Bond-street, alout "
s calls the Bishop o,’,', Bond-street-an' hc'
op o' Bond-street-an,’,', hc'll tell you.'' @
ou.'' @But you hasen,’,',t answerel tle l@@y'
't answerel tle l@@y,’,',"s question,'' sni@ A"
 replied Ginger; @it,’,',ll make a mater'al d
 @it'll make a mater,’,',al dilfarence in the
"then, in coorse, you",’,',ll get her at the lo
ger. @I hope yon don,’,',t mean to buy the do
"nger, '"" becauso you",’,',re ignerant o' tho w
so you're ignerant o,’,', tho wnlly of sich a
"IED. 83 tell you, it",’,',s cheap--dirt cheap.
"n Charley from me, t",’,',"other week, to prese"
"@sintance, and @ot d",’,',ye think he gi@e for
"gi@e for it7"" @I don",’,',"t kno@, and I don't "
"on't kno@, and I don",’,',"t want to know,'' re"
"neas, as @Tm a lirin",’,'," man, and made no bo"
 dog I sold him warn,’,',t to be compared wi'
't to be compared wi,’,', Fairy.'' @Stuff-stu
Tlorneycroft; @I ain,’,',t to b@@@a@@@@@@@@@ 
@@@@@ @@ai@ia@5G @It,’,',"s no gammon,'' said "
"rs, miss, ---y, they",’,',re ns long as your o
ts-and them pads --n,’,', I@m sure yon @on't 
-n' I@m sure yon @on,’,',t say sle's de@r at 
re yon @on't say sle,’,',s de@r at twenty pou
twenty pound.'' @She,’,',s a lovely little cr
n patting the animal,’,',s head. Whilo this w
 his companion-`` it,’,',s the young man ve'v
t's the young man ve,’,',ve been lookin' for-
an ve've been lookin,’,', for-Auriol Darcy.''
more this @ay.'' @It,’,',"s him, I tell you, S"
ecet@'rt-I@m sure he,’,',s your s@eet'art-I c
sure he's your s@eet,’,',art-I can a l AURIOD
 a minnit@-our sveet,’,',"art, I say, shall gi"
"n pound, and the dog",’,',s yourn. I shall los
ansaction; but I don,’,',t mind it for sich a
here remarked; @What,’,',s that yon are ssyin
 2'' @I @os a-sasyin,’,',", sir, the yonng lad"
close with you. Here,’,',"s the money,'' said "
"d Ebbs, quickly. @It",’,',s too much'' `A grea
his be the gemman ve,’,',re a-lookin' for. Ve
emman ve're a-lookin,’,', for. Vere's my two 
 a-lookin' for. Vere,’,',"s my two pals, I von"
"ls, I vonder? Oh, it",’,',s all right 1'' he a
nd the pillar. @They,’,',"re on the look-out, "
"d Ginger, '`but hadn",’,',t I better carry the
" Mr. Darcyr, and don",’,',t buy it.'' l- TE CI
RIEL. 85 The bargain,’,',"s concluded,'' said "
"ng his hat, @bat ain",’,',t your name Mr. Anri
 you in pri@ate-that,’,',"s all, sir,'' replie"
thing of you.'' @You,’,',ll know me better by
alone.'' @If yon don,’,',t go about your busi
nIoL. ee No@ you von,’,',"t, sir-no@ you von't"
"n't, sir-no@ you von",’,',"t,'' repliod the Tin"
 larns wot secrets o,’,', yonrn has come to m
my knowledge.'' @won,’,',"t you get in, Mr. Da"
d the Tinker. @There,’,',s two friends o' min
here's two friends o,’,', mine as @ishes to b
t our conferenco. Ve,’,',d better @alk into a
rst rend the shockin,’,', particulnrs. What a
"e1 Vy, vce finds you",’,',ve been i' tho habit
 finds you've been i,’,', tho habit o' makin'
 been i' tho habit o,’,', makin' avsay with a
' tho habit o' makin,’,', avsay with a young 
"r, in 1800@, @Hangin",’,',s too good for @oul'
eater I jist see ain,’,',t to be tle next wic
A hundred pound each,’,',"ll bny our silence,'"
 has parpctrated. Ve,’,',re not werry partic'
're not werry partic,’,',"lar ourselves, but v"
"urselves, but ve don",’,',t commit murder whol
holesale.'' e Ve don,’,',t commit murder at a
"inker, ''tlat vo ain",’,',t perfectly ac@ainte
 hal AIOL. chemist o,’,'," Queen Bess's time, "
hemist o' Queen Bess,’,',"s time, and, havin' "
"s's time, and, havin",’,', drsnk the @Iixir vi
ove the fact-a li@in,’,', sitness.'' @What wi
' cried Auriol. @Don,’,',t yon re@kileet the 
"or the money, and ve",’,',"ll nundertake, on on"
A@IN1 @@s@@@ssured o,’,', that.'' @I must har
 cried Auriol. @Here,’,',s a bit o' paper as 
iol. @Here's a bit o,’,', paper as come from 
you like to hear wot,’,',s written upon it7 H
again. @HallonI What,’,',s that2'' he cried. 
he cried. @The paper,’,',as gone l'' @Tho han
", in alarm. ""Ses who",’,',s in the paseage-ope
" forth, said: @There",’,',s no one there. It m
l. I@Il hasve nuffin,’,', more to do wi' the 
uffin' more to do wi,’,', the matter.'' @Poh1
er.'' @Poh1 poh1 don,’,',t be so chicken-'art
"may, the gemman ahsn",’,',t stir till he under
verpower you.'' @Don,’,',"t proroko lim,'' whi"
 plucking the Tinker,’,',s slcore. @For my pa
"For my part, I sha'n",’,',t stay any longer. I
any longer. I wouldn,’,',t take kis money.'' 
@I@ll go and see wot,’,',s tho matter wi' Gin
 wot's tho matter wi,’,'," Ginger,'' said tho "
d Auriol. Tho Tinker,’,',s hands clutched the
bad enough-but I won,’,',t scell myself to th
"mber, your ten years",’,', limit draws to a cl
lbourhood of Lineoln,’,',s Inn. It is needles
"ters, for Mr. Trigge",’,',s shop is quite as l
e of tho chief-I don,’,',t reeollect him orde
pils in conveyancers,’,', chambcrs; for those
"g clerks, barristers",’,'," clerks, engrossing "
 friends. Mr. Trigge,’,',s shop is nono of yo
e-room full of benrs,’,',"-grease, oils, cream"
 it is a real barber,’,',s and hairdresser's 
er's and hairdresser,’,',"s shop, of the good "
iumphs of Mr. Trigge,’,',"s art; and, above th"
of pommade and bears,’,',"-grease, and the iro"
the block is a judge,’,',"s wig, which MIr. Tr"
ndicating that bears,’,',-grease may be had o
. Amongst Mr. Trigge,’,',s li@o stock may b@ 
lends to MIr. Trigge,’,',s features thcir app
 It wass about tso o,’,',"clock, and Mr, Trigg"
"pcr. @Yes, ycs, tlat",’,',"s my a@lcrtisement, "
nr-looking gentleman,’,',"s forehead, and sing"
"-' ` take care, or @",’,',ll commit yo@n I e D
"nt an assistant, don",’,',"t you, sir 1'' rejoi"
entury-in Queen Anne,’,',s time-eh 2'' e You 
It was in Queen Anne,’,',s time.'' @Perhaps y
n Charles the Second,’,',s time.'' 4You saw '
's time.'' 4You saw ,’,',"em, of course?'' eri"
e little man. @I don,’,',"t think you will, my"
d Mr. Trigge; tI don,’,',t think you will. Yo
nk you will. You don,’,',t seem to have a han
 Barber of London? @,’,',m as proud of that t
"aneellor.'' @Well, @",’,',"m sorry for it,'' sa"
 fascination of Ebb@,’,',"s society, and becam"
isitor at hcr father,’,',s house. Mr. Thorney
aken place in Auriol,’,',"s manner, and he see"
o eloquent in lo@ers,’,', ears. @Oh1 how diff
"rap-door, and Auriol",’,',s hand was seized wi
edless of theI other,’,',s remark. @It was mu
n in Oli@er Cromwell,’,',s time.'' @I can tel
atue. And plenty of ,’,',"em he sold too, for "
he Cavaliers bought ,’,',em as memorials of t
"et@porter, a butcher",’,',"s apprcntice, an oll"
e co@es. If they ain,’,',"t green 'uns, ITm do"
rejoined the butcher,’,',s apprentice; 2they'
's apprentice; 2they,’,',re a tryin' @ich on 
