Contexte gauche,Chaîne,Transcription,Contexte droit
n in the dog-fancyin,’,', line. Ask Mr. Bisho
the great gunmaker o,’,'," Bond Street, about "
s calls the Bishop o,’,', Bond Street—an’ he’
op o’ Bond Street—an,’,', he’ll tell you.”@ “
ou.”@ “But you haven,’,',t answered the lady’
’t answered the lady,’,',"s question,”@ said A"
 replied Ginger; “it,’,',ll make a mater’al d
 “it’ll make a mater,’,',al difference in the
"then, in coorse, you",’,',ll get her at the lo
ger. “I hope you don,’,',t mean to buy the do
"nger, “@@because you",’,',re ignorant o’ the w
se you’re ignorant o,’,', the wally of sich a
"@@@@@@@@tell you, it",’,',s cheap—@dirt cheap.
"a Charley from me, t",’,',"other week, to prese"
"uaintance, and wot d",’,',ye think he give for
give for it?” “I don,’,',"t know, and I don’t "
"on’t know, and I don",’,',"t want to know,”@ re"
"neas, as I’m a livin",’,'," man, and made no bo"
 dog I sold him warn,’,',t to be compared wi’
’t to be compared wi,’,', Fairy.”@ “Stuff—stu
Thorneycroft; “I ain,’,',t to be gammoned in 
ed in that way.” “It,’,',"s no gammon,”@ said "
"rs, miss—@v@@y, they",’,',re as long as your o
ts—and them pads@—an,’,', I’m sure you von’t 
an’ I’m sure you von,’,',t say she’s dear at 
re you von’t say she,’,',s dear at twenty pou
twenty pound.”@ “She,’,',s a lovely little cr
n patting the animal,’,',s head. While this w
 his companion—“@@it,’,',s the young man ve’v
t’s the young man ve,’,',ve been lookin’ for—
an ve’ve been lookin,’,', for—Auriol Darcy.”@
more this vay.”@ “It,’,',"s him, I tell you, S"
e@et’art—I’m sure he,’,',s your sveet’art—I c
sure he’s your sveet,’,',art—I can @@@@@@@@@@
 a minnit—your sveet,’,',"art, I say, shall gi"
"n pound, and the dog",’,',s yourn. I shall los
ansaction; but I don,’,',t mind it for sich a
here remarked: “What,’,',s that you are sayin
@?”@ “I vos a-sa@yin,’,',", sir, the young lad"
close with you. Here,’,',"s the money,”@ said "
d Ebba@ quickly. “It,’,',s too much.” “A grea
his be the gemman ve,’,',re a-lookin’ for. Ve
emman ve’re a-lookin,’,', for. Vere’s my two 
 a-lookin’ for. Vere,’,',"s my two pals, I von"
"ls, I vonder? Oh, it",’,',s all right@!”@ he a
nd the pillar. “They,’,',"re on the look-out, "
"d Ginger, “@but hadn",’,',t I better carry the
" Mr. Darcy@, and don",’,',t buy it.”@ “@@T@@@@
@@@@@@@@@@he bargain,’,',"s concluded,”@ said "
"ng his hat, “but ain",’,',t your name Mr. Auri
 you in private—that,’,',"s all, sir,”@ replie"
thing of you.”@ “You,’,',ll know me better by
alone.”@ “If you don,’,',t go about your busi
"@@@@@@@@@No, you von",’,',"t, sir—no, you von’t"
"n’t, sir—no, you von",’,',"t,”@ replied the Tin"
 larns wot secrets o,’,', yourn has come to m
my knowledge.”@ “Won,’,',"t you get in, Mr. Da"
d the Tinker. “There,’,',s two friends o’ min
here’s two friends o,’,', mine as vishes to b
t our conference. Ve,’,',d better valk into a
rst read the shockin,’,', particulars. What a
"e! Vy, v@e finds you",’,',ve been i’ the habit
 finds you’ve been i,’,', the habit o’ makin’
 been i’ the habit o,’,', makin’ av@ay with a
’ the habit o’ makin,’,', av@ay with a young 
"r, in 1800.” “Hangin",’,',s too good for you!”
eater I jist see ain,’,',t to be the next wic
A hundred pound each,’,',"ll buy our silence,”"
 has parpetrated. Ve,’,',re not werry partic’
’re not werry partic,’,',"lar ourselves, but v"
"urselves, but ve don",’,',t commit murder whol
holesale.”@ “@Ve don,’,',t commit murder at a
"inker, “@that ve ain",’,',t perfectly acvainte
 hal@@@@@@@chemist o,’,'," Queen Bess’s time, "
hemist o’ Queen Bess,’,',"s time, and, havin’ "
"s’s time, and, havin",’,', drank the ‘lixir vi
ove the fact—a livin,’,', vitness.”@ “What wi
@ cried Auriol. “Don,’,',t you reckilect the 
"or the money, and ve",’,',"ll @undertake, on ou"
u may rest assured o,’,', that.”@ “I must hav
 cried Auriol. “Here,’,',s a bit o’ paper as 
iol. “Here’s a bit o,’,', paper as come from 
you like to hear wot,’,',s written upon it? H
again. “Halloa! What,’,',s that?”@ he cried. 
he cried. “The paper,’,',@s gone@!”@ “The han
", in alarm. “See who",’,',s in the passage—ope
" forth, said— “There",’,',s no one there. It m
l. I’ll ha@ve nuffin,’,', more to do wi’ the 
uffin’ more to do wi,’,', the matter.”@ “Poh!
er.”@ “Poh! poh! don,’,',t be so chicken-‘art
"may, the gemman shan",’,',t stir till he under
verpower you.”@ “Don,’,',"t provoke him,”@ whi"
 plucking the Tinker,’,',s sleeve. “For my pa
"For my part, I sha@n",’,',t stay any longer. I
any longer. I wouldn,’,',t take his money.”@ 
“I’ll go and see wot,’,',s the matter wi’ Gin
 wot’s the matter wi,’,'," Ginger,”@ said the "
d Auriol. The Tinker,’,',s hands clutched the
bad enough—but I won,’,',t s@ell myself to th
"mber, your ten years",’,', limit draws to a cl
hbourhood of Lincoln,’,',s Inn. It is needles
"ters, for Mr. Trigge",’,',s shop is quite a@ l
e of the chief—I don,’,',t recollect him orde
pils in conveyancers,’,', chambers; for those
"g clerks, barristers",’,'," clerks, engrossing "
 friends. Mr. Trigge,’,',s shop is none of yo
e-room full of bears,’,',"-grease, oils, cream"
 it is a real barber,’,',s and hairdresser’s 
er’s and hairdresser,’,',"s shop, of the good "
iumphs of Mr. Trigge,’,',s art; and@ above th
of pom@ade and bears,’,',"-grease, and the iro"
the block is a judge,’,',"s wig, which M@r. Tr"
ndicating that bears,’,',-grease may be had o
. Amongst Mr. Trigge,’,',s live-stock may be 
lends to M@r. Trigge,’,',s features their app
 It was@ about two o,’,',"clock, and Mr. Trigg"
"per. “Yes, yes, that",’,',"s my advertisement, "
ur-looking gentleman,’,',"s forehead, and sing"
"”‘@@@take care, or I",’,',ll commit you!’” “@D
"nt an assistant, don",’,',"t you, sir@?”@ rejoi"
entury—in Queen Anne,’,',s time—eh@?”@ “@You 
It was in Queen Anne,’,',s time.”@ “Perhaps y
n Charles the Second,’,',s time.”@ “You saw ’
’s time.”@ “You saw ,’,',"em, of course?”@ cri"
e little man. “I don,’,',"t think you will, my"
d Mr. Trigge; “I don,’,',t think you will. Yo
nk you will. You don,’,',t seem to have a han
 Barber of London? I,’,',m as proud of that t
"ancellor.”@ “Well, I",’,',"m sorry for it,”@ sa"
 fascination of Ebba,’,',"s society, and becam"
isitor at her father,’,',s house. Mr. Thorney
aken place in Auriol,’,',"s manner, and he see"
o eloquent in lovers,’,', ears. “Oh! how diff
"rap-door, and Auriol",’,',s hand was seized wi
edless of the@ other,’,',s remark. “It was mu
n in Oliver Cromwell,’,',s time!”@ “I can tel
atue. And plenty of ,’,',"em he sold too, for "
he Cavaliers bought ,’,',em as memorials of t
"et-porter, a butcher",’,',"s apprentice, an old"
e coves. If they ain,’,',"t green ‘uns, I’m do"
rejoined the butcher,’,',s apprentice; “they’
’s apprentice; “they,’,',re a tryin’ vich on 
ce; “they’re a tryin,’,', vich on ’em can see
re a tryin’ vich on ,’,',em can see farthest 
"loser at it, old gem",’,',"man,”@ cried the por"
 get over the railin,’,',; they must ha’ drop
