Contexte gauche,Chaîne,Contexte droit
" e Oh no, do not lea",v,e me l'' cried Ebba.
 abbey.'' @It is in ,v,ain to struggle agai
" within it, which ga",v,e a very picturesque
 they presently arri,v,ed at@a roofless cha
"mber, which it was e",v,"ident, from the impl"
e some grotesque car,v,ed he@ds. In the cen
e seen from below. O,v,er the ruinous walls
or your soul. Yon ha,v,e not made s compact
" towards her, and en",v,eloping her in his c
 @Would you could ha,v,o seen the ancient e
"en charming,'' obser",v,"ed Loftus, rubbing h"
d destruction in Oli,v,er Cromwell's time.'
he did not dare to a,v,"ow his principles, 1"
 statne had been con,v,"eyed, and buried it."
 the Roundheads as e,v,idences of his fall.
 consciousness of ha,v,ing done a noble act
"h this, he crossed o",v,"er the rond; and, ta"
"er, npon my lite."" E",v,ery one k@ows how ea
'`only twig these co,v,es. If they ain't gr
genelmen. I vondoer ,v,at they thinks they 
; 2they're a tryin' ,v,ich on 'em can see f
"fe in London, and ne",v,er examining this ad
"@I say, Ned,'' obser",v,ed one of the charit
"there, yon young adi",v,ils I'' eriel an Iri
"es, and you shall ha",v,e a dhrop of the cra
 before him could gi,v,e to wood the airy l
", and here he has gi",v,"en it to s stone,'' "
id Loftus. @But I ha,v,"e,'' interposed Mors"
lied Morse. @I@belie,v,e that black gentlem
I@ll take care to ha,v,e plenty of assistan
 he'd objeet to any ,v,on but you. To-night
"say, I've arranged e",v,"erythin' for you, si"
s a perportionato re,v,"ard,'' @If you enabl"
merchant. @I must ha,v,"e s hundred po@nds,'"
nded with some misgi,v,"ing. @A friend,'' re"
inger. @V@thout him ,v,e conld do nuff@n@.'
"ght, you will not di",v,ulge it.'' @I give i
e a bandage passed o,v,er yonr eyes when yo
ndkerehief tightly o,v,er his eyes. In this
ick pace. As they ad,v,"anced, the iron-merc"
andage was then rero,v,ed from Thormneyerof
 thick hedges of pri,v,"et, which bronght th"
"inguish, from the mo",v,ements of her captor
lo distanee along le,v,el ground. Sho@was n
"riage, which was dri",v,en with great swiftn
irection she was con,v,"e@ed, it seemed to h"
 and she exrpected e,v,ery moment to bo das
 door was opened. Ha,v,ing passed TIE CAMIB
"ench, when, fright o",v,"ermastering her, her"
vered with black vel,v,"et, in tho midst of "
. this lamp weroe se,v,"eral bnrners, which "
ghout the chamber. O,v,er it hung a cap equ
ll'' Ebbs did not mo,v,"e, but the stranger "
 the stranger. tI ha,v,o cormitted no crime
eealed by the thick ,v,"apour. Ioods, like t"
" monks, were drawn o",v,er the heads of thes
ngers pointed derisi,v,ely at her. Behind t
 door at the side re,v,olve upon its hinges
"l and veiled, and ha",v,ing their hands fold
d with terror. @Tho ,v,ictims of Auriol 1''
ctedly. eWill yon sa,v,o him before ho is c
"efore ho is cast, li",v,"ing, into t@e tomb 1"
 tomb 1'' cried the ,v,oice. A@d at the wor
self with the other ,v,eiled forms. @All is
"lished,'' cried the ",v,oice. @Away with him
", with cnriously-car",v,"ed banisters, led to"
ke the mouth of a ca,v,ern; the bolts of th
" his cloak, the indi",v,idunal in question g
"full upon it, and re",v,ealed features somcw
"in form, but of a se",v,ere and philosophic 
n this house with a ,v,nst treasnre; but th
nre; but though I ha,v,e mnde diligent sear
neser yet been disco,v,ered: Listen to mel 
t I should either gi,v,"e him my own soul, o"
"claiming, in a loud ",v,"oice: @Dost hear me,"
I cnll on thee to gi,v,e me thy treasure. D
o blow with greater ,v,iolence. Disturbel b
";;:c:: happen, and e",v,idontly intended to 
 the rusty hinges ga,v,"e way, and it fell i"
"his, then, was tha e",v,er-burning lamp of t
rest gold; while abo,v,o it were a pair of 
n to the soul. Massi,v,e chains of the more
" twisted snakes, ser",v,ed as suspenders to 
ure; while in the se,v,"enth corner, near th"
"the upper rim, and o",v,erthrew it. The heav
h the hands placed o,v,"er it, lay a large b"
"her. At length, howe",v,"er, he chanced upon "
"laimed, closing the ",v,"olume, '` I see now "
' And seizing the le,v,"er, he broke open th"
ave learnt from yon ,v,"olume, contains an i"
ery well that you ha,v,"e ruined me, and tha"
 be got from me. Lea,v,"e me, I say, or I ma"
e@itors1 Will you sa,v,e me from s prison 7
] apartment. The ser,v,ant then left them; 
ss of wine will revi,v,"e you,'' And as he s"
re his eyes. @Yon ha,v,e taken it upon an e
"ricl, angrily. eI ha",v,e said I am in no mo
fruitless boon to gi,v,e you this honse wit
would cnll me the de,v,ill'' replied Rongem
"t, who was leaning o",v,"er his shoulder, and"
ied. @If you will ha,v,"e it so-certsinly,''"
",'' eried Auriol. tA",v,aunt1 I will have no
t I am bonnd to deli,v,er a victim-a female
male victim -- whene,v,er you shall require
urs. Yon @ill not ha,v,e such another chanc
ll require my first ,v,ictim.'' @Your first
"irst victim1 oh, Hea",v,en I'' exelaimed Aur
ould resign her I lo,v,e better than life t
"ee, fiend. I will ha",v,e none of it. I abju
 on no account whate,v,er let him enter the
"ved forward, but as ",v,"oice, which he. reco"
 use the wealth I ha,v,e g@@@@@@@@@@@@@@@@@
"lent of sweets, and ",v,ocal with the melody
"ith his heel; but, a",v,"oiling the blow, it "
"ooking up, ho percei",v,ed that a ser@ant wn
percei@ed that a ser,v,ant wnas in attendan
f the effeet of tho ,v,"ision. And, getting "
t was from Edith. Ha,v,ing ascertained his 
"tion, Auriol half de",v,oured the note with 
aughter had so capti,v,"ated Auriol, and whi"
looked with an untfa,v,ourable eye upon Aur
@. Finding him so fa,v,"ourably disposed, Au"
 dine with him at se,v,"en o'clock. Anriol, "
k and glossy as a ra,v,en's wing. Her cleek
eompanied all her mo,v,"ements, and one only"
 possessed shonld ha,v,e thoe power of sust
earlier day could ha,v,e been named. I have
on are full of misgi,v,"ings, Auriol,'' she "
 my apprehensions ha,v,e risen to such n po
trusting love. -I ha,v,o n@oer deeeived him
 I shall never deeei,v,e you.'' Further con
". Maitlanl, had arri",v,ed to take charge of
"t fruitlessly, to gi",v,"e him@a hint, told h"
"bosom, `` without ha",v,ing encountered any 
" the contrary, lI ha",v,e completed my busin
Auriol intends to gi,v,e a grand ball on on
dith. @I hope you ha,v,e not in@ited Cypria
hope you ha@e not in,v,ited Cyprian Rongemo
g him fixedly. @I ha,v,"e not, sir,'' replie"
Auriol toeok his lea,v,"e, promising to meet"
eparations. In the e,v,ening the lo@ers met
n the e@ening the lo,v,"ers met as usual, an"
"o St. George's, Iano",v,"er-square, where he "
the object of his lo,v,"e close beside him, "
 music. Anxious to a,v,oid a ncwly-arrived 
m comae to claim my ,v,"ictim,'' @1sa t i s "
nasked. But let us a,v,oid those persons.''
"orses, and a man-ser",v,"ant, in trs-] vellin"
t to throw a cloak o,v,er Edith's shoulders
tched] him on the pa,v,ement. Before he cou
ith her 1'' e Yon ha,v,"o hit tho trath,'' r"
" Reeks, but they pro",v,ed to be fastened. T
"d by him, as was pro",v,ed by a table spread
"lar room,'' he obser",v,"ed to Reeks, on oonc"
"eeks, sternly. @Oh1 ",v,e'll take care of yo
 and turning over se,v,eral leaves of the b
" could find it, howe",v,"er, a startling inte"
"out the key, and lea",v,ing two of his atten
"or, where, after tra",v,ersing one or two va
"rhead, and having se",v,eral openings at the
come like his other ,v,ictims-like my victi
. :She may yet be sa,v,ed.'' @Sa@ed1 how t'
 yet be sa@ed.'' @Sa,v,ed1 how t'' cried Au
e pit. I beheld her ,v,eiled f@gure rise fr
 @Who are yon who gi,v,e me this promise ?'
like a man stayin' a,v,ay in this manner. I
suspicions. I wotes ,v,e goes and sees arte
. @e@ll only jist gi,v,"' a look about ns, a"
 if Mr. Reeks is any,v,here thereabonts. Vy
"sitivations,'' obser",v,"ed Ginger, ``and I a"
ble on which the pro,v,isions were spread; 
"Famous tipple, by Jo",v,el'' drawing a long 
"h the bottle, and ne",v,er be the vorse for 
 eried Ginger. @I gi,v,es that toast 'cos t
"me asperity. @Vell, ",v,e von't quarrel abou
nce to you as'll pro,v,e] t@at wote@er your
'll pro@e] t@at wote,v,er your opinion of o
"im, @cns it wos a fa",v,"ourite. Vell, the do"
 man told me he'd ha,v,e that afore long.' 
 you wot you must gi,v,e for your dog. The 
"avourite, and has gi",v,en him a precious si
ndignantly. @And sar,v,"e him right, too,'' "
bit more chafferin' ,v,"ith Mr. Simpkins, th"
", but the inspector ",v,on't give it up to h
 ought to come hera ,v,ith complaints of vh
"xed, they struggled ",v,ainly to get freo. T
s of glass. It was e,v,"ident, from the mann"
e helmet suspended o,v,"er his head, like th"
 wholly unable to mo,v,e or cry out. A elim
the-the---'' @The de,v,"il, you would say,''"
"ded Ginger. @Oh, lea",v,e them to their fate
"arr. tNo, that'll ne",v,"er do,'' cried Ginge"
t together the best ,v,ay ve ecan. I tell y
 You @houldn't have ,v,entured into the lio
"ed to his nose, revi",v,ed him after a time;
onght him able to mo,v,"e, they touched a sp"
"o his feet, wonld ha",v,e rashed towards hor
" request, I swear ne",v,er to rest till I ha
er to rest till I ha,v,e rescued my child f
ergetically. @Yon ha,v,"e sealed your doom, "
"tiny, which wonld in",v,olve her in its mesh
"emont, with a derisi",v,e langh. @I would ha
" life,'' @I would ha",v,e the miseruable li@
@e the miseruable li,v,"e,'' said Rougemont,"
he other. @Your deli,v,"erance is at hand, A"
nful laugh. A Yon ha,v,e employed your arts
en upon him @npercei,v,"ed, and who next pin"
"behind, while a low ",v,oice urged him to fl
eyeroft oonld pereei,v,e that it was exceed
 aecelerating his mo,v,ements; ' I hope the
 e Sho is lost for e,v,"er as it is,'' eried"
a groan. @It's all o,v,"er with me,'' he ssi"
"ly upon the door, re",v,ealed a small iron b
"thin it,-'` saved-sa",v,"ed I"" As he spoke, @"
"the bntton, whieh mo",v,"et a spring, and tho"
@I feel 'em. Lord ha,v,"o mercy upon us, and"
m the power of the E,v,il Onel'' @The place
n we're antombed ali,v,"o.'' 18a3 iI@am,'' s"
wing it'll soon be o,v,er with you. But for
" of that,'' cried a ",v,oice abo@o them. @Di
'' cried a @oice abo,v,o them. @Did @ou spe
r. 4I want you. I ha,v,e more work for you 
o do.'' @I won't lea,v,"e MIr. Thorneyeroft,"
n all probability ha,v,e broken his neck. T
y. @@e've set oursel,v,"es free at last, and"
"free at last, and ha",v,e] made some nice di
t' @Some one mnst ha,v,"e followed you,'' gr"
@is offorts were una,v,ailing to burst it o
ver worked in a groo,v,e was pushed by somo
e unseen mnchinery o,v,er the top of the pi
to turn over its lea,v,es. It was full of m
 meditation. His roe,v,"erie ended, ho henve"
hat he was not decei,v,"ed, he arose and exa"
rimes I suppose I ha,v,e committed have onl
Ebba should only pro,v,e a lovrely phantom 
rity1 Methought I li,v,ed in the reigns of 
he reigns of many so,v,ereigns-beheld one o
 to the block-saw re,v,olutions convulse th
ns seemn to me to ha,v,"e so changed, that I"
is proof enough-I ha,v,e been dreaming nll 
ith a shudder; 4I ha,v,e been mad-perhaps a
" the Fiend, and deli",v,ered him a victim on
 last night would ha,v,e amended you.'' @Te
"@lm yourself, yon ha",v,e been subject to ra
"wall, 4 Since yon ha",v,e become so re@sonab
of attrascting obser,v,ation. I will come t
 glance at his capti,v,"e, he tnrned npon hi"
 and he did not arri,v,"e. Worn out, at leni"
 the miserable capti,v,e was beset with the
", at all events, sol",v,"e my donbts,'' he cr"
ch I myself ahall ha,v,e to bear the blame.
d yon no more. Whate,v,er thoughts msy aris
ehind him; but he ne,v,"er turned his head, "
t recollection of ha,v,ing seen him before;
bet You would not ha,v,e your grandsire li@
@e your grandsire li,v,e nnder the river 2'
s ho had seen it abo,v,a two centuries ago.
black casp upon his ,v,"enerable head, and h"
le. It was a face ne,v,er to be forgotten. 
' @Are yon indeed li,v,"ing'' cried Auriol, "
ise them. Am I decei,v,"ed, or is this real "
 4 Yon are not decei,v,"ei, my son,'' replie"
"rom fever, and what ",v,isions yonr delirium
