Contexte gauche,Chaîne,Contexte droit
 to disclose them@!”,', As he ruminated thu
"eril to be avoided,”",', he thought;@@ ”ONE@
"or myself, Sandman,”",', replied the other; 
t wos one o’clock@?”,', said the Sandman. “
"dman. “Thereabouts,”",', replied the other. 
did he say that to?”,', demanded the Sandma
" hisself, I s’pose,”",', answered the Tinker
ee no one vith him.”,', “Do you think he’s 
of our perfession@?”,', inquired the Sandma
"! no—that he ain’t,”",', returned the Tinker
"s no reason at all,”",', said the Sandman. “
on as you mentions.”,', “As to that I can’t
"o that I can’t say,”",', replied the Tinker;
as ve’re consarned.”,'," “Devil a bit,”@ rej"
"ed.”@ “Devil a bit,”",', rejoined the Sandma
t sort of customer.”,'," “Vell, you’ll find "
"may depend upon it,”",', replied the Tinker.
ould vimen’s tales.”,', With this they emer
"alled “in Chancery,”",', and shared the fate
"eel drowsy, Tinker,”",'," he remarked, stretc"
ur sperrit appears.”,', Th@e Tinker replied
ered—“@@He’s here@!”,', “V@@@@@@@@@@@@@@@@@
@@@here@—@@@vhere@?”,', demanded the Sandma
"and you’ll see him,”",', replied the other. 
"lkin’ in his sleep,”",', muttered the Sandma
some von unwisible.”,', “Hush—hush!”@ whisp
ible.”@ “Hush—hush!”,', whispered the other
wot@ he’s a-sayin’.”,', “Why hav@e you brou
ou brought me here?”,', cried the young man
"n cold to hear him,”",', whispered@ the Sand
’ye think he sees@?”,', “Why do you not spe
u not speak to me@?”,', cried the young man
 I will follow you.”,', And he moved slowly
" through that door,”",', cri@ed the Tinker. 
 “Let’s foller him.”,', “@I don’t half like
"don’t half like it,”",', replied the Sandman
ke avay our senses.”,', “Tut!” cried the Ti
are you afeerd on@?”,', With this he vaulte
"ow, then, Sandman@!”",', cried the Tinker; “
 “@The vork’s done!”,', cried the Sandman t
"low, and strip him.”",'," “@Agreed,”@ replied"
"ip him.”@ “@Agreed,”",', replied the Tinker;
got in his pockets.”,'," “Vith all my ‘art,”"
" “Vith all my ‘art,”",', replied the Sandman
 chance to peep in.”,', “Shall we strip him
 we strip him here?”,', said the Tinker. “N
gs the cull has on.”,', “Do you vant to hav
"us scragged, fool@?”",'," cri@ed the Sandman,"
oist him down here.”,'," With this, he place"
" “@Here, watchmen@!”",', cried the stout ind
", Mr. Thorneycroft,”",', replied the foremos
of any hatterosity.”,', “@What a frightful 
I heard to be sure!”,', cried M@r. Thorneyc
ng gentleman along.”,', Preceded by Mr. Tho
"in that way, Peggy,”",', cried Mr. Thorneycr
rbed for the world.”,'," With this, he snatc"
"h, pretty middlin’,”",', replied the Sandman
"mpanions. “And now,”",'," said the Sandman, u"
rtun’ has given us.”,'," So saying, he uncla"
"t into the bargain,”",'," cried the Sandman, "
undertaken the job.”,', “@Don’t let’s give 
"p in sich an ‘urry,”",', replied the Tinker;
k over them papers.”,', “Look ’em over your
" ’em over yourself,”",', rejoined the Sandma
 “Wot’s the matter?”,'," cried the Sandman, "
"Wot’s the row, eh@?”",'," “Vy, this is it,”@ "
"”@ “Vy, this is it,”",'," replied the Tinker,"
“@Glad to hear it@!”,'," said the Sandman, l"
se@crets are they@?”,'," “Vy, hangin’ secret"
", hangin’ secrets ,”",'," replied the Tinker,"
d murder wholesale.”,', “Wholesale@!”@ echo
ale.”@ “Wholesale@!”,'," echoed the Sandman,"
crimes i’ that way.”,', “He didn’t expect t
"all into our hands,”",', said the Tinker. “W
" “Werry likely not,”",', replied the Sandman
med to be wound up!”,', “Ourn is a differen
"us’ness altogether,”",', replied the Tinker.
you take him to be?”,'," “Vy, five-an’-twent"
"nty at the outside,”",', replied the Sandman
"be nearer the mark,”",', replied the Tinker.
s far back as that.”,', “@Five-an’-sixty de
e-an’-sixty devils!”,', @cried the Sandman;
he reckonin’ there.”,'," “No, it’s all clear"
" clear an’ reg’lar,”",', rejoined the other;
"his granddad, then,”",', said the Sandman; “
y can refer to him.”,', “@But I tell ‘ee th
"ey do refer to him,”",'," said the Tinker, so"
 buy ’em@@ from us.”,', “That’s a view o’ t
" Old Bailey lawyer,”",', replied th@e Sandma
the gemman’s name@?”,', “@The name on the c
" is Auriol Da@@rcy,”",', replied the Tinker.
ker. “Any address@?”,', asked the Sandman. 
"hat’s unlucky agin,”",', said the Sandman. “
" as I can perceive,”",', said the Tinker. “V
"re ve started from,”",', cried the Sandman. 
 done his bus’ness.”,', “Nuffin’ o’ the kin
"uffin’ o’ the kind,”",', replied the Tinker.
y kind of accident.”,', “@Alvays recovers@!
“@Alvays recovers@!”,', exclaimed the Sandm
otion he must have!”,', “Surprisin’@!”@ rep
ve!”@ “Surprisin’@!”,', replied the Tinker;
undred years hence.”,'," “@Oh, he’s a lu-nat"
", he’s a lu-nattic!”",', exclaimed the Sandm
 I ain’t cured him.”,', “I’m of a different
" different opinion,”",', said the Tinker. “A
"nker. “And so am I,”",'," said Mr. Ginger, wh"
"w about it, Ginger?”",'," said the Sandman, l"
" “I only know this,”",'," replied Ginger, “@@"
 make summat of it.”,'," “@Vell, I’m agreeab"
"ell, I’m agreeable,”",', said the Sandman. “
"man. “@And so am I,”",', added the Tinker. “
"din’ in his papers,”",', purus@ed Ginger; “@
"eh@?”@ “Exactly so,”",', replied the Tinker.
". “A desperate lot,”",', replied the Tinker.
"apers at any price,”",', @said Ginger. “Ve’l
r its restitootion.”,', “@We must find him 
"find him out first,”",', said the Sandman. “
"difficulty in that,”",', rejoined Ginger. “Y
some time or other.”,'," “That’s true,”@ rep"
"er.”@ “That’s true,”",', replied the Sandman
lied the Sandman@; “,',and there’s no fear 
" head.” “Arter all,”",'," said the Tinker, “@"
"’s a good business,”",'," replied Ginger, “@@"
t.” “Ha@!—ha@!—ha@!”,', laughed the others.
her dog safe there.”,'," “Oh!@ Miss Bailey, "
tinate Miss Bailey!”,', sang the Tinker. “B
"ance, ain’t there@?”",', asked the Sandman. 
"or’ bless ‘ee, yes,”",', replied Ginger; “th
 Billinsgit market.”,', “@Then you’re alvay
"ady market somehow,”",', observed the Sandma
o a dead certainty.”,', “That seems hard on
"t seems hard on us,”",', observed the Sandma
ly. “It’s the law !”,', exclaimed Ginger@ t
delivered up to us.”,', “The law seems made
"e for dog-fanciers,”",', remarked the Tinker
"s given to cruelty,”",'," pursued Ginger, “@a"
s some on ’em does.”,', “And you’re always 
"vants it, I s’pose?”",', inquired the Tinker
"he Tinker. “Alvays,”",', replied @Ginger. “N
"r. “Ay, to be sure,”",', replied Ginger; “@s
ay to our customer.”,', “Oh! that’s how it’
at’s how it’s done?”,', remarked the Sandma
"es, that’s the vay,”",', replied Ginger. “So
arranges our plans.”,'," “Vell, yourn appear"
"oyment, I must say,”",', remarked th@e Sandm
"man. “Perfectly so,”",', replied Ginger. “No
t occur in my time.”,'," “Let’s hope not,”@ "
"”@ “Let’s hope not,”",', rejoined th@e other
"om vich we started,”",', said th@e Tinker@; 
occurred yesterday.”,', “Walk@er@!”@ exclai
erday.”@ “Walk@er@!”,'," exclaimed Ginger, p"
"arf, but it’s true,”",', replied the Tinker.
 younger.” “Humph@!”,', exclaimed Ginger. “
’t look so old now.”,', “That’s the cur’ous
"’ousest part of it,”",', sa@id the Tinker. “
"s days, had brew’d.”",', “Pshaw!”@ exclaimed
d brew’d.”@ “Pshaw!”,', exclaimed Ginger. “
fe’s story as that.”,', “Let’s have the old
"in and talk to him,”",', replied the Tinker.
"“@Here, lazy-bones,”",'," he added, rousing t"
 Old Parr. The dwarf,',s head was much too 
y to laugh at him@?”,'," “Sartainly not, dep"
"tainly not, deputy,”",', replied the Tinker.
"’-vater, all round.”",', The drowsy youth be
"on. “I say, deputy,”",'," he observed, “@ve’v"
 can settle for us.”,'," “Well, let’s see,”@"
"@ “Well, let’s see,”",', squeaked the dwarf.
"lative to your age,”",', rejoined the Tinker
“Ven wos you born@?”,'," “It’s so long ago, "
"I can’t recollec@t,”",', returned Old Parr@ 
anges in your time?”,'," resumed the Tinker,"
"think I have—a few,”",'," repli@ed Old Parr, "
f beautiful timber.”,', “@My eyes!” cried G
"alking for a month,”",', pursued Old Parr. “
"os used for to ply,”",', chanted @@@@@@@@@@@
noses out o’ joint.”,'," “True,”@ replied Ol"
" o’ joint.”@ “True,”",', replied Old Parr; “
ke to think of ’em.”,'," “Vell, I’m content "
"th Lunnun as it is,”",'," replied the Tinker,"
city bein’ rewived.”,'," “@Not much,”@ repli"
"ived.”@ “@Not much,”",'," replied the dwarf, "
"se pretty creaters,”",'," said Ginger, raisin"
“What! old Rowley@?”,', cri@ed the dwarf—“@
ption at his heels.”,', “Old Rowley wos a@ 
" arter my own ‘art,”",'," said Ginger, rising"
"ut him@?” “Not now,”",', replied Old Parr. “
"s, altogether want.”",', “You talk like one 
"rly, penny-a-liars,”",', observed Ginger. “B
ved i’ those times.”,', “@If you had lived 
"ouses in Southwark,”",', replied Old Parr. “
e gone—clean gone@!”,', “@Accordin’ to your
"d and seventy year,”",'," said Ginger, assumi"
o kick the bucket@?”,', “@@@@@N@@@@@@@@@@@@
"@@@@@@ot the least,”",', replied Old Parr. “
 a little impaired.”,'," “Not a little, I sh"
"le, I should think,”",'," replied Ginger, hem"
"ll, then—I haven’t,”",', said Old Parr.@@@@@
"@ed in those times,”",', said Ginger. “Very 
"nger. “Very likely,”",', replied Old Parr—“@
Parr—“@very likely.”,', There was something
"ty. “@How comes it,”",'," he said, stretching"
" to give an answer,”",'," said Old Parr, some"
"elieve you, deputy,”",', observed the Tinker
o does the Sandman.”,'," “Well, then,”@ repl"
"man.”@ “Well, then,”",'," replied the dwarf, "
"iny.” “That’s hard,”",', rejoined the Tinker
or livin’ so long@?”,'," he added, winking a"
"you an explanation,”",', replied the dwarf. 
"friends to hear it,”",'," said the Tinker, in"
"o through it again,”",', rejoined the dwarf.
d copper into gold.”,', “I’ve known several
" secret, wenerable,”",', observed Ginger. “@
@ observed Ginger. “,',And ve calls ’em sma
ys—not halchemists.”,', “Doctor Lamb’s obje
"se metal into gold,”",'," rejoined Old Parr, "
d drunk the elixir.”,', “Ah@!—ah@!”@@ excla
"oon as he was gone,”",'," pursued the dwarf, "
nto strange places.”,', “Exactly the case w
"e with the t’other,”",', whispered the Tinke
 drank the ‘lixir@?”,', he inquired of the 
 rekilect his name?”,', “@No; it has@ quite
" escaped my memory,”",', answered Old Parr. 
"t, if you heerd it?”",', asked the Tinker. “
". “Perhaps I might,”",', returned the dwarf;
; “but I can’t say.”,', “@Wos it Auriol Dar
s it Auriol Darcy@?”,', demanded the other.
"@That was the name,”",'," cried Old Parr, sta"
"ot summat, at last,”",'," said the Tinker, wi"
"to know it, I say@?”",'," repeated the dwarf,"
"tion. “@Never mind,”",', rejoined th@e Tinke
 the fact agin him.”,', “@Prove what?—and a
—and against whom@?”,', cried the dwarf. “O
"tin, and I’ve done,”",', pursued the Tinker.
"?” “No doubt of it,”",', replied Old Parr; “
efore me in dreams.”,', “Shall ve let him i
ve let him into it?”,'," said the Tinker, co"
"a low tone. “Ay—ay,”",', replied the Sandman
"@@etter vait a bit,”",'," remark@ed Ginger, s"
 “There’s no hurry.”,', “@No; ve must decid
"st decide at vonce,”",', said the Tinker. “J
"@amine them papers,”",'," he added, handing t"
here’s a pretty go!”,'," cried Ginger, who, "
d than he expected.”,'," “Devil or not, I’ll"
have become of him?”,'," cried the landlord,"
that’s the questin!”,', rejoined the Tinker
ken a fancy to him.”,', “I only saw a hand 
" and a black cloak,”",', said the Sandman. “
"ed a pair o’ hoofs,”",', cried the waiter; “
"at glitterin’ eyes,”",'," he added, opening h"
" a@ strange affair,”",', observed the landlo
ully for the night.”,'," “Vell, all’s over v"
" over vith him now,”",', said the Tinker; “@
"r, too, I’m afeerd.”",', “Don’t say die jist
"t say die jist yet,”",', rejoined Ginger. “T
n’ here any longer.”,', Concurring in which
The Iron@@-merchant’,',s Daughter@ A week h
"“You look agitated,”",'," he said, noticing E"
"ppened?” “Not much,”",'," she replied, a deep"
rson near the gate.”,', “Indeed!”@ cried Au
he gate.”@ “Indeed!”,'," cried Auriol, darti"
s he? I see no one.”,'," “@@Not a tal@l man,"
 long black cloak@?”,'," rejoined Ebba, foll"
erson I allude to@?”,', she rejoined. “@I k
"ng his description,”",'," he replied, with a "
"ot to be forgotten,”",', said Ebba. “He has 
re he possessed it.”,'," “’Tis he, there can"
"re can be no doubt,”",'," rejoined Auriol, in"
" what is he, then@?”",', demanded Ebba. “He 
"a messenger of ill,”",'," replied Auriol, “@a"
hankful he is gone.”,', “Are you quite sure
"e said. “@I cannot,”",'," rejoined Auriol, so"
" prepare breakfast,”",', she replied. “My fa
 down by this time.”,', “Stay!”@ cried Auri
this time.”@ “Stay!”,'," cried Auriol, arres"
ve a word with you.”,'," Ebba stopped, and t"
"few moments. “Ebba,”",', said Auriol at leng
her’s house to-day.”,', “Why so soon@?”@ sh
y.”@ “Why so soon@?”,'," she exclaimed, look"
rely recovered yet.”,', “I dare not stay lo
"re not stay longer,”",', he said. “Dare not@
"you must really go,”",'," said Ebba, looking "
hall see you again?”,'," “M@ost assuredly,”@"
"@ “M@ost assuredly,”",', replied Auriol. “I 
r be able to repay.”,', “My father is more 
"n saving your life,”",', she replied. “@I am
 are going so soon.”,', “@I have been here 
"e been here a week,”",', said Auriol. “If I 
 able to go at all.”,', There was another p
 it at yonder door.”,'," “So there be, John,"
"“So there be, John,”",'," replied Ned, peepin"
ar their discoorse.”,'," “@No, that ain’t fa"
"o, that ain’t fair,”",'," replied John, rakin"
"agreeable question,”",'," said Ebba, again ra"
ng of your history.”,', “@@@@@Forgive me if
"y with your desire,”",', replied Auriol. “Yo
" “You think me mad,”",', said Auriol; “@woul
slightest sympathy.”,', “You have some moti
" saying this to me,”",', cried the terrified
"ive is to warn you,”",', said Au@riol. “@If 
 lost—utterly lost!”,', She was so startled
"must have no share,”",'," he said, in a solem"
my father’s house@!”,'," she exclaimed, in a"
"it, then, too late?”",', cried Auriol@ despa
" love you be fatal,”",', she rejoined. “H@@@
 fulfil my destiny.”,', At this juncture a 
 who frightened me!”,', cried Ebba. “It is 
join you presently.”,'," And as the girl, ha"
" you for some days,”",'," said the tall man, "
ppointment with me.”,'," “I could not,”@ rep"
"me.”@ “I could not,”",', replied Auriol—“a@n
nt has befallen me.”,'," “I know it,”@ rejoi"
"n me.”@ “I know it,”",', rejoined the other.
mmunicated with me.”,', “It was my intentio
"intention to do so,”",', said Auriol. “Our m
"elayed much longer,”",', pursued the strange
tatue in Hyde Park.”,'," “@@I will be there,"
"be the next victim,”",'," said the stranger, "
rim smile. “Peace@!”,', thundered Auriol. “
"aintain your power,”",', rejoined the strang
le you further now.”,'," And, wrapping his c"
ll see her no more.”,', And instead of retu
" could find repose,”",', he murmured. “But i
eek for it in vain.”,', The current of his 
ust be Flapdragon@!”,', exclaimed Auriol. “
“Ah@! who calls me?”,', cried the dwarf. “I
u not recollect me?”,', “To be sure!”@ excl
 me?”@ “To be sure!”,', exclaimed the dwarf
Master Flapdragon@?”,'," cried a bystander, "
"’s throat. “I have,”",', replied the little 
"s, by this person@?”",'," cried @another, lay"
"Auriol. “By him—no,”",', said the dwarf; “I 
ly three centuries.”,'," “Three centuries, m"
 little patriarch@?”,', said the man who ha
 time. Think again.”,', “It’s perfectly tru
"rue, neverth@eless,”",', replied the dwarf. 
" away by the water,”",', said the first spea
a drop more brandy.”,'," “Not a bit of it,”@"
"@ “Not a bit of it,”",', rejoined the dwarf;
fe by the same tie.”,', “How came you in th
hich@ I found you@?”,', demanded Auriol@ ev
"bout to be drowned,”",', replied the dwarf. 
 the attempt made@?”,', inquired Auriol. “I
"the villain’s name,”",'," rejoined the dwarf,"
a long black cloak.”,', “Ha@!”@ exclaimed A
lack cloak.”@ “Ha@!”,', exclaimed Auriol. “
"go, I should fancy,”",'," replied the dwarf, "
"speak of this anon,”",', said Auriol. “@Will
he nearest tavern@?”,'," he added, placing m"
"s. “Willingly, sir,”",', replied the man. “I
the nearest public.”,', “I’ll join him ther
"m there in an hour,”",'," replied Auriol, mov"
"ting must be brief,”",', he said. “Are you p
at do you require@?”,', replied Auriol. “Po
"saw three days ago,”",', said the other; “th
. She must be mine.”,', “@N@ever@!”@ cried 
 mine.”@ “@N@ever@!”,', cried Auriol@ firml
ied Auriol@ firmly—“,',never@!” “@Beware ho
e must be mine—or——”,', “@I defy you!” @@@r
will never consent.”,', “Fool@!”@ cried the
 consent.”@ “Fool@!”,'," cried the other, se"
"ge conduct, to-day,”",', replied Auriol. “I 
e was unavoid@able.”,', “To be sure; and I 
"good as to send me,”",', replied M@r. Thorne
knowledge the gift.”,', “I could not give a
"ress at the moment,”",'," said Auriol. “Well,"
" of your arm again,”",', observed the iron-m
"rom bodily ailment,”",', she replied@ timidl
" timidly. “I am so,”",'," replied Auriol, reg"
roubled you again@?”,', “What mysterious pe
mysterious person@?”,', demanded Mr. Thorne
"Never mind, father,”",', replied Ebba. “I sa
"saw him last night,”",', she added to Auriol
"rt, he disappeared.”",'," “Ah, you never told"
 you little rogue@!”,', cried M@r. Thorneyc
"tleman to her, eh@?”",', he added to Auriol.
"ol. “No, I did not,”",', replied the other@ 
gloomily. “Indeed@!”,', exclaimed the iron-
e and dine with us.”,', Auriol was about to
"t I will forego it,”",'," he said, offering h"
" of you, Mr. Darcy,”",'," said Ebba. “Oh, I h"
"griev@e to hear it,”",', he rejoined. “I hop
u had forgotten me.”,', “I am sure you did 
"u did not think so,”",', she cried. As she s
" if I could, Ebba@,”",', he replied; “@@but 
 us together again.”,'," “I am glad of it,”@"
"@ “I am glad of it,”",', she replied; “@@bec
ur recent accident.”,'," “Be not deceived, E"
"not deceived, Ebba,”",', cried Auriol. “I am
 window last night.”,', “What of him?”@ dem
ht.”@ “What of him?”,'," demanded Ebba, with"
"ontrols my destiny,”",', replied Auriol. “Bu
s he to do with me?”,'," asked Ebba. “Much, "
" Ebba. “Much, much,”",'," he replied, with a "
"terrify me, Auriol,”",', she rejoined. “Tell
pretty little dog@!”,'," cried Ebba, remarki"
"as coming from you,”",'," she replied, blushi"
 should be tempted.”,'," The dog-fancier, ho"
s gentle as a lamb.”,', “@Oh@@ you little d
ou little darling@!”,'," Ebba said, patting "
"fancy to you, miss,”",', observed Ginger; “@
 have her a bargin.”,', “What do you call a
"rgain, my good man?”",'," inquired Ebba, smil"
"e her to you, miss,”",', replied Ginger; “@y
’ the likes o’ you.”,', “I hope you didn’t 
"much, then, friend,”",', replied Ebba. “I di
an’ he’ll tell you.”,', “But you haven’t an
"he lady’s question,”",', said Auriol. “What 
", sir, or for her@?”",', inquired Ginger. “@
hat does it matter?”,', cried Auriol@ angri
"@A great deal, sir,”",', replied Ginger; “it
"young lady, twenty.”",', “But suppose I buy 
or the young lady@?”,'," said Auriol. “Oh, t"
t the lower figure!”,', replied Ginger. “I 
an to buy the dog@?”,', interposed M@r. Tho
trous—preposterous.”,', “@@It may appear so
"ear so to you, sir,”",'," said Ginger, “@@bec"
"don’t want to know,”",', replied Mr. Thorney
"y. “Eighty guineas,”",', said Ginger. “Eight
compared wi’ Fairy.”,', “Stuff—stuff!” crie
".” “It’s no gammon,”",', said Ginger. “@@Loo
ar at twenty pound.”,', “She’s a lovely lit
"e creature, indeed,”",'," returned Ebba, agai"
uriol. “@It’s him@!”,', whispered the talle
’ for—Auriol Darcy.”,', “It seems lik@e him
"It seems lik@e him,”",'," said the other, edg"
etle more this vay.”,'," “It’s him, I tell y"
" tell you, Sandman,”",', said the Tinke@r. “
nal to our comrade.”,'," “@Vell, I’ll t@ell "
"ou wot it is, miss,”",', said Ginger@ coaxin
rves a kind missus.”,'," Auriol, who had fal"
"re saying, fellow@?”",'," “I vos a-sa@yin’, s"
"cious bargin it is,”",', replied Ginger. “@W
". Here’s the money,”",'," said Auriol, taking"
"no account, Auriol,”",', cried Ebba@ quickly
"oo much, Mr. Darcy,”",', said Thorneycroft. 
“Auriol and Darcy@!”,', muttered Ginger. “C
"h, it’s all right@!”",'," he added, receiving"
"he look-out, I see.”",', “Give the lady the 
"ake the money, man,”",', said Auriol@ sharpl
". “Beg pardon, sir,”",'," said Ginger, “@but "
ccident in the vay.”,', “Accident@!—stuff a
stuff and nonsense!”,', cried Mr. Thorneycr
", and don’t buy it.”",', “@@T@@@@@@@@@@@@@@@
"argain’s concluded,”",'," said Ginger, delive"
"s treasure, Auriol?”",'," exclaimed Ebba, in "
"y entertain for me,”",'," he replied, in a lo"
"That is impossible,”",', she answered. “Well
"drive away at once,”",', said Mr. Thorneycro
owed by the rascal.”,'," So saying, he got i"
" “Beg pa@rdin, sir,”",'," said the fellow, to"
"ol Darcy@?” “It is,”",'," replied Auriol, reg"
. “Why do you ask@?”,', “@I vants a vord or
"te—that’s all, sir,”",', replied the Tinker.
"ave to say at once,”",', rejoined Auriol. “I
now nothing of you.”,', “You’ll know me bet
"ter by-and-by, sir,”",'," said the Tinker, in"
" to you, and alone.”",', “If you don’t go ab
"arge of the police,”",', cried Auriol. “@@@@
" sir—no, you von’t,”",'," replied the Tinker,"
me to my knowledge.”,'," “Won’t you get in, "
"spea@k to this man,”",', replied Auriol. “I’
"en, farewell, Ebba.”",'," And, as the coach d"
t have you to say@?”,'," “Step this vay, sir"
"Step this vay, sir,”",', replied the Tinker.
into a back street.”,', Chapter 7 The Hand 
 you want with me@?”,', demanded Auriol. “@
"l lea@rn presently,”",', replied the Tinker;
ook has been found.”,', “Ah!” exclaimed Aur
 the Vauxhall Road.”,', “Your pocket-book h
" found, I tell you,”",'," replied the Tinker,"
s too good for you!”,', cried the Sandman; 
re sartin to sving.”,', “I hope that pretty
be the next wictim?”,', said Ginger. “Peace
aid Ginger. “Peace!”,', thundered Auriol. “
at do you require@?”,', “A hundred pound ea
"ll buy our silence,”",', replied the Tinker.
"o have double that,”",'," said the Sandman, “"
t murder wholesale.”,', “@Ve don’t commit m
"mmit murder at all,”",', said Ginger. “You m
"er. “You may fancy,”",'," pursued the Tinker,"
"ursued the Tinker, “",',that ve ain’t perfec
"h a person, I say@?”",', Auriol gazed at him
are you inventing@?”,', he said@ at length.
"It is no idle tale,”",', replied the Tinker@
t—a livin’ vitness.”,', “What witness?”@ cr
s.”@ “What witness?”,', cried Auriol. “Don’
t of his great age.”,', “Where is he@?—what
has become of him@?”,', demanded Auriol. “O
"ce him in doo time,”",', replied the Tinker@
the poor fellow is?”,', cried Auriol. “Have
r no traces of him.”,', “H@e’ll turn up som
o mislest you more.”,', “The pocket-book mu
" to me if I assent,”",'," said Auriol, “@and "
warf must be found.”,'," “Vy, as to that, I "
"n scarcely promise,”",', replied the Tinker;
st assured o’ that.”,'," “I must have it, or"
"et nothing from me,”",', cried Auriol. “Here
"om the pocket-book,”",', said Ginger. “@Woul
"Give me that paper,”",'," cried Auriol, risin"
alloa! What’s that?”,', he cried. “The pape
The paper’@s gone@!”,', “The hand again@!” 
en the door—quick@!”,', Ginger cautiously c
 do wi’ the matter.”,', “Poh! poh! don’t be
 so chicken-‘arted!”,', cried the Tinker. “
ree hundred pounds.”,', “@You seek to frigh
