Contexte gauche,Chaîne,Contexte droit
 said the Sandman. “, ,Ain’t there no sort 
 no sort o’ clue?” “, ,"None votiver, as I c"
” said the Tinker. “, ,"Vy, zounds, then, ve"
cried the Sandman. “, ,But it don’t matter.
one his bus’ness.” “, ,"Nuffin’ o’ the kind,"
eplied the Tinker. “, ,He alvays recovers f
kind of accident.” “, ,Alvays recovers@!” e
.” “@Alvays recovers, ,!” exclaimed the San
"man, in amazement. “", ,Wot a constitootion 
ion he must have!” “, ,Surprisin’!” replied
” said the Tinker. “, ,"And so am I,” said M"
ake summat of it.” “, ,"Vell, I’m agreeable,"
 said the Sandman. “, ,"And so am I,” added "
 hisself immortal—eh, ,"?” “@Exactly so,” re"
elf immortal—eh@?” “, ,"Exactly so,” replied"
eplied the Tinker. “, ,And he also fancies 
” perus@ed Ginger. “, ,"A desperate lot,” re"
"ice,” said Ginger. “", ,Ve’ll deal vith him 
its restitootion.” “, ,We must find him out
 rejoined Ginger. @“, ,You must be constant
 replied the Sandman, ,; “and there’s no fe
 him on the head.” “, ,"Arter all,” said the"
"” said the Tinker, “", ,there’s no branch o’
",” replied Ginger, “", ,but it requires a he
that werry night.” “, ,Ha@!—ha@!—ha@!” laug
t werry night.” “@Ha, ,!—ha@!—ha@!” laughed
ry night.” “@Ha@!—ha, ,!—ha@!” laughed the 
ght.” “@Ha@!—ha@!—ha, ,!” laughed the other
aughed the others. “, ,"Vell, she sent four "
n’t repeat the trick, ,; for no sooner does
ortinate Miss Bailey, ,!—Fol-de-riddle-tol-
e-riddle-tol-ol-lol—, ,unfortinate Miss Bai
" France, ain’t there", ,?” asked the Sandman
asked the Sandman. “, ,"Lor’ bless ‘ee, yes,"
",” replied Ginger; “", ,there’s as many fanc
@@@@@@@@@@@@@@. @@@“, ,"Sartin,” replied Gin"
ger@ triumphantly. “, ,"Now, ve generally es"
"he constable says, ‘", ,Vich party shall I g
marked the Tinker. “, ,Wot d’ye think o’ th
. There’s law again—, ,"ha, ha!” “@Dog-fanci"
"aw again—@ha, ha!” “", ,Dog-fancier’s law@!”
 “@Dog-fancier’s law, ,!” laughed the Sandm
some on ’em does.” “, ,And you’re always su
"u vants it, I s’pose", ,?” inquired the Tink
quired the Tinker. “, ,"Alvays,” replied Gin"
owin’ they’re stolen, ,?” inquired the Tink
",” replied Ginger. “", ,Sometimes a party’ll
" and then ve asks, ‘", ,Vich vay are you a-g
arked the Sandman. “, ,"Perfectly so,” repli"
",” replied Ginger. “", ,Nothin’ can touch us
occur in my time.” “, ,"Let’s hope not,” rej"
"ed,” said the Tinker", ,; “our gemman’s case
s ve calls Old Parr—, ,"vy, he declares he l"
curred yesterday.” “, ,Walker@!” exclaimed 
yesterday.” “@Walker, ,"!” exclaimed Ginger,"
inger to his nose. “, ,"You may larf, but it"
"e same then as now,—", ,neither older nor yo
 exclaimed Ginger. “, ,He don’t look so old
 look so old now.” “, ,That’s the cur’ouses
” said the Tinker. “, ,He don’t like to tal
’s story as that.” “, ,Let’s have the old f
plied the Tinker. @“, ,"Here, lazy-bones,” h"
"he sleeping youth, “", ,go an’ tell Old Parr
@@@@@@@@@@@@@@Chapte, ,r@ 3@@ The Hand and 
joined by the Tinker, ,; but the Sandman ne
" shrill, odd tone, “", ,Whether they had sen
only to laugh at him, ,"?” “@Sartainly not, "
to laugh at him@?” “, ,"Sartainly not, deput"
eplied the Tinker. “, ,"Here, lazy-bones, gl"
e spirit was brought, ,; water was procured
 the conversation. “, ,"I say, deputy,” he o"
"uty,” he observed, “", ,ve’ve bin havin’ a b
an settle for us.” “, ,"Well, let’s see,” sq"
queaked the dwarf. “, ,"What is it?” “@Vy, i"
rf. “@What is it?” “, ,"Vy, it’s relative to"
Ven wos you born?” “, ,"It’s so long ago, I "
r@ rather sulkily. “, ,You must ha’ seen so
changes in your time, ,?” resumed the Tinke
quid had loosened. “, ,I’ve seen this @@@@@
autiful timber.” @@“, ,My eyes!” cried Ging
 a prolonged whistle, ,; “the place must be
ransmogrified indeed, ,!” “If I were to des
re gone—all are gone, ,!” “@Those must ha’ 
ne—all are gone@!” “, ,Those must ha’ been 
ses out o’ joint.” “, ,"True,” replied Old P"
f noblemen’s houses—, ,and as to Lombard St
to think of ’em.”@ “, ,"Vell, I’m content vi"
ty bein’ rewived.” “, ,"Not much,” replied t"
-and-tan spaniels. “, ,What! old Rowley@?” 
. “@What! old Rowley, ,?” cried the dwarf—“
?” cried the dwarf—“, ,often. I was page to
pipe at the fire. @“, ,He loved the femi@-@
@“@He loved the femi, ,-@ n@@@@@@@@ine spec
thin’ more about him, ,"?” “@Not now,” repli"
 more about him@?” “, ,"Not now,” replied Ol"
 altogether want.” “, ,You talk like one o’
” observed Ginger. “, ,But you make me long
 are gone—clean gone, ,!” “@Accordin’ to yo
gone—clean gone@!” “, ,Accordin’ to your ow
d to kick the bucket, ,?” @@@@@@@@@@@@@@@@@
 replied Old Parr. “, ,My bodily health has
 thing’s quite clear, ,—you can’t have live
t’s not in nater.” “, ,"Very well, then—I ha"
he drowsy youth. @@“, ,You’ve seen some pic
ncier’s curiosity. “, ,"How comes it,” he sa"
"ing his neckcloth,—“", ,"how comes it, if you"
 observed the Tinker, ,", “and so does the S"
does the Sandman.” “, ,"Well, then,” replied"
 It’s my destiny.” “, ,"That’s hard,” rejoin"
t for livin’ so long, ,"?” he added, winking"
replied the dwarf. “, ,"Av, but it’s a cur’o"
joined the dwarf. @“, ,You must know I was 
—not halchemists.” “, ,Doctor Lamb’s object
f slight contempt. “, ,But his chief aim wa
ked at the operation, ,;—night and day I la
drunk the elixir.” “, ,Ah@!—ah!” exclaimed 
nk the elixir.” “@Ah, ,!—ah!” exclaimed the
qual significance. “, ,As soon as he was go
"pursued the dwarf, “", ,I flew to the labora
o strange places.” “, ,Exactly the case wit
er to the Sandman. “, ,"Have you ever, in th"
@@@@@@@@@@@@ever.” “, ,Do you happen to rek
answered Old Parr. “, ,Should you rekilect 
 asked the Tinker. “, ,"Perhaps I might,” re"
eturned the dwarf; “, ,but I can’t say.” “@
@but I can’t say.” “, ,Wos it Auriol Darcy@
@Wos it Auriol Darcy, ,?” demanded the othe
emanded the other. “, ,"That was the name,” "
 come to know it?” “, ,"Ve’ve got summat, at"
ce at his friends. “, ,How do you come to k
 with a cunning look, ,; “@you see I does k
h a cunning look@; “, ,you see I does know 
he fact agin him.” “, ,Prove what@?—and aga
n him.” “@Prove what, ,?—and against whom@?
t@?—and against whom, ,?” cried the dwarf. 
” cried the dwarf. “, ,"One more questin, an"
ore me in dreams.” “, ,Shall ve let him int
ons in a low tone. “, ,"Ay—ay,” replied the "
andman. @@@@@@@@@@@“, ,"Better vait a bit,” "
is head dubiously. “, ,There’s no hurry.” “
There’s no hurry.” “, ,No; ve must decide a
” said the Tinker. “, ,Jist examine them pa
"-book to Old Parr, “", ,and favour us vith y
vanished entirely. “, ,My eyes! here’s a pr
hed astonishment. @“, ,"Vy, curse it! if the"
than he expected.” “, ,"Devil or not, I’ll h"
@@@@@the pocket-book, ,!” cried the Tinker.
every countenance. “, ,What the devil can h
 a look of dismay. “, ,"Ay, that’s the quest"
landlord@ gravely. “, ,It’s certain that no
ly for the night.” “, ,"Vell, all’s over vit"
” said the Tinker; “, ,"and vith our affair,"
" too, I’m afeerd.” “", ,Don’t say die jist y
 rejoined Ginger. @“, ,The wenerable’s gone
ft arm in a sling. “, ,"You look agitated,” "
. “What has happened, ,"?” @@@@“@Not much,” "
as happened@?” @@@@“, ,"Not much,” she repli"
ntling her cheeks. “, ,But I have been some
on near the gate.” “, ,Indeed!” cried Aurio
", darting forward. “", ,Where is he? I see n
he? I see no one.” “, ,"Not a tall man, wrap"
ng him cautiously. “, ,Ha!” cried Auriol. @
a!” cried Auriol. @“, ,Has he been here@@?”
s he been here@@?” “, ,Then you know the pe
to?” she rejoined. “, ,I know some one answ
th a forced smile. “, ,"Once beheld, the man"
"otten,” said Ebba. “", ,He has a countenance
@@@@@@@@@@@@@@. @@@“, ,"Who and what is he, "
"and what is he, then", ,?” demanded Ebba. “@
@?” demanded Ebba. “, ,He is a messenger of
nkful he is gone.” “, ,Are you quite sure o
no longer be seen. “, ,"And so, after exciti"
sfy it?” she said. “, ,"I cannot,” rejoined "
 somewhat sternly. “, ,"Nay, then, since you"
own by this time.” “, ,"Stay!” cried Auriol,"
for a few moments. “, ,"Ebba,” said Auriol a"
r’s house to-day.” “, ,Why so soon?” she ex
 up into his face. “, ,You are not entirely
ly recovered yet.” “, ,I dare not stay long
" longer,” he said. “", ,Dare not!” cried Ebb
n cast down her eyes, ,; but Auriol made no
"fter a long pause, “", ,I hope we shall see 
ll see you again?” “, ,"Most assuredly,” rep"
be able to repay.” “, ,My father is more th
"eek,” said Auriol. “", ,If I remained longer
d to his helpmate— “, ,"I @@say, Ned, I’m a-"
"ed, peeping round. “", ,He’s a good-lookin’ 
 their discoorse.” “, ,"No, that ain’t fair,"
ay at the bellows. “, ,I would not for the 
" raising her eyes, “", ,but since you are ab
 of your history.” “, ,Forgive me if I decl
",” replied Auriol. “", ,You would not believ
ng were wandering. “, ,"You think me mad,” s"
"mad,” said Auriol; “", ,would I were so! But
ightest sympathy.” “, ,You have some motive
he terrified girl. “, ,My motive is to warn
sistingly yielded. “, ,A terrible fatality 
 in a solemn tone. “, ,Would you had never 
to my father’s house, ,"!” she exclaimed, in"
 voice of anguish. “, ,"Is it, then, too lat"
iol@ despairingly. “, ,It is—if to love you
joined. @@@@@@@@@@@“, ,Ha!” exclaimed Aurio
his clenched hand. “, ,Recall your words—Eb
rds—Ebba—recall them, ,"—but no, once uttere"
n his countenance. “, ,That is the man who 
an who frightened me, ,!” cried Ebba. “It i
 commanding voice. “, ,You have not kept yo
unicated with me.” “, ,It was my intention 
" so,” said Auriol. “", ,Our meeting cannot b
tue in Hyde Park.” “, ,"I will be there,” re"
@@@@@@@@@@@@@@@@@@@“, ,That girl must be th
with a grim smile. “, ,Peace@!” thundered A
 grim smile. “@Peace, ,!” thundered Auriol.
ined the stranger. “, ,But I will not troub
"m, he disappeared. “", ,Fate has once more i
Auriol@ bitterly. @“, ,But I will save Ebba
 beneath his feet. “, ,I would plunge into 
"ose,” he murmured. “", ,But it would avail n
"nd he cried aloud, “", ,"Why, it is my poor m"
 singularly striking, ,!” Auriol’s exclamat
t must be Flapdragon, ,!” exclaimed Auriol.
 exclaimed Auriol. “, ,Ah! who calls me?” c
” rejoined Auriol. “, ,Do you not recollect
"r, Master Flapdragon", ,?” cried a bystander
ng hold of Auriol. “, ,"By him—no,” said the"
 my little patriarch, ,?” said the man who 
en him the brandy. “, ,That’s a long time. 
drop more brandy.” “, ,"Not a bit of it,” re"
ejoined the dwarf; “, ,my senses were never
 by the same tie.” “, ,How came you in the 
in which I found you, ,?” demanded Auriol@ 
replied the dwarf. “, ,"But, as you are awar"
significant looks. “, ,By whom was the atte
was the attempt made, ,?” inquired Auriol. 
long black cloak.” “, ,Ha!” exclaimed Aurio
 exclaimed Auriol. “, ,When was it done?” “
"non,” said Auriol. “", ,Will you convey him 
", near the barracks—", ,that’s the nearest p
figure of its wearer, ,; while the large co
as fully revealed. “, ,Our meeting must be 
"e brief,” he said. “", ,Are you prepared to 
lfil the compact?” “, ,What do you require@
@What do you require, ,?” replied Auriol. “
?” replied Auriol. “, ,Possession of the gi
She must be mine.” “, ,Never@!” cried Aurio
st be mine.” “@Never, ,!” cried Auriol@ fir
ied Auriol@ firmly—“, ,never@!” “@Beware ho
riol@ firmly—“@never, ,!” “@Beware how you 
 firmly—“@never@!” “, ,Beware how you tempt
ne—or——” “I defy you, ,!” rejoined Auriol@;
u@!” rejoined Auriol, ,; “I will never cons
ll never consent.” “, ,Fool!” cried the oth
g glance upon him. “, ,Bring her to me ere 
r dread my vengeance, ,!”@@@@@@@@@@@@@@@@@@
"g man, and exclaimed", ,: “@What@! Mr. Darcy
"n, and exclaimed@: “", ,"What@! Mr. Darcy, is"
d exclaimed@: “@What, ,"! Mr. Darcy, is it y"
 Mr. Thorneycroft. “, ,But you neglected to
ed the iron-merchant, ,; “@but I can’t say@
he iron-merchant@; “, ,but I can’t say@ you
 us. You seem paler—, ,eh? what do you thin
"t do you think, Ebba", ,?” “@Mr. Darcy looks
"you think, Ebba@?” “", ,Mr. Darcy looks as i
k troubled you again, ,?” “@What mysterious
ubled you again@?” “, ,What mysterious pers
e added to Auriol. “, ,I was sitting in the
"htened me, he said—‘", ,You desire to see Au
", he disappeared.” “", ,"Ah, you never told m"
"is, you little rogue", ,!” cried Mr. Thorney
Mr. Thorneycroft. @“, ,You persuaded me to 
"gentleman to her, eh", ,?” he added to Aurio
e added to Auriol. “, ,"No, I did not,” repl"
e other@ gloomily. “, ,Indeed@!” exclaimed 
@ gloomily. “@Indeed, ,!” exclaimed the iro
ave been so wretched, ,!” “@@@@@I@@@@@@ gri
gh Auriol’s frame. “, ,What ails you@?” she
ame. “@What ails you, ,?” she anxiously inq
"Ebba,” he replied; “", ,"but a fate, against "
 recent accident.” “, ,"Be not deceived, Ebb"
l of apprehension. “, ,He it is who control
",” replied Auriol. “", ,But what has he to d
h me?” asked Ebba. “, ,"Much, much,” he repl"
rceptible shudder. “, ,"You terrify me, Auri"
"ol,” she rejoined. “", ,Tell me what you mea
It was Mr. Ginger. “, ,What a pretty little
he Second spaniel. “, ,Allow me to present 
 present you with it, ,?” said Auriol. “@Yo
it@?” said Auriol. “, ,You know I should va
"spaniel, and said, “", ,Do jist look at the 
@ you little darling, ,"!” Ebba said, pattin"
ome its purchaser. “, ,Fairy seems to have 
ave her a bargin.” “, ,What do you call a b
"red Ebba, smiling. “", ,I wish I could affor
"nd,” replied Ebba. “", ,I didn’t give hayf h
"ayf,” said Ginger; “", ,and if so be you don
alvays find me here—, ,alvays. Everybody kn
’ he’ll tell you.” “, ,But you haven’t answ
"ion,” said Auriol. “", ,What do you ask for 
 ask for the dog?” “, ,Do you want it for y
” inquired Ginger. “, ,What does it matter?
d Auriol@ angrily. “, ,"A great deal, sir,” "
"sir,” replied Ginger", ,; “@it’ll make a mat
” replied Ginger@; “, ,it’ll make a mater’a
ady?” said Auriol. “, ,"Oh, then, in coorse,"
 at the lower figure, ,!” replied Ginger. @
ous—preposterous.” “, ,It may appear so to 
"sir,” said Ginger, “", ,because you’re ignor
k he give for it?” “, ,"I don’t know, and I "
neycroft@ gruffly. “, ,"Eighty guineas,” sai"
"eas,” said Ginger. “", ,"Eighty guineas, as I"
mpared wi’ Fairy.” “, ,Stuff—stuff@!” cried
airy.” “@Stuff—stuff, ,!” cried Mr. Thorney
"mon,” said Ginger. “", ,"Look at them ears, m"
nglets—and them pads, ,—an’ I’m sure you vo
 at twenty pound.” “, ,She’s a lovely littl
onnoitring Auriol. “, ,It’s him!” whispered
o to his companion—“, ,it’s the young man v
for—Auriol Darcy.” “, ,"It seems like him,” "
” said the Tinker. “, ,Ve must give the sig
"Ginger@ coaxingly, “", ,your sveet’art—I’m s
"ction, here remarked", ,: “@What’s that you 
"n, here remarked@: “", ,What’s that you are 
",” replied Ginger. “", ,"Well, then, I close "
ing out his purse. “, ,"On no account, Aurio"
ied Ebba@ quickly. “, ,It’s too much.” “A g
said Thorneycroft. “, ,Auriol and Darcy!” m
behind the pillar. “, ,They’re on the look-
" look-out, I see.” “", ,Give the lady the do
ident in the vay.” “, ,Accident@!—stuff and
the vay.” “@Accident, ,!—stuff and nonsense
s breeches pocket. “, ,How shall I thank yo
cstasy of delight. “, ,By transferring to i
"ed, in a low tone. “", ,"That is impossible,”"
"le,” she answered. “", ,"Well, I vote we driv"
 Mr. Thorneycroft. “, ,Halloa! jarvey!” he 
ach that was passing, ,"; adding, as the veh"
"e vehicle stopped, “", ,"Now get in, Ebba. By"
ame Mr. Auriol Darcy, ,"?” “It is,” replied "
rding him fixedly. “, ,Why do you ask?” “I 
eplied the Tinker. “, ,Say what you have to
w nothing of you.” “, ,You’ll know me bette
"s voice, he added, “", ,You’ll be glad to pu
 to my knowledge.” “, ,"Won’t you get in, Mr"
"ded to the Tinker, “", ,"Now, rascal, what ha"
what have you to say, ,"?” “@Step this vay, "
have you to say@?” “, ,"Step this vay, sir,”"
eplied the Tinker. “, ,There’s two friends 
er 7 The Hand@ Again, ,! Followed by Auriol
elf near the door. “, ,"Now, what do you wan"
@@@@@@@@@@@@@@@@@@@“, ,You shall learn pres
” replied the Tinker, ,"; “@but first, it ma"
plied the Tinker@; “, ,"but first, it may be"
he Vauxhall Road.” “, ,Your pocket-book has
"ore her, in 1800.” “", ,Hangin’s too good fo
cried the Sandman; “, ,but if ve peaches yo
 sartin to sving.” “, ,I hope that pretty c
m?” said Ginger. @@“, ,Peace@!” thundered A
id Ginger. @@“@Peace, ,!” thundered Auriol.
thundered Auriol. @“, ,What do you require@
@What do you require, ,?” “@A hundred pound
 do you require@?” “, ,A hundred pound each
eplied the Tinker. “, ,Ve ought to have dou
" said the Sandman, “", ,for screenin’ sich a
murder wholesale.” “, ,Ve don’t commit murd
"all,” said Ginger. “", ,"You may fancy,” purs"
"such a person, I say", ,?” Auriol gazed at h
m in astonishment. “, ,What idle tale are y
le are you inventing, ,?” he said@ at lengt
he Tinker@ boldly. “, ,Ve can bring a vitne
a livin’ vitness.” “, ,What witness@?” crie
ess.” “@What witness, ,?” cried Auriol. “@D
s@?” cried Auriol. “, ,Don’t you reckilect 
to serve Doctor Lamb, ,?” rejoined the Tink
oined the Tinker. @“, ,He’s alive still; an
of his great age.” “, ,Where is he@?—what h
 age.” “@Where is he, ,?—what has become of
” demanded Auriol. “, ,"Oh, ve’ll perduce hi"
Tinker@ cunningly. “, ,But tell me where th
is?” cried Auriol. “, ,Have you seen him si
rf must be found.” “, ,"Vy, as to that, I ca"
” replied the Tinker, ,; “there’s a difficu
"me,” cried Auriol. “", ,Here’s a bit o’ pape
"ook,” said Ginger. “", ,Would you like to he
ere are the words: ‘, ,How many crimes have
atal compact with——’, ,” “@Give me that pap
 compact with——’@” “, ,"Give me that paper,”"
 was closed again. “, ,Halloa! What’s that?
d. “The paper’s gone, ,!” “@The hand again@
he paper’s gone@!” “, ,The hand again@!” cr
@!” “@The hand again, ,!” cried the Sandman
—open the door—quick, ,!” Ginger cautiously
" peeping forth, said", ,— “@There’s no one t
"ping forth, said@— “", ,There’s no one there
o wi’ the matter.” “, ,Poh! poh! don’t be s
 cried the Tinker. “, ,"But come what may, t"
e hundred pounds.” “, ,You seek to frighten
 Tinker’s sleeve. @“, ,"For my part, I sha@n"
perstitious fears. “, ,"Here, take this purs"
