Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
20,"And if so, it only provres the lamentable condition to which I am reduced-memory and reason gonel'' ' Ay, both gone,'' cried tho other, with an irrepressible chuckle.","And if so, it only proves the lamentable condition to which I am reduced—memory and reason gone!” “Ay, both gone,” cried the other, with an irrepressible chuckle.","And if so, it only proves the lamentable condition to which I am reduced-memory and reason gone'' ' Ay, both gone,'' cried tho other, with an irrepressible chuckle.","And if so, it only proves the lamentable condition to which I am reduced—memory and reason gone.” “Ay, both gone,” cried the other, with an irrepressible chuckle.",0.04938271604938271,0.006172839506172839,87.5
21,"e shall soon be out of the smoke.'"" :I can't stand it,'' eried Mr.","“We shall soon be out of the smoke.” “I can’t stand it,” cried Mr.","e shall soon be out of the smoke.'"" :I can't stand it,'' eried Mr.","“I can’t stand it,” cried Mr.

### Instruction:
Fix the OCR errors in the provided text.

### Input:
Vy, I thought you was a-comin' to me, and I got up, and I finds you ain't a-comin' at all, and I sits down agin.

### Response:
Vy, I thought you was a-comin’ to me, and I got up, and I finds you ain’t a-comin’ at all, and I sits down agin.",0.13636363636363635,4.46969696969697,-3177.777777777778
22,"Pick up your apples, and you shall hae a dhrop of the craiter if you'll come along wid me,'' :cz= While this wss passing, a stout gentleman came from -- Why, brother-in-law, is that you 7'' But Loftus was too much engrossed to notice him, and osta e stene u r ue.","Pick up your apples, and you shall have a dhrop of the craiter if you’ll come along wid me.” While this was passing, a stout gentleman came from the farther side of the statue, and perceiving Loftus, cried—“Why, brother-in-law, is that you?” But Loftus was too much engrossed to notice him, and continued to expiate upon the beauty of the trophies.","Pick up your apples, and you shall hae a drop of the crater if you'll come along wid me,'' :cz= While this wss passing, a stout gentleman came from -- Why, brother-in-law, is that you 7'' But Loftus was too much engrossed to notice him, and hosta e ctene u r e.","Pick up your apples, and you shall have a drop of the crater if you’ll come along wid me.” While this was passing, a stout gentleman came from the house, and, as he passed the group, he said, “Why, brother-in-law, is that you?” But Loftus was too much engrossed to notice him, and the other went on.",0.33620689655172414,0.2413793103448276,28.205128205128204
23,"TSartin, replied Ginger, ``cos the law's so kind to ns.","“Sartin,” replied Ginger, “cos the law’s so kind to us.","TSartin, replied Ginger, ``cos the law's so kind to ns.","“Ve’re sure to get it, cos the law’s so kind to us.",0.10909090909090909,0.38181818181818183,-250.00000000000006
24,WWhat is behind that curtain?'' shudleringly demanded Ebba of her companion.,“What is behind that curtain?” shudderingly demanded Ebba of her companion.,WWhat is behind that curtain?'' shudderingly demanded Ebba of her companion.,“What is behind that curtain?” shudderingly demanded Ebba of her companion.,0.04,0.0,100.0
25,Opposite tlese stood a curiously-carvred ebony chair.,Opposite these stood a curiously carved ebony chair.,Opposite these stood a curiously-carvred ebony chair.,Opposite these stood a curiously carved ebony chair.,0.038461538461538464,0.0,100.0
26,But you have to thank your own obstinacy for your present distress.,But you have to thank your own obstinacy for your present distress.,But you have to thank your own obstinacy for your present distress.,But you have to thank your own obstinacy for your present distress.,0.0,0.0,
27,"The reigning sovereign should be James, and yet I fancy it Is George the Fourth.","The reigning sovereign should be James, and yet I fancy it is George the Fourth.","The reigning sovereign should be James, and yet I fancy it Is George the Fourth.","The reigning sovereign should be James, and yet I fancy it is George the Fourth.",0.0125,0.0,100.0
28,Divil seize yon fora eareless wagabone,“Divil seize you for a careless wagabone!,Divil seize yon fora careless vagabond,“Divil seize you for a careless vagabond!,0.14634146341463414,0.04878048780487805,66.66666666666666
29,"`' Show yourself, that I masy confront you.'' A mocking langh was the only response deigned to this injunetion.","“Show yourself, that I may confront you.” A mocking laugh was the only response deigned to this injunction.","`' Show yourself, that I may confront you.'' A mocking laugh was the only response deigned to this injunction.","“Show yourself, that I may confront you.” A mocking laugh was the only response deigned to this injunction.",0.04672897196261682,0.0,100.0
30,"I have a presentiment that if our marriage is so long delayed, it will not take place at all,'' Yon are full of misgiings, Auriol,'' she replied.","I have a presentiment that if our marriage is so long delayed, it will not take place at all.” “You are full of misgivings, Auriol,” she replied.","I have a presentiment that if our marriage is so long delayed, it will not take place at all,'' Yon are full of misgivings, Auriol,'' she replied.","I have a presentiment that if our marriage is so long delayed, it will not take place at all.” “You are full of misgivings, Auriol,” she replied.",0.04827586206896552,0.0,100.0
31,"It woull puzzle the Lord Chanccllor himself to say what his age might be,'' The little man taosk aff his hat, and making n profond how to the barber, nnfolded tho 7imes nespaper, which he carried uuler his arm, and held it p to Irigge.","It would puzzle the Lord Chancellor himself to say what his age might be.” The little man took off his hat, and making a profound bow to the barber, unfolded the Times newspaper, which he carried under his arm, and held it up to Trigge.","It would puzzle the Lord Chanccllor himself to say what his age might be,'' The little man took aff his hat, and making n profound how to the barber, unfolded tho 7imes newspaper, which he carried under his arm, and held it p to Irigge.","It would puzzle the Lord Chancellor himself to say what his age might be.” The little man took off his hat, and making a profound bow to the barber, unfolded the Times newspaper, which he carried under his arm, and held it up to Rougemont.",0.046610169491525424,0.03389830508474576,27.272727272727277
32,"The coarsest ribaldry assailed your cars, and noisome odours afllicted your sense of smell.","The coarsest ribaldry assailed your ears, and noisome odours afflicted your sense of smell.","The coarsest ribaldry assailed your cars, and noisome odours afflicted your sense of smell.","The coarsest ribaldry assailed your ears, and noisome odours afflicted your sense of smell.",0.01098901098901099,0.0,100.0
33,"Thorneyeroft, a hand, thrust out of the hole in the ceiling, held the helmet suspended oer his head, like the sword of Damocles.","Thorneycroft, a hand, thrust out of the hole in the ceiling, held the helmet suspended over his head, like the sword of Damocles.","Thorneyeroft, a hand, thrust out of the hole in the ceiling, held the helmet suspended oer his head, like the sword of Damocles.","Thorneycroft, a hand, thrust out of the hole in the ceiling, held the helmet suspended over his head, like the sword of Damocles.",0.015503875968992248,0.0,100.0
34,"Have you erer, in the coorsa o' yonr long life, met the young man as drank the 'lixir 1'' he inguired of the dwarf.","“Have you ever, in the coorse o’ your long life, met the young man as drank the ‘lixir?” he inquired of the dwarf.","Have you ever, in the course o' yonr long life, met the young man as drank the 'lixir 1'' he inquired of the dwarf.","Have you ever, in the course of your long life, met the young man as drank the ‘lixir?’’ he inquired of the dwarf.",0.07894736842105263,0.043859649122807015,44.44444444444444
35,"Let us quit this place.'' -Come, then,'' eaid Auriol.","Let us quit this place.” “Come, then,” said Auriol.","Let us quit this place.'' -Come, then,'' said Auriol.","Come, then,” said Auriol.",0.09803921568627451,0.5098039215686274,-420.0
36,Astonislment and alarm sat on every countenance.,Astonishment and alarm sat on every countenance.,Astonislment and alarm sat on every countenance.,Astonishment and alarm sat on every countenance.,0.020833333333333332,0.0,100.0
37,Ha l-who told me of Charles the BSecond7,Ha!—who told me of Charles the Second?,Ha l-who told me of Charles the BSecond7,Ha—who told me of Charles the Second?,0.13157894736842105,0.02631578947368421,80.0
38,"Bcarcely had he accomplished this, when the purers Tame up, and dashed themselves against the door; but finding it bolted, presently censed their efforts, and apparently withdrew.","Scarcely had he accomplished this, when the pursuers came up, and dashed themselves against the door; but finding it bolted, presently ceased their efforts, and apparently withdrew.","Bcarcely had he accomplished this, when the purer Tame up, and dashed themselves against the door; but finding it bolted, presently ceased their efforts, and apparently withdrew.","Barely had he accomplished this, when the purer Tame up, and dashed themselves against the door; but finding it bolted, presently ceased their efforts, and apparently withdrew.",0.027624309392265192,0.03867403314917127,-40.0
39,"To-morrow we will finish all preliminary arrangements, and the day after you shall be made happy-hal","To-morrow we will finish all preliminary arrangements, and the day after you shall be made happy—ha!","To-morrow we will finish all preliminary arrangements, and the day after you shall be made happy-hal","To-morrow we will finish all preliminary arrangements, and the day after you shall be made happy—ha!",0.02,0.0,100.0
40,"My eyes were cnst upwnrds, and I wss struck with the malignant aspect of my star.","My eyes were cast upwards, and I was struck with the malignant aspect of my star.","My eyes were inst upwards, and I wss struck with the malignant aspect of my star.","My eyes were directed upwards, and I was struck with the malignant aspect of my star.",0.037037037037037035,0.08641975308641975,-133.33333333333331
41,"Placing it with the pockcet-book, he locked the writing-desk, exclaiming, `` It is useless to straggle further-I must yield to fate1'' IThis done, he went into the adjoining room, and, casting his eyes abont, remarked the antique bottle and flagon.","Placing it with the pocket-book, he locked the writing-desk, exclaiming, “It is useless to struggle further—I must yield to fate!” This done, he went into the adjoining room, and, casting his eyes about, remarked the antique bottle and flagon.","Placing it with the pockcet-book, he locked the writing-desk, exclaiming, `` It is useless to straggle further-I must yield to fate1'' IThis done, he went into the adjoining room, and, casting his eyes abont, remarked the antique bottle and flagon.","Placing it with the pocket-book, he locked the writing-desk, exclaiming, “It is useless to struggle further—I must yield to fate.” This done, he went into the adjoining room, and, casting his eyes about, remarked the antique bottle and flagon.",0.04526748971193416,0.00411522633744856,90.9090909090909
42,"It wonld bo a charity to knoek him on the head, rather thn let him suffer thus.","It would be a charity to knock him on the head, rather than let him suffer thus.","It wonld bo a charity to knock him on the head, rather than let him suffer thus.","It would be a charity to knock him on the head, rather than let him suffer thus.",0.025,0.0,100.0
43,"Uttering cjaeulations of rage and despair, he was dragged forcibly backwards into the vasult.","Uttering ejaculations of rage and despair, he was dragged forcibly backwards into the vault.","Uttering ejaculations of rage and despair, he was dragged forcibly backwards into the vault.","Uttering ejaculations of rage and despair, he was dragged forcibly backwards into the vault.",0.0,0.0,
44,Thorneycroft and his companions.,Thorneycroft and his companions.,Thorneycroft and his companions.,"“I’m glad to see you, Mr.

### Instruction:
Fix the OCR errors in the provided text.

### Input:
Ve’ve got a goodish chance, I think, of getting out of it, if ve can only find the poor young lady.

### Response:
Ve’ve got a goodish chance, I think, of getting out of it, if ve can only find the poor young lady.",0.0,8.90625,-inf
45,"Tlis chamber, which was large and cased with osk, was wholly unfuruishel, like the hall, and in an equally dilnpidated condition.","This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.","Tlis chamber, which was large and cased with tosk, was wholly unfurnished, like the hall, and in an equally dilapidated condition.","This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.",0.023255813953488372,0.0,100.0
46,"He next supplied himself Ifromn the poeket-book with a certain sum, for which e fancied he might have occasion in the course of the day, and sallicd forth.","He next supplied himself from the pocket-book with a certain sum, for which he fancied he might have occasion in the course of the day, and sallied forth.","He next supplied himself Ifromn the poeket-book with a certain sum, for which e fancied he might have occasion in the course of the day, and sallied forth.","He next supplied himself from the pocket-book with a certain sum, for which he fancied he might have occasion in the course of the day, and sallied forth.",0.025974025974025976,0.0,100.0
47,] It may never arise., It may never arise.,] It may never arise.,] It may never arise.,0.05,0.05,0.0
48," iiaiaii] e he believes in 'em hisself, and will be glad to buy 'eP ] from us.'' That's aview o' the case worthy of an Old Bailey lawyer,'' replied thoe Sandman.","If no one else believes in ’em, it’s clear he believes in ’em hisself, and will be glad to buy ’em from us.” “That’s a view o’ the case worthy of an Old Bailey lawyer,” replied the Sandman."," aiai] e he believes in 'em himself, and will be glad to buy 'eP ] from us.'' That's kind o' the case worthy of an Old Bailey lawyer,'' replied thoe Sandman.","“Ve’ve got a customer vich ve thinks will buy it aviable.” “Vy, that’s kind o’ the case worthy of an Old Bailey lawyer,” replied the Sandman.",0.2962962962962963,0.48148148148148145,-62.5
49,I think I oould help you to eseape.,“I think I could help you to escape.,I think I could help you to escape.,I think I could help you to escape.,0.027777777777777776,0.027777777777777776,0.0
50,"Trigge had just withdrawn into an inner room to take some refection, when, on returning, he found Watts oceupied in cutting the hair of a milllc-aged, sour-looking gentleman, ho was scated ofore tho firo.","Trigge had just withdrawn into an inner room to take some refection, when, on returning, he found Watts occupied in cutting the hair of a middle-aged, sour-looking gentleman, who was seated before the fire.","Trigge had just withdrawn into an inner room to take some refection, when, on returning, he found Watts occupied in cutting the hair of a milllc-aged, sour-looking gentleman, ho was seated fore tho fire.","Trigge had just withdrawn into an inner room to take some refreshment, when, on returning, he found Watts occupied in cutting the hair of a mill-aged, sour-looking gentleman, who was seated before the fire.",0.03398058252427184,0.043689320388349516,-28.57142857142858
51,"Whateer thoughts msy arise within] me, I wil not give utterance to them.","Whatever thoughts may arise within me, I will not give utterance to them.","Whateer thoughts may arise within] me, I wil not give utterance to them.","Whate’er thoughts may arise within me, I will not give utterance to them.",0.0410958904109589,0.0136986301369863,66.66666666666666
52,"To come back to the piunt from vich we started,'' eaid thce Tinker ; ``our gcmau's case is not so surprisin' as it at first appears.","“To come back to the pint from vich we started,” said the Tinker; “our gemman’s case is not so surprisin’ as it at first appears.","To come back to the point from when we started,'' said the Tinker ; ``our gcmau's case is not so surprisin' as it at first appears.","To come back to the point from which we started,” said the Tinker; “our gemman’s case is not so surprisin’ as it at first appears.",0.12403100775193798,0.031007751937984496,75.0
53,"Yon are not entirely recovered yet.'' I dare not stay longer,'' he said.","“You are not entirely recovered yet.” “I dare not stay longer,” he said.","Yon are not entirely recovered yet.'' I dare not stay longer,'' he said.","You are not entirely recovered yet.” “I dare not stay longer,” he said.",0.09722222222222222,0.013888888888888888,85.71428571428572
54, e] But her husband retarned no answer.,“Who is this strange person?” But her husband returned no answer., e] But her husband retarded no answer.,But her husband retarded no answer.,0.4461538461538462,0.49230769230769234,-10.344827586206897
55,"Anriol took her hand, which sho unresistingly yielded.","Auriol took her hand, which she unresistingly yielded.","Anriol took her hand, which sho unresisting yielded.","Auriol took her hand, which she unresisting yielded.",0.07407407407407407,0.037037037037037035,50.0
56,"And he discharged s pistol, with a deliberate aim, at th breast of Rougemont.","And he discharged a pistol, with a deliberate aim, at the breast of Rougemont.","And he discharged s pistol, with a deliberate aim, at th breast of Rougemont.","And he discharged a pistol, with a deliberate aim, at the breast of Rougemont.",0.02564102564102564,0.0,100.0
57,You cannot escspe me.,“You cannot escape me.,You cannot escape me.,You cannot escape me.,0.045454545454545456,0.045454545454545456,0.0
58,"I say, deputy,'' he observel, ' ve've bin havin' a bit o' a dispute vich you can settle for ns.'' WeIl, let's see,'' squeaked the dwnr.","“I say, deputy,” he observed, “ve’ve bin havin’ a bit o’ a dispute vich you can settle for us.” “Well, let’s see,” squeaked the dwarf.","I say, deputy,'' he observed, ' ve've bin havin' a bit o' a dispute that you can settle for ns.'' WeIl, let's see,'' squeaked the dwarf.","I say, deputy,” he observed, “ve’ve bin havin’ a bit o’ a dispute that you can settle for us.” “Well, let’s see,” squeaked the dwarf.",0.14925373134328357,0.03731343283582089,75.0
59,"eWill yon sao him before ho is cast, liing, into te tomb 1'' cried the oice.","“Will you save him before he is cast, living, into the tomb?” cried the voice.","will yon saw him before ho is cast, liming, into te tomb 1'' cried the voice.","Will you see him before he is cast, living, into the tomb?” cried the voice.",0.15384615384615385,0.038461538461538464,75.0
60,"Think again.'' :It's perfeetly true, neverthoeless,'' replied the dwarf.","Think again.” “It’s perfectly true, nevertheless,” replied the dwarf.","Think again.'' :It's perfectly true, nevertheless,'' replied the dwarf.","Think again.” “It’s perfectly true, nevertheless,” replied the dwarf.",0.08695652173913043,0.0,100.0
61,"There he will be immured, unless you sign,'' criedl tho voice; '` and, as he is immortal, he will endure an eternity of torture.'' I cannot save him so, but I muy precede him,'' cried Ebba.","“There he will be immured, unless you sign,” cried the voice; “and, as he is immortal, he will endure an eternity of torture.” “I cannot save him so, but I may precede him,” cried Ebba.","There he will be immured, unless you sign,'' cried tho voice; '` and, as he is immortal, he will endure an eternity of torture.'' I cannot save him so, but I muy precede him,'' cried Ebba.","There he will be immured, unless you sign,” cried the voice; “and, as he is immortal, he will endure an eternity of torture.” “I cannot save him so, but I may precede him,” cried Ebba.",0.07027027027027027,0.005405405405405406,92.3076923076923
62,"A stroke of the pen will rescue you fromn utter ruin,'' said Rougemont, leaning over his shoulder.","“A stroke of the pen will rescue you from utter ruin,” said Rougemont, leaning over his shoulder.","A stroke of the pen will rescue you from utter ruin,'' said Rougemont, leaning over his shoulder.","A stroke of the pen will rescue you from utter ruin,” said Rougemont, leaning over his shoulder.",0.030927835051546393,0.010309278350515464,66.66666666666667
63,"Vy, zounds 1 he added, as he tried the door, ' its locked I' e hat's locked 1'' cried Thorneyeroft, in dismay.","Vy, zounds!” he added, as he tried the door, “it’s locked!” “What’s locked?” cried Thorneycroft in dismay.","Vy, founds 1 he added, as he tried the door, ' its locked I' e hat's locked 1'' cried Thorneyeroft, in dismay.","Vy, founds I?” he added, as he tried the door, “it’s locked!” “It’s locked!” cried Thorneycroft in dismay.",0.16981132075471697,0.07547169811320754,55.55555555555556
64,"te The horse is magnificent-positively magnificent.'' I recollect when the spot was occnpied by a gibbet, and when, in lieu of a statue, an effigy of the martyred :.","“The horse is magnificent—positively magnificent.” “I recollect when the spot was occupied by a gibbet, and when, in lieu of a statue, an effigy of the martyred monarch was placed there,” replied Morse.","te The horse is magnificent-positively magnificent.'' I recollect when the spot was occupied by a gibbet, and when, in lieu of a statue, an effigy of the martyred :.","The horse is magnificent—positively magnificent.” “I recollect when the spot was occupied by a gibbet, and when, in lieu of a statue, an effigy of the martyred Rougemont was placed upon it.",0.23267326732673269,0.13861386138613863,40.42553191489361
65,Oh1,“Oh!,Oh1,Oh!,0.5,0.25,50.0
66,"Nor did I eer killa dog for is skin, as soo on 'em doos.'' And you're nlways sure o' gettin' a dog, if you vants it, I s'pose7'' inquired tl Tinker.","Nor did I ever kill a dog for his skin, as some on ’em does.” “And you’re always sure o’ gettin’ a dog, if you vants it, I s’pose?” inquired the Tinker.","Nor did I eer kill dog for is skin, as soon on 'em does.'' And you're always sure o' gettin' a dog, if you wants it, I s'pose7'' inquired tl Tinker.","Nor did I ever kill dog for his skin, as soon as you gets one, as soon as you wants it, I s’pose?” “And you’re always sure o’ gettin’ a dog, if you wants it, I s’pose?” inquired the Tinker.",0.13157894736842105,0.3223684210526316,-145.00000000000003
67,"eIhen he'll be glad to bny thoso papers at any price,'' ]said Ginger.","“Then he’ll be glad to buy those papers at any price,” said Ginger.","then he'll be glad to buy thoso papers at any price,'' ]said Ginger.","then he’ll be glad to buy those papers at any price,” said Ginger.",0.1044776119402985,0.029850746268656716,71.42857142857143
68,"Apparently he wss now perfectly recoered, for his arm was without the support of the sling, and he walked with great swiftness.","Apparently he was now perfectly recovered, for his arm was without the support of the sling, and he walked with great swiftness.","Apparently he wss now perfectly recovered, for his arm was without the support of the sling, and he walked with great swiftness.","Apparently he was now perfectly recovered, for his arm was without the support of the sling, and he walked with great swiftness.",0.0078125,0.0,100.0
69,"My wife, your ancestress, was a most lovely woman, and so passion ARIOL. ately wae I enamonred of her, that I tried by every art to heighten and preserve her beauty.","My wife, your ancestress, was a most lovely woman, and so passionately was I enamoured of her, that I tried by every art to heighten and preserve her beauty.","My wife, your ancestress, was a most lovely woman, and so passion ARIOL. lately was I enamored of her, that I tried by every art to heighten and preserve her beauty.","My wife, your ancestress, was a most lovely woman, and so passionately was I enamoured of her, that I tried by every art to heighten and preserve her beauty.",0.06369426751592357,0.0,100.0
70,"Is this yours, sie7'' repliel the littlo man, pointing to nn ndvertiscment in the newspapcr.","“Is this yours, sir?” replied the little man, pointing to an advertisement in the newspaper.","Is this yours, sie7'' replied the littlo man, pointing to an advertisement in the newspaper.","Is this yours, sir?” replied the little man, pointing to an advertisement in the newspaper.",0.06521739130434782,0.010869565217391304,83.33333333333334
71,"On awaking, he found himself within as cell, the walls, the floor, und the ceiling of which were of solid stone masonry.","On awaking, he found himself within a cell, the walls, the floor, and the ceiling of which were of solid stone masonry.","On awaking, he found himself within as cell, the walls, the floor, und the ceiling of which were of solid stone masonry.","On awaking, he found himself within a cell, the walls, the floor, and the ceiling of which were of solid stone masonry.",0.01680672268907563,0.0,100.0
72,"The ceiling was decorated with fresco paintings, and supported by two stately scagliola pillars.","The ceiling was decorated with fresco paintings, and supported by two stately scagliola pillars.","The ceiling was decorated with fresco paintings, and supported by two stately scabiosa pillars.","The ceiling was decorated with fresco paintings, and supported by two stately scabiosa pillars.",0.03125,0.03125,0.0
73,But ho was dissppointed in his expectation.,But he was disappointed in his expectation.,But ho was disappointed in his expectation.,But he was disappointed in his expectation.,0.023255813953488372,0.0,100.0
74,But it don't matter.,“But it don’t matter.,But it don't matter.,But it don’t matter.,0.09523809523809523,0.047619047619047616,50.0
75,"SignI'' At this injunction, the figure mored slowly towards the table, and, to his unspeakable horror, Auriol beheld it take] up the pen and write upon the parchment.","Sign!” At this injunction, the figure moved slowly towards the table, and to his unspeakable horror, Auriol beheld it take up the pen and write upon the parchment.","SignI'' At this injunction, the figure moved slowly towards the table, and, to his unspeakable horror, Auriol beheld it take] up the pen and write upon the parchment.","Sign!” At this injunction, the figure moved slowly towards the table, and, to his unspeakable horror, Auriol beheld it take up the pen and write upon the parchment.",0.03067484662576687,0.006134969325153374,80.0
76,"So fur as it could he disccrnol by the glimpses of the moon, which ecasionally shone forth from a raek of heay clonds, the apearancee of these personages was not mnucl in their faour.","So far as it could be discerned by the glimpses of the moon, which occasionally shone forth from a rack of heavy clouds, the appearance of these personages was not much in their favour.","So fur as it could he discerned by the glimpses of the moon, which occasionally shone forth from a saek of head blonds, the appearance of these personage was not much in their favour.","So far as it could be discerned by the glimpses of the moon, which occasionally shone forth from a break in the head-blinds, the appearance of these personages was not much in their favour.",0.04864864864864865,0.08108108108108109,-66.66666666666666
