Contexte gauche,Chaîne,Contexte droit
lar slap-up svell.” ,“,That’s no reason at 
@ said the Sandman. ,“,Many a first-rate sv
 as you mentions.”@ ,“,As to that I can’t s
 ve’re consarned.”@ ,“,"Devil a bit,”@ rejoi"
sort of customer.”@ ,“,"Vell, you’ll find ou"
andman jumped down. ,“,The ale I drank at t
imself on the bulk; ,“,I’ll just take a sno
 some@ trepidation. ,“,"Look up, and you’ll "
him a military air. ,“,He seems a-valkin’ i
ttered the Sandman. ,“,He’s a-speakin’ to s
me von unwisible.”@ ,“,Hush—hush!”@ whisper
t@ he’s a-sayin’.”@ ,“,Why hav@e you brough
at is to be done@?” ,“,It makes my blood ru
e think he sees@?”@ ,“,Why do you not speak
y across the plank. ,“,"See, he’s a-goin’ th"
 cri@ed the Tinker. ,“,Let’s foller him.”@ 
 with apprehension. ,“,We shall see summa@t
 avay our senses.”@ ,“,Tut!” cried the Tink
 towards the doo@r. ,“,"Now, then, Sandman@!"
 the dark lan@tern; ,“,let’s take him below
hance to peep in.”@ ,“,Shall we strip him h
”@ said the Tinker. ,“,Now the darkey shine
 the cull has on.”@ ,“,Do you vant to have 
ing into the vault. ,“,Hoist him down here.
"n, appeared at it.@ ",“,There the villains a
uted the new-comer. ,“,They ha@ve been murd
kull ain’t broken.” ,“,It is to be hoped it
ody was brought in. ,“,Don’t be cryin’ out 
‘arties—wot luck@?” ,“,"Oh, pretty middlin’,"
able with an oa@th. ,“,I vish I’d never und
over them papers.”@ ,“,Look ’em over yourse
e book towards him. ,“,I’ve done wi’ ’em. H
ds with great glee. ,“,Wot’s the matter?”@ 
quietly smoking it. ,“,"Wot’s the row, eh@?”"
"t’s the row, eh@?”@ ",“,"Vy, this is it,”@ re"
ooking hard at him. ,“,Wot kind o’ se@crets
@crets are they@?”@ ,“,"Vy, hangin’ secrets "
ysterious emphasis. ,“,He seems to be a ter
murder wholesale.”@ ,“,Wholesale@!”@ echoed
pipe from his lips. ,“,That sounds awful. B
imes i’ that way.”@ ,“,He didn’t expect the
”@ said the Tinker. ,“,"Werry likely not,”@ "
d to be wound up!”@ ,“,Ourn is a different 
replied the Tinker. ,“,This seems a werry m
u take him to be?”@ ,“,"Vy, five-an’-twenty "
replied the Tinker. ,“,There’s dates as far
 reckonin’ there.”@ ,“,"No, it’s all clear a"
uy ’em@@ from us.”@ ,“,That’s a view o’ the
replied the Tinker. ,“,Any address@?”@ aske
ker shook his head. ,“,"That’s unlucky agin,"
”@ said the Tinker. ,“,"Vy, zounds, then, ve"
 cried the Sandman. ,“,But it don’t matter.
one his bus’ness.”@ ,“,"Nuffin’ o’ the kind,"
replied the Tinker. ,“,He alvays recovers f
ion he must have!”@ ,“,Surprisin’@!”@ repli
”@ said the Tinker. ,“,"And so am I,”@ said "
of their discourse. ,“,"Vy, vot can you know"
tly rather annoyed. ,“,"I only know this,”@ "
@ added the Tinker. ,“,Not that I pays much
lf immortal—@eh@?”@ ,“,"Exactly so,”@ replie"
?” perus@ed Ginger. ,“,"A desperate lot,”@ r"
@ said the Sandman. ,“,There’s no difficult
”@ rejoined Ginger. ,“,You must be constant
me time or other.”@ ,“,"That’s true,”@ repli"
og-fancier myself.” ,“,It’s a good business
 that werry night.” ,“,Ha@!—ha@!—ha@!”@ lau
laughed the others. ,“,"Vell, she sent four "
r dog safe there.”@ ,“,"Oh!@ Miss Bailey, un"
”@ sang the Tinker. ,“,But there’s dog-fanc
 asked the Sandman. ,“,"Lor’ bless ‘ee, yes,"
",”@ replied Ginger; ",“,there’s as many fanc
a dead certainty.”@ ,“,That seems hard on u
dman@ reflectively. ,“,It’s the law !”@ exc
s?” pursued Ginger. ,“,I wos a-standin’ at 
aughed the Sandman. ,“,Some of the Fancy is
some on ’em does.”@ ,“,And you’re always su
nquired the Tinker. ,“,"Alvays,”@ replied @G"
”@ replied @Ginger. ,“,No man’s dog is safe
er me at a gallop.” ,“,And do respectabl@e 
 to our customer.”@ ,“,Oh! that’s how it’s 
marked the Sandman. ,“,"Yes, that’s the vay,"
",”@ replied Ginger. ",“,Sometimes a party’ll
ranges our plans.”@ ,“,"Vell, yourn appears "
arked th@e Sandman. ,“,"Perfectly so,”@ repl"
",”@ replied Ginger. ",“,Nothin’ can touch us
occur in my time.”@ ,“,"Let’s hope not,”@ re"
ned th@e other two. ,“,To come back to the 
curred yesterday.”@ ,“,Walk@er@!”@ exclaime
finger to his nose. ,“,"You may larf, but it"
replied the Tinker. ,“,I recollect an old m
older nor younger.” ,“,Humph@!”@ exclaimed 
@ exclaimed Ginger. ,“,He don’t look so old
 look so old now.”@ ,“,That’s the cur’ouses
@ sa@id the Tinker. ,“,He don’t like to tal
"days, had brew’d.”@ ",“,Pshaw!”@ exclaimed G
’s story as that.”@ ,“,Let’s have the old f
"a shrill, odd tone, ",“,Whether they h@ad se
to laugh at him@?”@ ,“,"Sartainly not, deput"
d the conversation. ,“,"I say, deputy,”@ he "
an settle for us.”@ ,“,"Well, let’s see,”@ s"
squeaked the dwarf. ,“,"What is it?” “Vy, it"
warf. “What is it?” ,“,"Vy, it’s relative to"
ejoined the Tinker. ,“,Ven wos you born@?”@
en wos you born@?”@ ,“,"It’s so long ago, I "
ress with his grog. ,“,I rayther think I ha
iquid had loosened. ,“,I’ve seen this@@@@@@
@ pursued Old Parr. ,“,The whole aspect of 
one—all are gone@!” ,“,Those must ha’ been 
ses out o’ joint.”@ ,“,"True,”@ replied Old "
k-and-tan spaniels. ,“,What! old Rowley@?”@
ion at his heels.”@ ,“,Old Rowley wos a@ ki
@ replied Old Parr. ,“,"I’ve seen so much, a"
 altogether want.”@ ,“,You talk like one o’
”@ observed Ginger. ,“,But you make me long
@ replied Old Parr. ,“,I’ve seen fellows ju
nsequential manner. ,“,"Now, doorin’ all tha"
@ replied Old Parr. ,“,M@y bodily health ha
 little impaired.”@ ,“,"Not a little, I shou"
ming significantly. ,“,I don’t know vether 
It’s not in nater.” ,“,"Very well, then—I ha"
y the drowsy youth. ,“,You’ve seen some pic
"mes,”@ said Ginger. ",“,"Very likely,”@ repli"
", somewhat gruffly. ",“,"Oh yes, I believe yo"
does the Sandman.”@ ,“,"Well, then,”@ replie"
" replied the dwarf, ",“,I’ll tell yo@u how i
. It’s my destiny.” ,“,"That’s hard,”@ rejoi"
poke to the others. ,“,I’ve already given y
 replied the dwarf. ,“,"Av, but it’s a cur’o"
in a coax@ing tone. ,“,"Well then, to oblige"
rejoined the dwarf. ,“,You must know I was 
—not halchemists.”@ ,“,Doctor Lamb’s object
drunk the elixir.”@ ,“,Ah@!—ah@!”@@ exclaim
equal significance. ,“,As soon as he was go
" pursued the dwarf, ",“,I flew to the labora
o strange places.”@ ,“,Exactly the case wit
ker to the Sandman. ,“,"Have you ever, in th"
@@@@@@@@@@@@@@@@@.” ,“,Do you happen to rek
@ asked the Tinker. ,“,"Perhaps I might,”@ r"
returned the dwarf; ,“,but I can’t say.”@ “
n extreme surprise. ,“,I heard Doctor Lamb 
nce at his friends. ,“,How do you come to k
”@ cried the dwarf. ,“,"One more questin, an"
o come across him?” ,“,"No doubt of it,”@ re"
ore me in dreams.”@ ,“,Shall ve let him int
ions in a low tone. ,“,"Ay—ay,”@ replied the"
his head dubiously. ,“,There’s no hurry.”@ 
”@ said the Tinker. ,“,Jist ex@amine them p
vanish@ed entirely. ,“,My eyes! here’s a pr
than he expected.”@ ,“,"Devil or not, I’ll h"
 every countenance. ,“,W@hat the devil can 
 a@ look of dismay. ,“,"Ay, that’s the quest"
n a fancy to him.”@ ,“,I only saw a hand an
@ cried the waiter; ,“,and I’m quite sure I
heir widest extent. ,“,It’s a@ strange affa
landlord@ grav@ely. ,“,It’s certain that no
ly for the night.”@ ,“,"Vell, all’s over vit"
" too, I’m afeerd.”@ ",“,Don’t say die jist y
”@ rejoined Ginger. ,“,The wenerable’s gone
eft arm in a sling. ,“,"You look agitated,”@"
 Ebba’s uneasiness. ,“,What has happened?” 
What has happened?” ,“,"Not much,”@ she repl"
on near the gate.”@ ,“,Indeed!”@ cried Auri
ing him cautiously. ,“,Ha!” cried Auriol. “
Has he been here@?” ,“,Then you know the pe
@?”@ demanded Ebba. ,“,He is a messenger of
nkful he is gone.”@ ,“,Are you quite sure o
"ast,”@ she replied. ",“,My father must be do
own by this time.”@ ,“,Stay!”@ cried Auriol
s through the door. ,“,I wish to have a wor
 for a few moments. ,“,"Ebba,”@ said Auriol "
g up into his face. ,“,You are not entirely
ly recovered yet.”@ ,“,I dare not stay long
" longer,”@ he said. ",“,Dare not@!” cried Eb
ers upon the anvil. ,“,If you must really g
ll see you again?”@ ,“,"M@ost assuredly,”@ r"
",”@ replied Auriol. ",“,I owe your worthy fa
be able to repay.”@ ,“,My father is more th
"eek,”@ said Auriol. ",“,If I rema@ined longe
ed to his helpmate— ,“,"I say, Ned, I’m a-th"
t at yonder door.”@ ,“,"So there be, John,”@"
",”@ replied Auriol. ",“,You would not believ
ing were wandering. ,“,"You think me mad,”@ "
ightest sympathy.”@ ,“,You have some motive
the terrified girl. ,“,My motive is to warn
esistingly yielded. ,“,A terrible fatality 
", in a solemn tone. ",“,W@ould you had never
a voice of anguish. ,“,"Is it, then, too lat"
 his clenched hand. ,“,Recall your words—Eb
d me!”@ cried Ebba. ,“,It is the person I s
 ejaculated Auriol. ,“,I must speak to him.
", commanding voice. ",“,You have not kept yo
ointment with me.”@ ,“,"I could not,”@ repli"
unicated with me.”@ ,“,It was my intention 
" so,”@ said Auriol. ",“,Our meeting cannot b
 with a grim smile. ,“,Peace@!”@ thundered 
oined the stranger. ,“,But I will not troub
s beneath his feet. ,“,I would plunge into 
"ose,”@ he murmured. ",“,But it would avail n
"and he cried aloud, ",“,"Why, it is my poor m"
e group around him. ,“,It must be Flapdrago
@ exclaimed Auriol. ,“,Ah@! who calls me?”@
”@ cried the dwarf. ,“,I!” rejoined Auriol.
!” rejoined Auriol. ,“,Do you not recollect
not recollect me?”@ ,“,To be sure!”@ exclai
the dwarf’s throat. ,“,"I have,”@ replied th"
ing hold of Auriol. ,“,"By him—no,”@ said th"
",”@ said the dwarf; ",“,I have not seen that
 three centuries.”@ ,“,"Three centuries, my "
ven him the brandy. ,“,That’s a long time. 
 the first speaker. ,“,Give him a drop more
drop more brandy.”@ ,“,"Not a bit of it,”@ r"
 by the same tie.”@ ,“,How came you in the 
 replied the dwarf. ,“,"But, as you are awar"
”@ inquired Auriol. ,“,I don’t know the vil
"rejoined the dwarf, ",“,but he’s a very tall
@When was it done?” ,“,"Some nights ago, I s"
" replied the dwarf, ",“,for I’ve been a terr
ong the bystanders. ,“,"You may laugh, but i"
the dwarf@ angrily. ,“,We must speak of thi
 dwarf in his arms. ,“,"Willingly, sir,”@ re"
was fully revealed. ,“,Our meeting must be 
ulfil the compact?” ,“,What do you require@
?”@ replied Auriol. ,“,Possession of the gi
",”@ said the other; ",“,the iron-merchant’s 
@@rejoined Auriol@; ,“,I will never consent
ll never consent.”@ ,“,Fool@!”@ cried the o
ng glance upon him. ,“,Bring her to me ere 
"man, and exclaimed: ",“,"What! Mr. Darcy, is "
cast down her eyes. ,“,It was my intention 
was unavoid@able.”@ ,“,To be sure; and I al
 M@r. Thorneycroft. ,“,But you neglected to
owledge the gift.”@ ,“,I could not give an 
e replied@ timidly. ,“,"I am so,”@ replied A"
ubled you again@?”@ ,“,What mysterious pers
", opening his eyes. ",“,"Never mind, father,”"
"er,”@ replied Ebba. ",“,I saw him last night
he added to Auriol. ,“,I was sitting in the
", he disappeared.”@ ",“,"Ah, you never told m"
 M@r. Thorneycroft. ,“,You persuaded me to 
he added to Auriol. ,“,"No, I did not,”@ rep"
he other@ gloomily. ,“,Indeed@!”@ exclaimed
ith a puzzled look. ,“,"Oh, then I suppose h"
 paces behind them. ,“,This is very kind of
" it,”@ he rejoined. ",“,I hoped you had forg
had forgotten me.”@ ,“,I am sure you did no
ugh Auriol’s frame. ,“,What ails you?” she 
anxiously inquired. ,“,I would have shunned
s together again.”@ ,“,"I am glad of it,”@ s"
 recent accident.”@ ,“,"Be not deceived, Ebb"
"ba,”@ cried Auriol. ",“,I am under a terribl
indow last night.”@ ,“,What of him?”@ deman
ll of apprehension. ,“,He it is who control
",”@ replied Auriol. ",“,But what has he to d
h me?”@ asked Ebba. ,“,"Much, much,”@ he rep"
erceptible shudder. ,“,"You terrify me, Auri"
 It was Mr. Ginger. ,“,What a pretty little
the Second spaniel. ,“,Allow me to present 
" spaniel, and said, ",“,Do jist look at the 
come its purchaser. ,“,Fairy seems to have 
ave her a bargin.”@ ,“,What do you call a b
"ired Ebba, smiling. ",“,I wish I could affor
the likes o’ you.”@ ,“,I hope you didn’t gi
"nd,”@ replied Ebba. ",“,I didn’t give hayf h
"hayf,” said Ginger; ",“,and if so be you don
’ he’ll tell you.”@ ,“,But you haven’t answ
"ion,”@ said Auriol. ",“,What do you ask for 
u ask for the dog?” ,“,Do you want it for y
",”@ replied Ginger; ",“,it’ll make a mater’a
dy@?”@ said Auriol. ,“,"Oh, then, in coorse,"
!”@ replied Ginger. ,“,I hope you don’t mea
 M@r. Thorneycroft. ,“,The price is monstro
nk he give for it?” ,“,"I don’t know, and I "
rneycroft@ gruffly. ,“,"Eighty guineas,”@ sa"
"eas,”@ said Ginger. ",“,"Eighty guineas, as I"
mpared wi’ Fairy.”@ ,“,Stuff—stuff!” cried 
d Mr. Thorneycroft; ,“,I ain’t to be gammon
moned in that way.” ,“,"It’s no gammon,”@ sa"
 at twenty pound.”@ ,“,She’s a lovely littl
for—Auriol Darcy.”@ ,“,"It seems lik@e him,”"
le more this vay.”@ ,“,"It’s him, I tell you"
@ said the Tinke@r. ,“,Ve must give the sig
"ion, here remarked: ",“,What’s that you are 
" saying, fellow@?”@ ",“,"I vos a-sa@yin’, sir"
king out his purse. ,“,"On no account, Aurio"
ried Ebba@ quickly. ,“,It’s too much.” “A g
”@ muttered Ginger. ,“,Can this be the gemm
 behind the pillar. ,“,They’re on the look-
" look-out, I see.”@ ",“,Give the lady the do
id Auriol@ sharply. ,“,"Beg pardon, sir,”@ s"
d Mr. Thorneycroft. ,“,The rascal only want
us breeches pocket. ,“,How shall I thank yo
"ied, in a low tone. ",“,"That is impossible,”"
"le,”@ she answered. ",“,"Well, I vote we driv"
"he vehicle stopped, ",“,"Now get in, Ebba@. B"
ng man by his side. ,“,"Beg pa@rdin, sir,”@ "
", touching his hat, ",“,but ain’t your name 
Mr. Auriol Darcy@?” ,“,"It is,”@ replied Aur"
arding him fixedly. ,“,Why do you ask@?”@ “
w nothing of you.”@ ,“,You’ll know me bette
"o you, and alone.”@ ",“,If you don’t go abou
"is voice, he added, ",“,You’ll be glad to pu
 to my knowledge.”@ ,“,"Won’t you get in, Mr"
towards the Tinker. ,“,I must spea@k to thi
have you to say@?”@ ,“,"Step this vay, sir,”"
replied the Tinker. ,“,There’s two friends 
self near the door. ,“,"Now, what do you wan"
k has been found.”@ ,“,Ah!” exclaimed Aurio
he Vauxhall Road.”@ ,“,Your pocket-book has
"fore her, in 1800.” ",“,Hangin’s too good fo
 sartin to sving.”@ ,“,I hope that pretty c
tim?”@ said Ginger. ,“,Peace!”@ thundered A
@ thundered Auriol. ,“,What do you require@
 do you require@?”@ ,“,A hundred pound each
"@ said the Sandman, ",“,for screen@in’ sich 
"all,”@ said Ginger. ",“,"You may fancy,”@ pur"
he said@ at length. ,“,"It is no idle tale,”"
the Tinker@ boldly. ,“,V@e@ can bring a vit
a livin’ vitness.”@ ,“,What witness?”@ crie
ss?”@ cried Auriol. ,“,Don’t you reckilect 
”@ demanded Auriol. ,“,"Oh, ve’ll perduce hi"
 Tinker@ cunningly. ,“,But tell me where th
is?”@ cried Auriol. ,“,Have you seen him si
no traces of him.”@ ,“,H@e’ll turn up somew
ejoined the Tinker. ,“,"But now, sir, that v"
mislest you more.”@ ,“,The pocket-book must
 assured o’ that.”@ ,“,"I must have it, or y"
"me,”@ cried Auriol. ",“,Here’s a bit o’ pape
al compact with——’” ,“,"Give me that paper,”"
r was closed again. ,“,Halloa! What’s that?
s that?”@ he cried. ,“,The paper’@s gone@!”
e paper’@s gone@!”@ ,“,The hand again@!” cr
"eeping forth, said— ",“,There’s no one there
o wi’ the matter.”@ ,“,Poh! poh! don’t be s
ll overpower you.”@ ,“,"Don’t provoke him,”@"
he Tinker’s sleeve. ,“,"For my part, I sha@n"
e quitted the room. ,“,I’ll go and see wot’
uperstitious fears. ,“,"Here, take this purs"
re?”@ cried Auriol. ,“,"Of course,”@ replied"
nger@ peremptorily. ,“,"Remember, your ten y"
"nds, why hesitate?” ",“,Because I will not s
",”@ replied Auriol. ",“,You cannot help your
ranger@ scornfully. ,“,I command you to bri
 bring her to me.”@ ,“,I persist in my refu
future distinction. ,“,"Ah, sir,”@ he will s"
ear@!—pretty dear!” ,“,Ah@! what’s that? Wh
 it?” cried Trigge. ,“,Pr@etty dear!—pretty
head of black hair. ,“,Pretty dear@!—pretty
creamed the magpie. ,“,I see nothing pretty
creamed the magpie. ,“,"Is this yours, sir?”"
t in the newspaper. ,“,"Yes, yes, that’s my "
eplied M@r. Trigge. ,“,But what of it?” Bef
nd singed his hair. ,“,"Take care, sir@!”@ c"
gentleman@ angrily. ,“,"If I were a judge, I"
 careless fellow.”@ ,“,Sarve him right@!”@ 
@sarve him right@!” ,“,"Beg pardon, sir,”@ c"
"sir,”@ cried Watts. ",“,I’ll rectify you in 
 you in a minute.”@ ,“,"Well, my little frie"
y be your object@?” ,“,You want an assistan
d@?” asked @Trigge. ,“,"On my own,”@ replied"
ied the little man. ,“,What are your qualif
 qualifications@?”@ ,“,I fancy I understand
ied the little man. ,“,I was a perruquier m
"d Trigge, laughing. ",“,That must have been 
ied the little man. ,“,It was in Queen Anne
ueen Anne’s time.”@ ,“,Perhaps you recollec
 cried Mr. @Trigge. ,“,"Perfectly,”@ replied"
ied the little man. ,“,French periwigs were
ittle man@ quietly. ,“,"Oh, he must be out o"
ls would observe.”@ ,“,I hope I may suit yo
aid the little man. ,“,I don’t think you wi
tle as if I were——” ,“,Lord Chancellor@!—Lo
or@!” screamed Mag. ,“,"Precisely, Mag,”@ sa"
 Lord Chancellor.”@ ,“,"Well, I’m sorry for "
; “@@pretty dear@!” ,“,What a wonderful bir
se—Gregory Morse.”@ ,“,An Old Bailey answer
", shaking his head. ",“,"Flapdragon, alias Ol"
Morse@—alias——”@@@@ ,“,Pretty dear@!”@ scre
yeing him narrowly. ,“,"Sadly,”@ replied Mor"
"y,”@ replied Morse. ",“,"Well, then, follow m"
nt in lovers’ ears. ,“,Oh! how different yo
id Ebba@ playfully. ,“,Promise me not to in
e gloomy fancies.”@ ,“,I will not indulge i
"Ebba,”@ he replied. ",“,But my spirits are n
ess this evening.”@ ,“,I never felt so happ
er first quarter.”@ ,“,The moon in her firs
 a tone of anguish. ,“,All then is over.”@ 
All then is over.”@ ,“,What means this sudd
tened by his looks. ,“,"Oh, Ebba,”@ he repli"
"inked to,” he said. ",“,This is the night wh
 be accomplished.”@ ,“,Your moody fancies d
ing his arm kindly. ,“,"Ebba,”@ he cried, “@"
all hold you fast.” ,“,You know not what yo
do!”@ cried Auriol. ,“,"Release me! oh, rele"
"! oh, release me@!” ",“,In a few moments the
"ed,”@ she rejoined. ",“,Let us walk towards 
owards the abbey.”@ ,“,It is in vain to str
immer on the scene. ,“,What a strange place
 some apprehension. ,“,It looks like a spot
t trap leads to@?”@ ,“,Into the vault benea
",”@ replied Auriol. ",“,But why did we come 
s difficult to say. ,“,Did you hear that so
nd@?” cried Auriol. ,“,It was nothing but t
"eet,”@ she replied. ",“,You alarm yourself w
"ut reason, Auriol.” ",“,"No, not without reas"
 it is the truth.”@ ,“,Beware@!”@ cried a d
epths of the vault. ,“,"Some one spoke,”@ cr"
rought you to me.”@ ,“,It is false!” cried 
th a mocking laugh. ,“,"Oh, Auriol!”@ cried "
vely magnificent.”@ ,“,I recollect when the
the Protectorate.”@ ,“,You cannot get those
"id Loftus, smiling. ",“,I wish I could persu
uries and a half.”@ ,“,Would you could have
he@ other’s remark. ,“,It was much mutilate
ct was beautiful.”@ ,“,It must have been ch
 Cromwell’s time!”@ ,“,I can tell you how t
e statue was sold.” ,“,Ah! indeed@!”@ excla
full particulars.”@ ,“,"You shall hear them,"
 back his outlay.”@ ,“,Ha! ha@! ha@!”@ laug
!”@ laughed Loftus. ,“,"Well, in due season "
rather think not.”@ ,“,"No matter,”@ cried L"
a stump beside him. ,“,You are aware that t
f these trophies@!” ,“,The execution of the
"ble,”@ cried Morse. ",“,N@ever saw anything 
le of charity-boys. ,“,My eyes!”@ cried the
"n ‘uns, I’m done.”@ ",“,Old Spectacles think
d-by@@@@@@@@@@@@@.” ,“,"Plesh ma ‘art,”@ cri"
nto a@ millstone.”@ ,“,Only think of living
 general curiosity. ,“,"Look closer at it, o"
@ cried the porter. ,“,"The nearer you get, "
osest inspection.”@ ,“,"I say, Ned,”@ observ"
 replied the other; ,“,but just give us a@ 
"ft, and I’ll try.”@ ",“,Wot are you arter th
nied by a bull@dog. ,“,I’ve a good mind to 
" Here, boy, here!”@ ",“,That ‘ud be famous f
callion behind him. ,“,Arrah! let ’em alone
"ore; did you, Sam?” ",“,"Never,”@ replied the"
replied the porter. ,“,"Och, murther in Iris"
had run his barrow. ,“,Divil seize you for 
idn’t obsarve ye.”@ ,“,Antiquaries be hange
lewoman@ furiously. ,“,You’ve destroyed my 
d bad luck to ye!”@ ,“,"Well, never heed, Mo"
natured bricklayer; ,“,I’ll make it up t’ye
ty of the trophies. ,“,What are you talking
he stout gentleman. ,“,"Grinling Gibbons,”@ "
hout turning round. ,“,Horace Walpole said 
tone@@@@@@@@@@@@@.” ,“,This may be all very
m by the sho@ulder; ,“,but don’t you see th
mobbed presently.”@ ,“,"Why, how the devil d"
st recognising him. ,“,"Come along, and @I’l"
”@ demanded Loftus. ,“,You alarm me. Out wi
kept in suspense.”@ ,“,"She has left me,”@ r"
ycroft@ mournfully. ,“,And the thing was so
isgraced herself.”@ ,“,"No, she is too high "
"at,”@ cried Loftus. ",“,Rest easy on that sc
as she run away@?”@ ,“,With a young man nam
lied Thor@neycroft. ,“,He was brought to my
"him,”@ said Loftus. ",“,"But I have,”@ interp"
@ interposed Morse. ,“,I’ve known him these
wo hundred years.”@ ,“,Eh day@! who’s this?
cried Thorneycroft. ,“,A crack-brained litt
"cy,”@ @cried Morse. ",“,I a@m perfectly acqu
asked Thorneycroft. ,“,"I am sorry I cannot,"
 the black cloak.”@ ,“,What’s that you say@
rneycroft@ quickly. ,“,I have heard Ebba sp
er disappearance.”@ ,“,I shouldn’t wonder i
"d,”@ replied Morse. ",“,I believe that black
gentleman to be——”@ ,“,What@!—@who@?”@ dema
orse@ mysteriously. ,“,Pshaw! poh@!”@ cried
h@!”@ cried Loftus. ,“,I told you the poor 
"roft, I believe@?”@ ",“,My name is Thorneycr
" fancy, is Ginger?” ",“,"Exactly, sir,”@ repl"
s of your darter.”@ ,“,Of Ebba!”@ exclaimed
ne of deep emotion. ,“,I hope your news is 
 werry bad hands.”@ ,“,"That she is, if she’"
",”@ observed Morse. ",“,"Vy, Old Parr, that a"
im in astonishment. ,“,"Vy, ‘ow you are tran"
"fied, to be sure@!” ",“,But what of my daugh
cried Thorneycroft; ,“,where is she? Take m
be well rewarded.”@ ,“,I’ll do my best to t
adful bad ha@nds.”@ ,“,Do you allude to Mr.
 to my knowledge.”@ ,“,You alarm me greatly
t is to be done@?”@ ,“,I shall know in a fe
",”@ replied Ginger. ",“,I ain’t got the exac
 said Thorneycroft. ,“,He couldn’t help you
",”@ replied Ginger. ",“,I’ll take care to ha
. Ginger’s remark.@ ,“,As @I said to you th
rin’ your darter.”@ ,“,"Yes, it’s your only "
ortionate revard.”@ ,“,If you enable me to 
 the iron-merchant. ,“,I must have a hundre
@ said the Sandman. ,“,I shall take nuffin’
t out the better.”@ ,“,Are you armed@?”@ as
d@?”@ asked Ginger. ,“,I have a brace of pi
plied Thorneycroft. ,“,"All right, then—ve’v"
"hes,”@ said Ginger. ",“,So let’s be off.” As
ece of black crape. ,“,Who is this@?”@ he d
ith some misgiving. ,“,"A friend,”@ replied "
",”@ replied Ginger. ",“,Vithout him ve could
