Contexte gauche,Chaîne,Transcription,Contexte droit
 city bein’ rewived.,”,',"@ “@Not much,”@ repl"
"wived.”@ “@Not much,",”,',"@ replied the dwarf,"
"ese pretty creaters,",”,',"@ said Ginger, raisi"
 “What! old Rowley@?,”,',@ cri@ed the dwarf—“
iption at his heels.,”,',@ “Old Rowley wos a@
"g arter my own ‘art,",”,',"@ said Ginger, risin"
"out him@?” “Not now,",”,',@ replied Old Parr. 
"us, altogether want.",”,',@ “You talk like one
"erly, penny-a-liars,",”,',@ observed Ginger. “
"houses in Southwark,",”,',@ replied Old Parr. 
"ed and seventy year,",”,',"@ said Ginger, assum"
"@@@@@@@ot the least,",”,',@ replied Old Parr. 
"tle, I should think,",”,',"@ replied Ginger, he"
"ell, then—I haven’t,",”,',@ said Old Parr.@@@@
"v@ed in those times,",”,',@ said Ginger. “Very
"inger. “Very likely,",”,',@ replied Old Parr—“
 Parr—“@very likely.,”,',@ There was somethin
"ity. “@How comes it,",”,',"@ he said, stretchin"
"s to give an answer,",”,',"@ said Old Parr, som"
"believe you, deputy,",”,',@ observed the Tinke
so does the Sandman.,”,',"@ “Well, then,”@ rep"
"dman.”@ “Well, then,",”,',"@ replied the dwarf,"
"tiny.” “That’s hard,",”,',@ rejoined the Tinke
" you an explanation,",”,',@ replied the dwarf.
" friends to hear it,",”,',"@ said the Tinker, i"
"go through it again,",”,',@ rejoined the dwarf
nd copper into gold.,”,',@ “I’ve known severa
"t secret, wenerable,",”,',@ observed Ginger. “
ays—not halchemists.,”,',@ “Doctor Lamb’s obj
"ase metal into gold,",”,',"@ rejoined Old Parr,"
ad drunk the elixir.,”,',@ “Ah@!—ah@!”@@ excl
"soon as he was gone,",”,',"@ pursued the dwarf,"
into strange places.,”,',@ “Exactly the case 
"se with the t’other,",”,',@ whispered the Tink
"e escaped my memory,",”,',@ answered Old Parr.
"r. “Perhaps I might,",”,',@ returned the dwarf
f; “but I can’t say.,”,',@ “@Wos it Auriol Da
"“@That was the name,",”,',"@ cried Old Parr, st"
"got summat, at last,",”,',"@ said the Tinker, w"
"ation. “@Never mind,",”,',@ rejoined th@e Tink
e the fact agin him.,”,',@ “@Prove what?—and 
"stin, and I’ve done,",”,',@ pursued the Tinker
"m?” “No doubt of it,",”,',@ replied Old Parr; 
before me in dreams.,”,',@ “Shall ve let him 
 ve let him into it?,”,',"@ said the Tinker, c"
" a low tone. “Ay—ay,",”,',@ replied the Sandma
"@@@etter vait a bit,",”,',"@ remark@ed Ginger, "
. “There’s no hurry.,”,',@ “@No; ve must deci
"ust decide at vonce,",”,',@ said the Tinker. “
"x@amine them papers,",”,',"@ he added, handing "
your opinion on ’em.,”,',@@ The dwarf was abo
nd than he expected.,”,',"@ “Devil or not, I’l"
 have become of him?,”,',@ cried the landlord
aken a fancy to him.,”,',@ “I only saw a hand
"d and a black cloak,",”,',@ said the Sandman. 
"eed a pair o’ hoofs,",”,',@ cried the waiter; 
"eat glitterin’ eyes,",”,',"@ he added, opening "
"s a@ strange affair,",”,',@ observed the landl
fully for the night.,”,',"@ “Vell, all’s over "
"s over vith him now,",”,',@ said the Tinker; “
"ir, too, I’m afeerd.",”,',@ “Don’t say die jis
"’t say die jist yet,",”,',@ rejoined Ginger. “
in’ here any longer.,”,',@ Concurring in whic
" “You look agitated,",”,',"@ he said, noticing "
"appened?” “Not much,",”,',"@ she replied, a dee"
is he? I see no one.,”,',@ “@@Not a tal@l man
"ing his description,",”,',"@ he replied, with a"
"not to be forgotten,",”,',@ said Ebba. “He has
ure he possessed it.,”,',"@ “’Tis he, there ca"
"ere can be no doubt,",”,',"@ rejoined Auriol, i"
" a messenger of ill,",”,',"@ replied Auriol, “@"
thankful he is gone.,”,',@ “Are you quite sur
"he said. “@I cannot,",”,',"@ rejoined Auriol, s"
"d prepare breakfast,",”,',@ she replied. “My f
e down by this time.,”,',@ “Stay!”@ cried Aur
ave a word with you.,”,',"@ Ebba stopped, and "
" few moments. “Ebba,",”,',@ said Auriol at len
ther’s house to-day.,”,',@ “Why so soon@?”@ s
irely recovered yet.,”,',@ “I dare not stay l
"are not stay longer,",”,',@ he said. “Dare not
" you must really go,",”,',"@ said Ebba, looking"
"”@ “M@ost assuredly,",”,',@ replied Auriol. “I
er be able to repay.,”,',@ “My father is more
"in saving your life,",”,',@ she replied. “@I a
u are going so soon.,”,',@ “@I have been here
"ve been here a week,",”,',@ said Auriol. “If I
" “So there be, John,",”,',"@ replied Ned, peepi"
ear their discoorse.,”,',"@ “@No, that ain’t f"
"No, that ain’t fair,",”,',"@ replied John, raki"
"sagreeable question,",”,',"@ said Ebba, again r"
ing of your history.,”,',@ “@@@@@Forgive me i
"ly with your desire,",”,',@ replied Auriol. “Y
 bind me to silence.,”,', Ebba gazed at him a
". “You think me mad,",”,',@ said Auriol; “@wou
 slightest sympathy.,”,',@ “You have some mot
"n saying this to me,",”,',@ cried the terrifie
"tive is to warn you,",”,',@ said Au@riol. “@If
" must have no share,",”,',"@ he said, in a sole"
"o love you be fatal,",”,',@ she rejoined. “H@@
t fulfil my destiny.,”,',@ At this juncture a
 join you presently.,”,',"@ And as the girl, h"
"t you for some days,",”,',"@ said the tall man,"
appointment with me.,”,',"@ “I could not,”@ re"
" me.”@ “I could not,",”,',@ replied Auriol—“a@
ent has befallen me.,”,',"@ “I know it,”@ rejo"
"en me.”@ “I know it,",”,',@ rejoined the other
ommunicated with me.,”,',@ “It was my intenti
" intention to do so,",”,',@ said Auriol. “Our 
"delayed much longer,",”,',@ pursued the strang
statue in Hyde Park.,”,',@ “@@I will be there
" “@@I will be there,",”,', replied Auriol. “@@
" be the next victim,",”,',"@ said the stranger,"
"maintain your power,",”,',@ rejoined the stran
ble you further now.,”,',"@ And, wrapping his "
"I could find repose,",”,',@ he murmured. “But 
seek for it in vain.,”,',@ The current of his
singularly striking!,”,', Auriol’s exclamatio
 “Ah@! who calls me?,”,',@ cried the dwarf. “
"f’s throat. “I have,",”,',@ replied the little
" Auriol. “By him—no,",”,',@ said the dwarf; “I
rly three centuries.,”,',"@ “Three centuries, "
g time. Think again.,”,',@ “It’s perfectly tr
"true, neverth@eless,",”,',@ replied the dwarf.
"d away by the water,",”,',@ said the first spe
 a drop more brandy.,”,',"@ “Not a bit of it,”"
"”@ “Not a bit of it,",”,',@ rejoined the dwarf
"At last we have met,",”,'," he continued, addre"
ife by the same tie.,”,',@ “How came you in t
"about to be drowned,",”,',@ replied the dwarf.
" the villain’s name,",”,',@ rejoined the dwarf
 a long black cloak.,”,',@ “Ha@!”@ exclaimed 
"ago, I should fancy,",”,',"@ replied the dwarf,"
"augh, but it’s true!",”,', cried the dwarf@ an
" speak of this anon,",”,',@ said Auriol. “@Wil
the nearest tavern@?,”,',"@ he added, placing "
"ms. “Willingly, sir,",”,',@ replied the man. “
 the nearest public.,”,',@ “I’ll join him the
"im there in an hour,",”,',"@ replied Auriol, mo"
"eting must be brief,",”,',@ he said. “Are you 
" saw three days ago,",”,',@ said the other; “t
a. She must be mine.,”,',@ “@N@ever@!”@ cried
 will never consent.,”,',@ “Fool@!”@ cried th
"nge conduct, to-day,",”,',@ replied Auriol. “I
" good as to send me,",”,',@ replied M@r. Thorn
cknowledge the gift.,”,',@ “I could not give 
"dress at the moment,",”,',@ said Auriol. “Well
"e of your arm again,",”,',@ observed the iron-
"do you think, Ebba@?",”,', “@Mr. Darcy looks a
"from bodily ailment,",”,',@ she replied@ timid
"@ timidly. “I am so,",”,',"@ replied Auriol, re"
troubled you again@?,”,',@ “What mysterious p
"“Never mind, father,",”,',@ replied Ebba. “I s
" saw him last night,",”,',@ she added to Aurio
"art, he disappeared.",”,',"@ “Ah, you never tol"
"iol. “No, I did not,",”,',@ replied the other@
me and dine with us.,”,',@ Auriol was about t
"ut I will forego it,",”,',"@ he said, offering "
"d of you, Mr. Darcy,",”,',"@ said Ebba. “Oh, I "
"@griev@e to hear it,",”,',@ he rejoined. “I ho
ou had forgotten me.,”,',@ “I am sure you did
"ou did not think so,",”,',@ she cried. As she 
", if I could, Ebba@,",”,',@ he replied; “@@but
t us together again.,”,',"@ “I am glad of it,”"
"”@ “I am glad of it,",”,',@ she replied; “@@be
our recent accident.,”,',"@ “Be not deceived, "
" not deceived, Ebba,",”,',@ cried Auriol. “I a
r window last night.,”,',@ “What of him?”@ de
ght.”@ “What of him?,”,',"@ demanded Ebba, wit"
"controls my destiny,",”,',@ replied Auriol. “B
"d Ebba. “Much, much,",”,',"@ he replied, with a"
" terrify me, Auriol,",”,',@ she rejoined. “Tel
" as coming from you,",”,',"@ she replied, blush"
I should be tempted.,”,',"@ The dog-fancier, h"
as gentle as a lamb.,”,',@ “@Oh@@ you little 
" fancy to you, miss,",”,',@ observed Ginger; “
l have her a bargin.,”,',@ “What do you call 
"ve her to you, miss,",”,',@ replied Ginger; “@
o’ the likes o’ you.,”,',@ “I hope you didn’t
" much, then, friend,",”,',@ replied Ebba. “I d
—an’ he’ll tell you.,”,',@ “But you haven’t a
"the lady’s question,",”,',@ said Auriol. “What
"f, sir, or for her@?",”,',@ inquired Ginger. “
"“@A great deal, sir,",”,',@ replied Ginger; “i
" young lady, twenty.",”,',@ “But suppose I buy
ean to buy the dog@?,”,',@ interposed M@r. Th
"pear so to you, sir,",”,',"@ said Ginger, “@@be"
" don’t want to know,",”,',@ replied Mr. Thorne
"ly. “Eighty guineas,",”,',@ said Ginger. “Eigh
 compared wi’ Fairy.,”,',@ “Stuff—stuff!” cri
"y.” “It’s no gammon,",”,',@ said Ginger. “@@Lo
ear at twenty pound.,”,',@ “She’s a lovely li
"le creature, indeed,",”,',"@ returned Ebba, aga"
n’ for—Auriol Darcy.,”,',@ “It seems lik@e hi
"“It seems lik@e him,",”,',"@ said the other, ed"
eetle more this vay.,”,',"@ “It’s him, I tell "
"I tell you, Sandman,",”,',@ said the Tinke@r. 
gnal to our comrade.,”,',"@ “@Vell, I’ll t@ell"
"you wot it is, miss,",”,',@ said Ginger@ coaxi
arves a kind missus.,”,',"@ Auriol, who had fa"
"ecious bargin it is,",”,',@ replied Ginger. “@
"u. Here’s the money,",”,',"@ said Auriol, takin"
" no account, Auriol,",”,',@ cried Ebba@ quickl
"too much, Mr. Darcy,",”,',@ said Thorneycroft.
"the look-out, I see.",”,',@ “Give the lady the
"take the money, man,",”,',@ said Auriol@ sharp
"y. “Beg pardon, sir,",”,',"@ said Ginger, “@but"
accident in the vay.,”,',@ “Accident@!—stuff 
"@, and don’t buy it.",”,',@ “@@T@@@@@@@@@@@@@@
"bargain’s concluded,",”,',"@ said Ginger, deliv"
"is treasure, Auriol?",”,',"@ exclaimed Ebba, in"
"ay entertain for me,",”,',"@ he replied, in a l"
"“That is impossible,",”,',@ she answered. “Wel
" drive away at once,",”,',@ said Mr. Thorneycr
lowed by the rascal.,”,',"@ So saying, he got "
". “Beg pa@rdin, sir,",”,',"@ said the fellow, t"
"iol Darcy@?” “It is,",”,',"@ replied Auriol, re"
"ate—that’s all, sir,",”,',@ replied the Tinker
"have to say at once,",”,',@ rejoined Auriol. “
know nothing of you.,”,',@ “You’ll know me be
"tter by-and-by, sir,",”,',"@ said the Tinker, i"
"k to you, and alone.",”,',@ “If you don’t go a
"harge of the police,",”,',@ cried Auriol. “@@@
", sir—no, you von’t,",”,',@ replied the Tinker
ome to my knowledge.,”,',"@ “Won’t you get in,"
" spea@k to this man,",”,',@ replied Auriol. “I
"hen, farewell, Ebba.",”,',"@ And, as the coach "
"“Step this vay, sir,",”,',@ replied the Tinker
 into a back street.,”,',@ Chapter 7 The Hand
"ll lea@rn presently,",”,',@ replied the Tinker
"n found, I tell you,",”,',@ replied the Tinker
’re sartin to sving.,”,',@ “I hope that prett
"’ll buy our silence,",”,',@ replied the Tinker
"to have double that,",”,',"@ said the Sandman, "
it murder wholesale.,”,',@ “@Ve don’t commit 
"ommit murder at all,",”,',@ said Ginger. “You 
"ger. “You may fancy,",”,',@ pursued the Tinker
 are you inventing@?,”,',@ he said@ at length
"“It is no idle tale,",”,',@ replied the Tinker
ct—a livin’ vitness.,”,',@ “What witness?”@ c
ss.”@ “What witness?,”,',@ cried Auriol. “Don
nt of his great age.,”,',@ “Where is he@?—wha
 has become of him@?,”,',@ demanded Auriol. “
"uce him in doo time,",”,',@ replied the Tinker
er no traces of him.,”,',@ “H@e’ll turn up so
to mislest you more.,”,',@ “The pocket-book m
"p to me if I assent,",”,',"@ said Auriol, “@and"
dwarf must be found.,”,',"@ “Vy, as to that, I"
"an scarcely promise,",”,',@ replied the Tinker
est assured o’ that.,”,',"@ “I must have it, o"
"get nothing from me,",”,',@ cried Auriol. “Her
"rom the pocket-book,",”,',@ said Ginger. “@Wou
"“Give me that paper,",”,',"@ cried Auriol, risi"
o do wi’ the matter.,”,',@ “Poh! poh! don’t b
hree hundred pounds.,”,',@ “@You seek to frig
"me in vain, villain,",”,',"@ cried Auriol, upon"
shall overpower you.,”,',@ “Don’t provoke him
" “Don’t provoke him,",”,',"@ whispered Ginger, "
dn’t take his money.,”,',@ And he quitted the
"e matter wi’ Ginger,",”,',"@ said the Sandman, "
"myself to the devil,",”,',@ he said. And he fo
features. “You here?,”,',@ cried Auriol. “Of 
" Auriol. “Of course,",”,',@ replied the strang
 again this evening.,”,',"@ “@Perchance,”@ rep"
"ning.”@ “@Perchance,",”,',@ replied Auriol. “@
"@@@@@@@@@@@You will,",”,',@ rejoined the stran
" sacrifice the girl,",”,',@ replied Auriol. “Y
"annot help yourself,",”,',@ cried th@e strange
 to bring her to me.,”,',@ “I persist in my r
"rsist in my refusal,",”,',@ replied Auriol. “@
"s to brave my power,",”,',@ said the stranger.
"Till then, farewell.",”,',@ And as the words w
"just been “@@called,",”,',@ ordering his “firs
"ring his “first wig,",”,',@ and you may hear t
"stinction. “Ah, sir,",”,',"@ he will say, glanc"
well as a Christian.,”,',@ @@@A@n@@@@@@@d now
t’s that? Who is it?,”,', cried Trigge. “Pr@e
y dear!—pretty dear!,”,', reiterated the magp
"ng pretty about him,",”,',@ thought M@r. Trigg
"vertisement, friend,",”,',@ replied M@r. Trigg
evil are you about@?,”,',"@ “@Yes@! take care,"
" to a saucy witness,",”,',@ cried @Trigge—”‘@@
h a careless fellow.,”,',@ “Sarve him right@!
"!” “Beg pardon, sir,",”,',@ cried Watts. “I’ll
ify you in a minute.,”,',"@ “Well, my little f"
"l, my little friend,",”,',"@ observed Trigge, “"
"@Trigge. “On my own,",”,',@ replied the little
"ing of the business,",”,',@ replied the little
n than they are now.,”,',@ “@@@@@@@@@@@@@@@@@
"hit it exactly, sir,",”,',@ replied the little
n Queen Anne’s time.,”,',@ “Perhaps you recol
"@Trigge. “Perfectly,",”,',@ replied the little
s the Second’s time.,”,',"@ “You saw ’em, of c"
" saw ’em, of course?",”,',"@ cried the barber, "
"th a sneer. “@I did,",”,',@ replied the little
" be out of his mind,",”,',@ cried Trigge. “@We
Rolls would observe.,”,',@ “I hope I may suit
"I may suit you, sir,",”,',@ said the little ma
"you will, my friend,",”,', replied Mr. Trigge;
"ag. “Precisely, Mag,",”,',@ said M@r. Trigge; 
ere Lord Chancellor.,”,',"@ “Well, I’m sorry f"
"l, I’m sorry for it,",”,',@ said the little ma
"re, sir—that she is,",”,',@ replied the barber
a good deal for her.,”,',@ “@Little or nothin
"ny names in my time,",”,',@ he replied. “At on
Morse—Gregory Morse.,”,',@ “An Old Bailey ans
"n Old Bailey answer,",”,',"@ cried M@r. Trigge,"
"im narrowly. “Sadly,",”,',@ replied Morse. “We
"ll, then, follow me,",”,',@ said the gentleman
can be done for you.,”,',@ And they left the 
"ou were a@ week ago,",”,',@ said Ebba@ playful
hose gloomy fancies.,”,',@ “I will not indulg
"@@@@@@@@ sweet Ebba,",”,',@ he replied. “But m
ulness this evening.,”,',@ “I never felt so h
"never felt so happy,",”,',@ she replied; “@and
n her first quarter.,”,',@ “The moon in her f
. “All then is over.,”,',@ “What means this s
this sudden change@?,”,'," cried Ebba, frighte"
"is looks. “Oh, Ebba,",”,',"@ he replied, “@I mu"
oo late to save you.,”,',"@ “@Oh no, do not le"
ile you are with me.,”,',@ “@@But you do not 
"fate I am linked to,",”,', he said. “This is t
ill be accomplished.,”,',@ “Your moody fancie
" to do, dear Auriol,",”,',"@ she rejoined, “@@b"
"s continue our walk,",”,',"@ she added, taking "
"s arm kindly. “Ebba,",”,',"@ he cried, “@I impl"
y unless you aid me.,”,',@ “@@@@@@@@@@@@@@@@@
"@@@ glad to hear it,",”,',"@ she rejoined, “@@@"
" fit will be passed,",”,',@ she rejoined. “Let
k towards the abbey.,”,',@ “It is in vain to 
"ruggle against fate,",”,',@ ejaculated Auriol@
