Contexte gauche,Chaîne,Contexte droit
. The thoroughfares ,B 2 AURIOL. ,were sheeted with ic
brown bowls dressed ,DR. LAMB. 3 ,with ribands and ros
rer. “They were near, 6 AURIOL., kinsmen of mine own
"den bench, and held ",DR. LAMB. 7 ,"a lamp towards him, "
 lighted it up; but ,8 AURIOL. ,notwithstanding its 
"e, and lean on me,” ",DB. LAMB. 9 ,said Baldred. “ Doct
 said Baldred. “ The," 10 AURIOL,", youth will die if h
ce of a stranger. DR,. LAMB. 11 R,evived by the stimul
the skulls of birds ,12 AURIOL. ,and apes. Attached t
nning the fire with ,DR. LAMB. 13 ,its wings ; and the 
nts!—'tis a glorious, 14 AURIOL., thought! Ha! I beth
" young man, raising ",DR. LAMB. 15 ,himself on his elbow
 words! How I gazed ,16 AURIOL. ,at the mystic charac
", but pious attempt ","we DR. LAMB, 17 ",occurred. Having dis
"oman, and so passion", o 13 AURIOL. ,ately was I enamoure
ly; and I understand, DR. LAMB. 19," leechcraft so well,"
"pened its eyes, and ",The Clixir ot Cong Mite DR. LAMB. 21 ,"fixed them, with a s"
 like a silver belt ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 25 ,"across the stream, a"
 he can’t be in his ,26 AURIOL ,right mind to come t
 a very tumble-down ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 27 ,condition. These neg
stuck on the end of ,28 AURIOL. ,"an iron rod, ascendi"
red —“ He’s here !” ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 29 ,“ Vhere — vhere?” de
"e Sandman, his teeth", 28 an sty wise 30 AURIOL., chattering with app
ance was even paler ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 31 ,than before. Having 
man’s legs over his ,32 AURIOL. ,"own shoulders, and, "
methin’ dreadful was, THE RUINED HOUSE IN THE VAUXHALL-ROAD. 383, goin’ on. It was fo
"flowing with filth, ",THE DOG-FANCIER. 35 ,or over putrescent h
ny attempt to track ,D2 36 AURIOL. ,these labyrinths; bu
"ch of another door, ",THE DOG-FANCIER. 37 ,entered a sort of ki
icular vocation was ,38 . AURIOL. ,made manifest by the
nable to control his, THE DOG-FANCIER. 39," curiosity longer, a"
", unable to contain ",a 40 AURIOL. ,his satisfaction; “ 
t neither. I looked ,THE DOG-FANCIER. 41 ,over the papers twic
ever grows old; and ,42 AURIOL. ,never expects to die
 the pocket THE DOG-,FANCIER. 43 ,"book, as I deals vit"
"wait, sayin’ bettcr ",44 AURIOL. ,terms will be offere
observed the Sandman,", THE DOG-FANCIER",". 45 “ Sartin,@ repl"
es by vith this here, 46 AURIOL., dog—an’ a beauty it
o have him at last. ,THE DOG-FANCIER. 47 ,Ve feels our vay wit
so surprisin’ as it ,‘48 AURIOL. ,at first appears. Th
 o’ rum-an’-vater.” ,THE HAND AND THE ,"CLOAK, 49 It. THE HA"
 of a cast-off pair ,50 AURIOL. ,"of tawny tights, an "
"ers, ranged like the", THE HAND AND THE CLOAK. 51, feet of so many cat
d. “ I've seen this ,E2 52 AURIOL. ,great city of London
"or to ply,” chanted ",THE HAND AND THE CLOAK. 53 ,the Tinker; “but the
 kick the bucket 2” ,THE HAND AND THE CLOAK. 55 ,"“Not the least,” rep"
@@Tl tell you how it, 56 AURIOL., comes to pass. Fate
n London-bridge. I T,HE HAND AND THE OLOAK. 57 R,elped to convey him 
", emitted precisely ",58 AURIOL. ,the same odour as th
f the dwarf. THE HAN,D AND THE CLOAK. 59 « N,ever.” “ Do you happ
eplied the Sandman. ,60 AURIOL. ,"“ Better vait a bit,"
"n, or at all events ",THE HAND AND THE CLOAK. 61 ,the pocket-book !” c
"oined the Tinker, “I", 62 AURIOL., begin to be of Ging
 to the lower room. ,THE IRON-MER,CHANT’S DAUGHTER. 63
", but tasteful, and ",64 AURIOL. ,by its dark colour t
e smith. Beyond this, THE IRON-MERCHANT’S DAUGUTER. 65, was an open doorway
ague presentiment of, 66 AURIOL., coming ill smote he
"ol, in a sombre tone",", THE IRON-MERCHANT’S DAUGHTER",. 67 “ Who and what 
 that it is stranger, THE IRON MERCHAN’’S DAUGHTER. 69, and wilder than any
"tal,” she rejoined. ",70 AURIOL. ,“ Ha!” exclaimed Aur
"e,” replied Auriol. ",THE MEETING NEAR THE STATUE. a ,“ That girl must be 
"b, He also remarked ",THE MEETING NEAR THE STATUE. 73 ,that a rope was twis
ers chafed his hands, 74 AURIOL,. These efforts were
sively. THE MEETING ,NEAR THE STATUE. 75 “T,was thrown into the 
place of rendezvous.," 76 AURIOL,"," Arrived there, he l"
read my vengeance |”, THF CHARLES THE SECOND SPANIEL. 77," And, enveloping him"
" Haven't you, Ebba?”", 78 AURIOL., The young lady made
anger. It was nearly, THE CHARLES THE SECOND SPANIEL. 19," dark, but the light"
"hers under his arm, ",THE CHARLES THE SECOND SPANIEL. 81 ,others again in his 
"her myself, and you ",@ 82 AURIOL. ,shall have her at a 
 hanimal; but I can ,THE CHARLES THE SECOND SPANIEL. 83 ,"tell you, it’s cheap"
our syect’art—I can ,G2 84 AURIOL. ,tell these things in
 and don’t buy it.” ,THE CHARLES THE SECOND SPANIEL. 85 ,“The bargain’s concl
"ice,” cried Auriol. ",86 AURIOL. ,"“No@ you von’t, sir—"
?” demanded Auriol. ,"THE HAND, AGAIN! 87 ",“ You shall learn pr
"Lamb, the famous hal", 838 AUBIOL. ,chemist 0’ Queen Bes
"se, you see. But the"," THE HAND, AGAIN! 89", pocket-book’ll neve
ad not been lost. “I, 90 AURIOL., have but to stamp m
"e,” replied Auriol. ",THE BARBER OF LONDON. 91 ,"“ You will,” rejoine"
are of Mr. Tuffnell ,92 AURIOL. ,Tzigge. Not only wil
ruce West-end hair T,HE BARBER OF LONDON. 93 ,cutting establishmen
Trigge bowed to the ,TIE BARBER OF LONDON. 95 ,sour-looking gentlem
 Watts neglected to ,96 AURIOL. ,draw forth the hot c
 than they are now.”, THE BARBER OF LONDON. 97, “Ha! indeed!” said 
quite appropriate.” ,98 AUBIOL. ,“Ah! Mag is a clever
 together. THE MOON ,IN THE FIRST QUARTER. ,99 TX. THE MOON IN T
aid me.” THE MOON IN, THE FIRST QUARTER. 101 “T,"m glad to hear it,” "
ground. With this a ,102 AURIOL. ,"plank communicated, "
s quit this place.” ,THE MOON IN THE FIRST QUARTER 103 ,"“ Come, then,” said "
"t is, Morse!” cried ",THE STATUE AT CHARING-CROSS. 105 ,"Loftus, gazing at it"
"vow his principles, ",106 AURIOL. ,determined to preser
estal more closely.”, THE STATUE AT CHARING-CROSS. 107," With this, he cross"
"l means, by@and-by.”", 108 AURIOL.," “Plesh ma ’art,” cr"
cable antiquaries.” ,THE STATUE AT CHARING-CROSS. 109 ,"“ Oh, they’re antiqu"
ven it to a stone.” ,"110 AURIOL, ",“This may be all ver
ar circumstances.” T,HE STATUE AT CHAR,ING-CRoSS. 111 “ T n
 THE STATUE AT CHARI,NG-CRoSS. 111 “ T," never heard of him,"
elveteen jacket with, 112 AURIOL.," ivory buttons, who "
ried Thorneycroft. T,HE STATUE AT CHARI,"NG-CROSS. 113 No, he"
THE STATUE AT CHARIN,G-CROSS. 113 N,"o, he’s as much a wi"
 echoed the Tinker. ,PREPARATIONS. 115 ,“ Ve're about to ris
ate Mr. Thorneycroft, PREPARATIONS. 117, heard the Tinker an
king out his pistols,", 118 AURIOL",. The others drew th
pened. Having passed, THE CHAMBER OF MYSTERY. 119," through it, she was"
tstretched wings. In, 120 AURIOL., this lamp were seve
n of Myste ry Chambe,r THE CHAMBER OF MYSTERY. 121 the," lamp, and the chamb"
w the reflection of ,122 AURIOL. ,a gigantic figure up
ragged forth from it, THE CHAMBER OF MYSTERY. 123, by two masked perso
"espair, “Is it you?”"," 124 AURIOL,", The figure bowed it
brought forth. END O,"F THE FIRST BOOK, Jn","termean,—1800. I. TH"
"HE FIRST BOOK, Jnter","mean,—1800.", I. THE TOMB OF THE 
", were loosened, and", 126 AURIOL., quaked beneath the 
thus addressed it: T,HE TOMB OF THE ROSICRUCIAN. 127 * ,"Dost hear me, old an"
pen space beyond it., 128 AURIOL. . .," “This, then, is the"
", gentle as that of ",THE TOMB OF THE ROSIORUCLAN. 129 ,"the moon, around. Th"
"es, squares, and dia", K 130 AURIOL. ,"grams, and in some p"
"d upon one page, the", THE TOMB OF THE ROSICRUCIAN. 131 —, import of which he 
est men in London.” ,THE COMPACT. 133 ,“ Spare your insulti
bottle and a goblet., 134 AURIOL., “Taste this wine—it
 this house without ,THE COMPACT. 135 ,the means of living 
ust into his bosom. ,” THE COMPACT. 137 ,“Tt is too late !” c
"se some moments ago,", 138 AURIOL., telling them that t
"ugh the door, when a", 140 AURBIOL., mocking laugh arres
ts in the morning.” ,IRRESOLUTION. 141 ,“ How am I to accoun
ng as that produced ,142 AURIOL. ,"by opium, presently "
hat Miss Talbot was ,144 AURIOL. ,at home. Both she an
 the house in Saint ,EDITH TALBOT. 145 ,"James’s-square, whic"
Her features were re, L 146 AURIOL. ,"gular, and her eyes,"
pted by the entrance, EDITH TALBOT. 147," of Mr. Talbot, who "
re apprehensions !” ,L2 148 AURIOL. ,“ Apprehensions of w
et Mr. Talbot at his, EDITH TALBOT. 149, lawyer’s in Lincoln
lling with rapture. ,THE SEVENTH NIGHT. 151 ,"“ Quite so,” she rep"
o claim my victim.” ,152 AURIOL. ,“ What is the matter
"osti@lions, plunging", THE SEVENTH NIGHT. 153, spurs into their ho
hither he went. EXD ,OF THE INTERMEAN. B,ook the Second.—Cppr
ng at the lower end ,"THE CELL, 155 ","with tapestry, repre"
"s. “Keep quiet, and ",156 AURIOL. ,no harm will befa@l 
eral chambers opened,", THE CELL",. 157 Advancing a fe
nt intention of quit, 158 AURIOL. ,"ting the room, seein"
"nd,” replied Reeks. ",THE CELL. 159 ,“T have no friend he
. Don’t disturb your, THE ENCHANTED CHAIRS. 161 ,"self, sir, Ve'll onl"
" Sandman. “Sit down,", u 162 AURIOL., and yait a bit. I d
e as ever I tasted. ,THE ENCHANTED CHAIRS. 163 ,"Your health, Mr. Tho"
"es,” replied Ginger,", u2 104 AURIOL.," laughing, “ but I'l"
" to see the rascal, ",THE ENCHANTED CHAIRS. 165 ,hanged? I shall pay 
@ried Thorneycroft. ,166 AURIOL. ,“ Under their werry 
 to be protected.” T,HE ENCHANTED CHA,IRS. 167 “T'm quite 
 THE ENCHANTED CHAIR,S. 167 “T',m quite satisfied vi
et free. The chairs ,168 . AURIOL. ,seemed nailed to the
ly expected the same," , THE ENCHANTED CHAIRS. LT : is to become of the others?” demanded e them to their fate,” replied Old Parr. ia \| never do,” cried Ginger. ‘ Ve're all in the u] must row out together the best vay ve can. t it is, wenerable,” he added, seizing him by — —your master may be the devil, but you're f you don’t help me to deliver my companions, your windpipe for you.” i the way to induce me to help you,” said Old » himself like an cel out of the other's gripe. ~ it, if you can.” — » angry,” cried Ginger, seeing the mistake le _ ted, and trying to conciliate him ; “ I only meant va a bit, Can you tell me if Mr. Auriol Darcy - is, and a close prisoner,” replied Old Parr, girl—Miss Ebber, wot of her?” - ,” rejoined Old Parr. “I can only speak to s dead!” cried Ginger, with a look of horror. cret,” replied the dwarf, mysteriously ; ‘‘and . terrible oath not to disclose it.” - it out of you notvithstandin’,” muttered ae ish you would lend me a knock on the I can’t help ‘thinkin’ I'ye got a terrible a THE ENCHANTED CHAIRS. 169", doom as his compani
r venerable friend.”, 170 AURIOL., “Vot the deuce are 
y and get you out.” ,THE ENCHANTED CHAIRS. 171 ,“ But wot is to beco
 o’ the nightmare.” ,172 AURIOL. ,“ Let this waken you
 her terrible trial., 174 AURIOL., Bewildered with ter
beyond your reach.” ,GERARD PASTON. 175 ,"“ Not so, not so!” c"
yed your daughter.” ,176 AURIOL. ,“ You !” exclaimed t
over his countenance,", GERARD PASTON",". 177 “T, Gerard Pas"
it. The passage was ,THE PIT. 179 ,"wholly unlighted, bu"
chant despairingly. ,x2 180 AURIOL. ,“ No—she may yet be 
", when the pursuers ",THE PIT. 181 ,"came up, and dashed "
. Oh dear! oh dear!”, 182 AURIOL.," “Why, it does seem "
 little fellow was 1,84 AUBIOL. e,arried off. Left to 
reathlessly. ‘ Have ,THE PIT. 185 ,you found my daughte
"t ye see, Tinker ?” ",186 AURIOL. ,"“ Ay, ay, I see,” re"
"r before mentioned, ",NEW PERPLEXITIES. 187 ,and was approached b
xamined himself from, 188 AURIOL., head to foot. He fo
ng all this while.” ,NEW PERPLEXITIES. 189 ,“ The scheme works t
am mad —clean mad !”, 190 AURIOL. ©, There was another p
"s,” rejoined NEW PER",PLEXITIES. 191 R,ougemont. “ I though
"le, you shall again ",192 AURIOL. ,go forth into the wo
his breast with the ,DR. LAMB AGAIN. 193 ,full intent to strik
"!” cried Rougemont, ",° 194 AURIOL. ,"fiercely. ‘“ Nay, th"
"eeded, he thought he", DR. LAMB AGAIN. 195, heard stealthy foot
" ?” asked the dwarf,", 02 196 AURIOL., glancing commiserat
e under the river?” ,DR. LAMB AGAIN. 197 ,rejoined the dwarf; 
"l, scizing his arm. ",198 AURIOL. ,“ Saints! how you fr
"ntered the chamber, ",DR. LAMB AGAIN. 199 ,and the features bec
"e, and you have seen", 200 AURIOL., me before. It would
"mself, also, that he", DR. LAMB AGAIN. 201, could distinguish t
