Contexte gauche,Chaîne,Contexte droit
"e, and lean on me,” ",DB. LAMB. 9 ,said Baldred. “@Doct
@@@@@said Baldred. “, ,Doctor Lamb’s dwelli
"him,” replied Auriol",",", faintly; “but take 
 had been wounded. “, ,So you have been pla
h?” cried Baldred. “, ,"Ay, marry have I,” r"
fish set of teeth. “, ,My master ordered me
smeared it again.” “, ,Whereby you put the 
” replied Baldred; “, ,but help me to trans
o the laboratory.” “, ,I know not if the do
” said Flapdragon. “, ,He is busily engaged
 grand operation.” “, ,I will take the risk
"lf,” said Baldred. “", ,The@@@@@@@@@@@ youth
 said Baldred. “@The," 10 AURIOL,", youth will die if h
"e halberd, and betwe",c,"en the two, Auriol w"
ngrossed by his task,",", that he scarce@ly n
task@ that he scarce,c,ly noticed the entra
"ily, to the dwarf. “", ,Bathe his brows with
e. I am busy now.” “, ,"These relics, doctor"
em back with me.” “H,l,eed them not—they wi
",” cried Doctor Lamb",",", impatiently; “@to-m
Lamb@ impatiently; “, ,to-morrow—to-morrow.
he should do next. “, ,Begone!” cried the d
ence of a stranger. ,D,R@@@@@@@@@@@@evived 
ce of a stranger. @R,. LAMB. 11 R,evived by the stimul
s used by the adept—, ,"bolt-heads, crucible"
e terrestrial sphere, ,: near it was an ast
s. On the other side,","," lay a black, myster"
en clasps. Around it,","," were a ram’s horn, "
st forth. On a table,",", at the farther end 
"he Chaldaic sages, “", ,"the Malachim,” and “"
"read fins, open jaws",",", garnished with trem
the skulls of birds ,12 AURIOL. ,and apes. Attached t
ch hung a large star,-,fish. The fireplace 
 to be ever changing, ,; the sea-monster be
heir eyeless sockets, ,; the bellows became
nning the fire with ,DR. LAMB. 13 ,its wings@; and the 
@@@@@@@@@@@its wings, ,; and the old alchem
pearance of the arch,-,fiend presiding over
t it with rapture. “, ,"At length,” he excla"
he exclaimed aloud—“, ,"at length, the great"
 the Rabbi Ben Lucca,",","—namely, by the sepa"
ing of the volatile—, ,this elixir shall re
rshipping the sun. “, ,To live for ever!” h
"ied, after a pause—“", ,to escape the jaws o
nts!—’tis a glorious, 14 AURIOL., thought! Ha! I beth
reach me! What is it, ,!—where can it lie?”
"iness,” he continued", ,; “I shall live in c
tter! Perpetual life, ,!—perpetual youth@!—
fe@!—perpetual youth, ,!—what more need be 
more need be desired, ,"?” “What more, indee"
 beneath his gown. “, ,Your caution is vain
dy against decay.” “, ,The man who brought 
"man,” said Auriol. “", ,"Is it so@?” “It is,”"
d Auriol. “@Is it so, ,"?” “It is,” replied "
brought together.” “, ,Gracious Heaven!” ex
" young man, raising ",DR. LAMB. 15 ,himself on his elbow
ecrets from Nature—b,n,ut that is all. Two 
ed by repentance.” “, ,Were they deeds of b
od?” asked Auriol. “, ,"One was so,” replied"
stic lore. One night,",", he showed me that v
unfolded the mystery, ,; but he bade me obs
 words! How I gazed ,16 AURIOL. ,at the mystic charac
"hispered in my ear, ",—,‘This secret must be
se must possess it.’, ,” “@Ha!” exclaimed A
ust possess it.’@” “, ,Ha!” exclaimed Aurio
" Auriol, starting. “", ,The evil thought was
"n,” pursued Darcy. “", ,Instantly drawing my
ark what followed. H,l,is blood fell upon t
ecret?” asked Auriol,",", curiously. “@To-nig
Auriol@ curiously. “, ,"To-night,” replied D"
"ht,” replied Darcy—“", ,within this hour. Fo
" juncture, your rash",",", but pious attempt @
@ but pious attempt ,"we DR. LAMB, 17 ",occurred. Having dis
page free from blood, ,!” Auriol uttered a 
superstitious awe. “, ,The sight was so sur
ht was so surprising,",", that I dropped the 
"e,” pursued Darcy. “", ,Fearful of again los
t he said nothing. “, ,In a few moments I s
"cendant, but friends", ,"—companions—equals,—"
 already young again, ,!” “@You spoke of tw
ady young again@!” “, ,You spoke of two cri
",” remarked Auriol. ",‘,“@You have mentioned
 remarked Auriol. @“, ,You have mentioned b
"oman, and so passion", o 13 AURIOL. ,ately was I enamoure
 hand to his face. “, ,The mistake you then
"ing,” said Auriol. “", ,What if it be poison
t on some animal.” “, ,No—no; it is the tru
"r,” replied Darcy. “", ,Not a drop must be w
 I was at twenty.” “, ,"Meantime, I beseech "
",” groaned Auriol, “", ,"or, while you are pr"
before your eyes.” “, ,"Be not afraid,” repl"
"fraid,” replied Darc",e,y; “you shall take n
ly; and I understand, DR. LAMB. 19," leechcraft so well,"
perfect recovery.” “, ,"Drink, then, to it!”"
t!” cried Auriol. “I,T, know not what stays
are not grasp it.” “, ,"Give me the potion, "
"en,” cried Auriol. “", ,"Not for worlds,” rej"
t across his heart. ,‘,“@What is this?” he 
across his heart. @“, ,What is this?” he cr
"cried, staggering. “", ,Can death assail me 
down my throat—quick, ,! quick@!@” “I am to
throat—quick@! quick, ,!@” “I am too weak t
roat—quick@! quick@!,"""",” “I am too weak to 
",” groaned Auriol. “", ,You have delayed it 
ayed it too long.” “, ,"Oh, heavens! we shal"
"e his palsied arm,—“", ,perish with the blis
phere for support. “, ,Help me—help me!” he
h on his relative. “,2 20 AUR,I@@@@@@t is worth@ t
relative. “@@@@@@@@I,OL. “T,t is worth@ the stru
@@@I@@@@@@t is worth,","," the struggle,” crie"
wards the old man. “, ,Saved—saved!” shriek
!” shrieked Darcy. “, ,Pour it down my thro
tching the potion; “, ,"no—no.” And, support"
backwards. Dead—dead, ,! Flashes of light p
t remained uninjured, ,; the furnace breath
’s-head on the table, ,; so did the skulls 
 against the chimney, ,; the monstrous sea-
"pened its eyes, and ",The Clixir ot Cong Mite DR. LAMB. 21 ,"fixed them, with a s"
 in the moonlight. “, ,A hundred years henc
"ence,” he thought, “", ,and scarcely one sou
But I shall live on—, ,shall live through a
are to disclose them, ,!” @@@A@@@@@@@@s he 
to disclose them@!” ,22 ,A@@@@@@@@s he rumina
isclose them@!” @@@A,URIOL. A,"s he ruminated thus,"
by the occurrence. “, ,There is one peril t
"ided,” he thought; ”", ,ONE PERIL@!—what is 
thought; ”@ONE PERIL, ,!—what is it? Pshaw!
t of the house. Chap, ,t@e@@@r@@@@@@@@ 1 Th
of the house. Chap@t,h,e@@@r@@@@@@@@ 1 The 
 the house. Chap@t@e, Fi,r@@@@@@@@ 1 The Ruin
 house. Chap@t@e@@@r,"st—Chbe,", 1 The Ruined House 
in the Vauxhall Road,.," Late one night, in "
"1830, two men issued", .," from a low, obscure"
"ts without crowns, c",.,onstituted the sum o
m of their apparel. ,24 AURI,O@@@@ne of them was 
ir apparel. @@@@@@@O,L. O,ne of them was tall 
large hands and feet, ,; but despite his me
 like a silver belt ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 25 ,"across the stream, a"
elancholy prison was,e, buried in darkness.
’m a speakin’ to you,",",—‘I’ll be here to-mo
 the same hour——’” “, ,And that wos one o’c
that wos one o’clock, ,?” said the Sandman.
 said the Sandman. “, ,"Thereabouts,” replie"
replied the other. “,« ,And who did he say t
swered the Tinker; “, ,"for, as I told you a"
ne of our perfession, ,?” inquired the Sand
turned the Tinker. “, ,He’s a reg’lar slap-
 said the Sandman. “, ,Many a first-rate sv
 he can’t be in his ,26 AURIOL ,right mind to come t
 as you mentions.” “, ,As to that I can’t s
eplied the Tinker; “, ,and it don’t much ma
"oined the Sandman, “", ,except—you’re sure i
sort of customer.” “, ,"Vell, you’ll find ou"
 a very tumble-down ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 27 ,condition. These neg
stuck on the end of ,28 AURIOL. ,"an iron rod, ascendi"
ndman jumped down. “, ,The ale I drank at t
ale I drank at the ‘, ,Two Fighting Cocks’ 
ake me up if I snore, ,—or ven our sperrit 
 companion whispered, ,—“@He’s here@!” @@@@
mpanion whispered@—“, ,He’s here@!” @@@@@@@
ispered@—“@He’s here, ,!” @@@@@@@@@@@@@@@@@
red@—“@He’s here@!” ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 29 ,“@Vhere@—@vhere?” de
@@@@@@@@@@@@@@@@@@@“, ,Vhere@—@vhere?” dema
@@@@@@@@@@@@@“@Vhere, ,—@vhere?” demanded t
@@@@@@@@@@@“@Vhere@—, ,vhere?” demanded the
 some trepidation. “, ,"Look up, and you’ll "
nd well-proportioned, ,; and the general cu
im a military air. “, ,He seems a-valkin’ i
tered the Sandman. “, ,He’s a-speakin’ to s
me von unwisible.” “, ,Hush—hush@!” whisper
isible.” “@Hush—hush, ,!” whispered the oth
hispered the other. ,‘,“@Let’s hear wot he’
spered the other. @“, ,Let’s hear wot he’s 
ot he’s a-sayin’.” “, ,Why have you brought
lled his auditors. “, ,What is to be done@?
“@What is to be done, ,?” “@It makes my blo
t is to be done@?” “, ,It makes my blood ru
pered the Sandman. “, ,Vot d’ye think he se
t d’ye think he sees, ,?” “@Why do you not 
e think he sees@?” “, ,Why do you not speak
 cried the young man, ,—“why do you beckon 
 across the plank. “, ,"See, he’s a-goin’ th"
 cried the Tinker. “, ,Let’s foller him.” “
Let’s foller him.” “, ,I don’t half like it
"e Sandman, his teeth", 28 an sty wise 30 AURIOL., chattering with app
with apprehension. “, ,We shall see summat 
ance was even paler ,THE RUINED HOUSE IN THE VAUXHALL-ROAD. 31 ,than before. Having 
 towards the door. “, ,"Now, then, Sandman@!"
"“@Now, then, Sandman", ,!” cried the Tinker;
"w, and strip him.” “", ,"Agreed,” replied the"
first let’s see wot ,c,he has got in his po
hes of the victim. “, ,A reader@!—I hope it
e victim. “@A reader, ,!—I hope it’s well l
ll awkvard tales if ,‘,any von should chanc
” said the Tinker. “, ,Now the darkey shine
ol?” cried the Sandm,n,"an, springing into t"
man’s legs over his ,32 AURIOL. ,"own shoulders, and, "
"n, appeared at it. “", ,There the villains a
ere the villains are, ,!” shouted the new-c
ted the new-comer. “, ,They have been murde
and piece of iron. “, ,"Here, watchmen@!” cr"
"on. “@Here, watchmen", ,!” cried the stout i
 two desperate chara,a,cters@ as ever I see
esperate chara@cters,","," as ever I see, and "
 any hatterosity.” “, ,What a frightful scr
methin’ dreadful was, THE RUINED HOUSE IN THE VAUXHALL-ROAD. 383, goin’ on. It was fo
man down on the sofa, ,"—there, gently, gent"
 opened his eyes. Ch, ,apter@@ 2@@ The Dog-
d his eyes. Ch@apter,L., 2@@ The Dog-fancier
s eyes. Ch@apter@@ 2,L., The Dog-fancier@ Th
 2@@ The Dog-fancier,., The Rookery! Who th
 abated the nuisance,",", may be questioned. 
rs the evil was felt,","," and complained of, "
it was easy to perce,c,"ive, of half the law"
"flowing with filth, ",THE DOG-FANCIER. 35 ,or over putrescent h
orrible habitations ,' ,"they were, in truth."
stitute of furniture, ,; floors and walls c
ny attempt to track ,D2 36 AURIOL. ,these labyrinths; bu
red watchman’s great,-,"coat, seated on a st"
"ch of another door, ",THE DOG-FANCIER. 37 ,entered a sort of ki
n a velveteen jacket,","," with ivory buttons,"
icular vocation was ,38 . AURIOL. ,made manifest by the
"mart, clever fellow,", ,—and adroit and knav
ther winning manners,",", helped him material
 sly look inquired—“, ,"Vell, my ‘arties—wot"
 my ‘arties—wot luck, 2,"?” “@Oh, pretty midd"
rties—wot luck@@?” “, ,"Oh, pretty middlin’,"
 replied the Sandman,",", gruffly. And seatin
took a place beside ,‘,"him, and they waited"
footed companions. “, ,"And now,” said the S"
nable to control his, THE DOG-FANCIER. 39," curiosity longer, a"
"t his pocket-book, “", ,we’ll see what fortu
"ards, and an almanac",k, for the year—that w
at disappointment. “, ,So we’ve had all thi
dertaken the job.” “, ,Don’t let’s give it 
eplied the Tinker; “, ,summat may be made o
over them papers.” “, ,Look ’em over yourse
s with great glee. “, ,Wot’s the matter?” c
uietly smoking it. “, ,"Wot’s the row, eh?” "
", unable to contain ",a 40 AURIOL. ,his satisfaction; “@
@his satisfaction; “, ,there’s secrets cont
uble for nuffin’.” “, ,Glad to hear it!” sa
oking hard at him. “, ,Wot kind o’ secrets 
 o’ secrets are they, ,"?” “Vy, hangin’ secr"
ysterious emphasis. ,‘,“@He seems to be a t
terious emphasis. @“, ,He seems to be a ter
murder wholesale.” “, ,Wholesale@!” echoed 
lesale.” “@Wholesale, ,!” echoed the Sandma
pipe from his lips. ,‘,“@That sounds awful.
pe from his lips. @“, ,That sounds awful. B
imes i’ that way.” “, ,He didn’t expect the
” said the Tinker. “, ,"Werry likely not,” r"
plied the Sandman; “, ,but somebody else mi
d to be wound up!” “, ,Ourn is a different 
u take him to be?” “, ,"Vy, five-an’-twenty "
plied the Sandman. “, ,Five-an’-sixty ‘ud b
eplied the Tinker. “, ,There’s dates as far
far back as that.” “, ,Five-an’-sixty devil
cried the Sandman; “, ,there must be some m
 reckonin’ there.” “, ,"No, it’s all clear a"
t neither. I looked ,THE DOG-FANCIER. 41 ,over the papers twic
can refer to him.” “, ,But I tell ‘ee they 
 assertion denied; “, ,"at least, if his own"
plied the Sandman. “, ,Wot’s the gemman’s n
eplied the Tinker. “, ,Any address@?” asked
inker. “@Any address, ,?” asked the Sandman
er shook his head. “, ,"That’s unlucky agin,"
 said the Sandman. “, ,Ain’t there no sort 
 no sort o’ clue?” “, ,"None votiver, as I c"
” said the Tinker. “, ,"Vy, zounds, then, ve"
cried the Sandman. “, ,But it don’t matter.
one his bus’ness.” “, ,"Nuffin’ o’ the kind,"
eplied the Tinker. “, ,He alvays recovers f
kind of accident.” “, ,Alvays recovers@!” e
.” “@Alvays recovers, ,!” exclaimed the San
"man, in amazement. “", ,Wot a constitootion 
ion he must have!” “, ,Surprisin’!” replied
ever grows old; and ,42 AURIOL. ,never expects to die
” said the Tinker. “, ,"And so am I,” said M"
ake summat of it.” “, ,"Vell, I’m agreeable,"
 said the Sandman. “, ,"And so am I,” added "
"n his papers,” purus",u,ed Ginger; “the gemm
 hisself immortal—eh, ,"?” “@Exactly so,” re"
elf immortal—eh@?” “, ,"Exactly so,” replied"
eplied the Tinker. “, ,And he also fancies 
t o’ murders?” perus,u,ed Ginger. “@A despe
” perus@ed Ginger. “, ,"A desperate lot,” re"
"ice,” said Ginger. “", ,Ve’ll deal vith him 
regard to the pocket, THE DOG,"-@@@@@@@@@@@@book, a"
 the pocket@@@@@@@@-,FANCIER. 43 ,"book, as I deals vit"
its restitootion.” “, ,We must find him out
",” rejoined Ginger. ",‘,“@You must be consta
 rejoined Ginger. @“, ,You must be constant
 replied the Sandman, ,; “and there’s no fe
 him on the head.” “, ,"Arter all,” said the"
"” said the Tinker, “", ,there’s no branch o’
",” replied Ginger, “", ,but it requires a he
"wait, sayin’ better ",44 AURIOL. ,terms will be offere
that werry night.” “, ,Ha@!—ha@!—ha@!” laug
t werry night.” “@Ha, ,!—ha@!—ha@!” laughed
ry night.” “@Ha@!—ha, ,!—ha@!” laughed the 
ght.” “@Ha@!—ha@!—ha, ,!” laughed the other
aughed the others. “, ,"Vell, she sent four "
this time that I sha,’,n’t repeat the trick
n’t repeat the trick, ,; for no sooner does
ortinate Miss Bailey, ,!—Fol-de-riddle-tol-
e-riddle-tol-ol-lol—, ,unfortinate Miss Bai
" France, ain’t there", ,?” asked the Sandman
asked the Sandman. “, ,"Lor’ bless ‘ee, yes,"
",” replied Ginger; “", ,there’s as many fanc
observed the Sandman,", THE DOG-FANCIER",". @@@“@Sartin,” repl"
n@@@@@@@@@@@@@@@@@. ,45 ,"“@Sartin,” replied G"
@@@@@@@@@@@@@@. @@@“, ,"Sartin,” replied Gin"
 even if he knows ve,',’ve a stolen dog in 
observed the Sandman,",", reflectively. “It’s
 !” exclaimed Ginger,",", triumphantly. “@Now
ger@ triumphantly. “, ,"Now, ve generally es"
"he constable says, ‘", ,Vich party shall I g
marked the Tinker. “, ,Wot d’ye think o’ th
es by vith this here, 46 AURIOL., dog—an’ a beauty it
. There’s law again—, ,"ha, ha!” “@Dog-fanci"
"aw again—@ha, ha!” “", ,Dog-fancier’s law@!”
 “@Dog-fancier’s law, ,!” laughed the Sandm
some on ’em does.” “, ,And you’re always su
"u vants it, I s’pose", ,?” inquired the Tink
quired the Tinker. “, ,"Alvays,” replied Gin"
o have him at last. ,THE DOG-FANCIER. 47 ,Ve feels our vay wit
er me at a gallop.” ,: ,“And do respectable 
owin’ they’re stolen, ,?” inquired the Tink
ver clapped eyes on.,., I vant you to get m
y to our customer.” ,¥. ,“Oh! that’s how it’s
",” replied Ginger. “", ,Sometimes a party’ll
" and then ve asks, ‘", ,Vich vay are you a-g
arked the Sandman. “, ,"Perfectly so,” repli"
",” replied Ginger. “", ,Nothin’ can touch us
occur in my time.” “, ,"Let’s hope not,” rej"
ck to the pint from ,y,"vich we started,” sa"
"ed,” said the Tinker", ,; “our gemman’s case
so surprisin’ as it ,‘48 AURIOL. ,at first appears. Th
s ve calls Old Parr—, ,"vy, he declares he l"
curred yesterday.” “, ,Walker@!” exclaimed 
yesterday.” “@Walker, ,"!” exclaimed Ginger,"
inger to his nose. “, ,"You may larf, but it"
"e same then as now,—", ,neither older nor yo
 exclaimed Ginger. “, ,He don’t look so old
 look so old now.” “, ,That’s the cur’ouses
” said the Tinker. “, ,He don’t like to tal
’s story as that.” “, ,Let’s have the old f
replied the Tinker. ,‘,"“@Here, lazy-bones,”"
plied the Tinker. @“, ,"Here, lazy-bones,” h"
"he sleeping youth, “", ,go an’ tell Old Parr
 o’ rum-an’-vater.” ,THE HAND AND THE ,Chapte@r@ 3@@ The Ha
@@@@@@@@@@@@@@Chapte, ,r@ 3@@ The Hand and 
@@@@@@@@@@@@Chapte@r,9, 3@@ The Hand and th
@@@@@@@@@Chapte@r@ 3,t., The Hand and the Cl
e Hand and the Cloak,., A furious barking f
 Old Parr. The dwarf,’,s head was much too 
 of a cast-off pair ,50 AURIOL. ,"of tawny tights, an "
fforded by the great,-,coat already mention
joined by the Tinker, ,; but the Sandman ne
" shrill, odd tone, “", ,Whether they had sen
only to laugh at him, ,"?” “@Sartainly not, "
to laugh at him@?” “, ,"Sartainly not, deput"
eplied the Tinker. “, ,"Here, lazy-bones, gl"
e spirit was brought, ,; water was procured
y up it stood a door,",", equally dilapidated
y. Beyond this point,",", the staircase branc
"ers, ranged like the", THE HAND AND THE CLOAK. 51, feet of so many cat
 to a narrow passage,",", communicating with 
", took off his great",-,"coat, and sat down u"
 the conversation. “, ,"I say, deputy,” he o"
"uty,” he observed, “", ,ve’ve bin havin’ a b
an settle for us.” “, ,"Well, let’s see,” sq"
queaked the dwarf. “, ,"What is it?” “@Vy, i"
rf. “@What is it?” “, ,"Vy, it’s relative to"
Ven wos you born?” “, ,"It’s so long ago, I "
",” returned Old Parr",",", rather sulkily. “@Y
r@ rather sulkily. “, ,You must ha’ seen so
changes in your time, ,?” resumed the Tinke
s with his grog. “I ,T,rayther think I have
quid had loosened. “, ,I’ve seen this @@@@@
d. “@I’ve seen this ,E2 52 AURIOL. ,great city of London
ew straggling houses,",", standing by the roa
 beautiful timber.” ,~ ,“@My eyes!” cried Gi
autiful timber.” @@“, ,My eyes!” cried Ging
 a prolonged whistle, ,; “the place must be
ransmogrified indeed, ,!” “If I were to des
re gone—all are gone, ,!” “@Those must ha’ 
ne—all are gone@!” “, ,Those must ha’ been 
"or to ply,” chanted ",THE HAND AND THE CLOAK. 53 ,the Tinker; “but the
ses out o’ joint.” “, ,"True,” replied Old P"
"ghters, and steamers",",", away. London is a m
t in point of beauty,",", it is not to be com
f noblemen’s houses—, ,and as to Lombard St
ke to think of ’em.”,”," “@Vell, I’m content"
to think of ’em.”@ “, ,"Vell, I’m content vi"
ty bein’ rewived.” “, ,"Not much,” replied t"
-and-tan spaniels. “, ,What! old Rowley@?” 
. “@What! old Rowley, ,?” cried the dwarf—“
?” cried the dwarf—“, ,often. I was page to
a pipe at the fire. ,‘,“@He loved the femi@
pipe at the fire. @“, ,He loved the femi@-@
@“@He loved the femi, ,-@ n@@@@@@@@ine spec
@He loved the femi@-,4, n@@@@@@@@ine specio
 loved the femi@-@ n,URIOL. x,ine specious as well
thin’ more about him, ,"?” “@Not now,” repli"
 more about him@?” “, ,"Not now,” replied Ol"
 altogether want.” “, ,You talk like one o’
” observed Ginger. “, ,But you make me long
 are gone—clean gone, ,!” “@Accordin’ to yo
gone—clean gone@!” “, ,Accordin’ to your ow
d to kick the bucket, ,?” @@@@@@@@@@@@@@@@@
 kick the bucket@?” ,THE HAND AND THE CLOAK. 55 ,"“Not the least,” rep"
 replied Old Parr. “, ,My bodily health has
 thing’s quite clear, ,—you can’t have live
t’s not in nater.” “, ,"Very well, then—I ha"
y the drowsy youth. ,‘ ,“@You’ve seen some p
he drowsy youth. @@“, ,You’ve seen some pic
